1, 0.3354533, 0.1801518, -0.003138632, 0.008132695, 0.1490168, 0.205048, 0.02101743, 0.2474669, -0.1330624, -0.2046564, -0.292232, 0.2984548, 0.2389624, -0.1318687, 0.3041496, -0.10357, 0.00835642, 0.1142613, 0.367101
0.3354533, 1, 0.03147747, 0.4496207, 0.187321, 0.1495895, -0.0749073, -0.01560966, 0.0384378, 0.1880553, 0.3126583, 0.1014304, 0.3563132, 0.3097658, 0.3818293, -0.1073966, 0.01879398, 0.134326, 0.0624046, 0.184146
0.1801518, 0.03147747, 1, 0.178426, 0.005356207, -0.4670319, -0.1417326, 0.1390668, 0.03826619, -0.4663436, -0.3629713, -0.09995484, -0.07367295, 0.05752117, -0.4386716, -0.2189047, 0.2332958, -0.1342196, 0.04007735, -0.07595041
-0.003138632, 0.4496207, 0.178426, 1, 0.2282629, 0.1460443, -0.4589282, -0.2541045, 0.01523314, 0.3007283, 0.281203, 0.2116927, 0.3506368, 0.08594495, 0.5570834, -0.2159051, 0.03268981, 0.2715973, 0.1638309, -0.1269466
0.008132695, 0.187321, 0.005356207, 0.2282629, 1, 0.3477271, 0.02636139, -0.09096097, -0.05064913, 0.4218334, 0.1543821, -0.1864191, 0.5160705, 0.2379669, 0.3027731, -0.04905194, 0.1502463, 0.3240601, -0.02799192, -0.1514338
0.1490168, 0.1495895, -0.4670319, 0.1460443, 0.3477271, 1, -0.1227601, -0.2402407, 0.235837, 0.7559846, 0.4986508, 0.2703793, 0.4795759, 0.1851159, 0.4112098, 0.5693359, 0.1510314, 0.3893768, 0.3457245, 0.1786941
0.205048, -0.0749073, -0.1417326, -0.4589282, 0.02636139, -0.1227601, 1, -0.04450485, 0.0584839, -0.2209379, -0.1504279, -0.1964643, -0.2307083, -0.2225028, -0.2794069, 0.009444966, -0.1909186, -0.2880673, -0.1540264, -0.09035607
0.02101743, -0.01560966, 0.1390668, -0.2541045, -0.09096097, -0.2402407, -0.04450485, 1, -0.3341319, -0.2092021, -0.3296378, -0.2990857, -0.3453785, 0.5589039, -0.1333149, 0.1616359, -0.1157489, -0.329969, -0.2821615, -0.2215345
0.2474669, 0.0384378, 0.03826619, 0.01523314, -0.05064913, 0.235837, 0.0584839, -0.3341319, 1, -0.0832897, -0.105708, 0.387113, 0.06902024, -0.1636223, -0.001013055, 0.3627844, 0.1947695, -0.1206316, 0.2613866, 0.4411066
-0.1330624, 0.1880553, -0.4663436, 0.3007283, 0.4218334, 0.7559846, -0.2209379, -0.2092021, -0.0832897, 1, 0.3398765, 0.1233696, 0.3821791, 0.09838439, 0.6345777, 0.09712468, 0.09825771, 0.4263633, 0.1591758, -0.03175142
-0.2046564, 0.3126583, -0.3629713, 0.281203, 0.1543821, 0.4986508, -0.1504279, -0.3296378, -0.105708, 0.3398765, 1, 0.2890419, 0.4370063, -0.04426734, 0.3986032, 0.02100034, 0.164482, 0.4888739, -0.01010883, 0.002715503
-0.292232, 0.1014304, -0.09995484, 0.2116927, -0.1864191, 0.2703793, -0.1964643, -0.2990857, 0.387113, 0.1233696, 0.2890419, 1, -0.03391064, -0.1123047, 0.1284465, -0.01404435, -0.009819008, -0.07766059, 0.6140793, 0.08778412
0.2984548, 0.3563132, -0.07367295, 0.3506368, 0.5160705, 0.4795759, -0.2307083, -0.3453785, 0.06902024, 0.3821791, 0.4370063, -0.03391064, 1, 0.1168456, 0.2632511, 0.04539633, 0.1252152, 0.7040865, 0.006141696, 0.2472899
0.2389624, 0.3097658, 0.05752117, 0.08594495, 0.2379669, 0.1851159, -0.2225028, 0.5589039, -0.1636223, 0.09838439, -0.04426734, -0.1123047, 0.1168456, 1, 0.01011581, 0.3401585, 0.06250313, 0.04634031, -0.1105489, -0.1337124
-0.1318687, 0.3818293, -0.4386716, 0.5570834, 0.3027731, 0.4112098, -0.2794069, -0.1333149, -0.001013055, 0.6345777, 0.3986032, 0.1284465, 0.2632511, 0.01011581, 1, -0.09445188, -0.08420561, 0.3465835, -0.02450261, -0.06082677
0.3041496, -0.1073966, -0.2189047, -0.2159051, -0.04905194, 0.5693359, 0.009444966, 0.1616359, 0.3627844, 0.09712468, 0.02100034, -0.01404435, 0.04539633, 0.3401585, -0.09445188, 1, 0.1572593, -0.08889583, 0.0912916, 0.2461176
-0.10357, 0.01879398, 0.2332958, 0.03268981, 0.1502463, 0.1510314, -0.1909186, -0.1157489, 0.1947695, 0.09825771, 0.164482, -0.009819008, 0.1252152, 0.06250313, -0.08420561, 0.1572593, 1, -0.2090985, -0.06766111, 0.006293131
0.00835642, 0.134326, -0.1342196, 0.2715973, 0.3240601, 0.3893768, -0.2880673, -0.329969, -0.1206316, 0.4263633, 0.4888739, -0.07766059, 0.7040865, 0.04634031, 0.3465835, -0.08889583, -0.2090985, 1, -0.1271996, 0.08805525
0.1142613, 0.0624046, 0.04007735, 0.1638309, -0.02799192, 0.3457245, -0.1540264, -0.2821615, 0.2613866, 0.1591758, -0.01010883, 0.6140793, 0.006141696, -0.1105489, -0.02450261, 0.0912916, -0.06766111, -0.1271996, 1, 0.2865132
0.367101, 0.184146, -0.07595041, -0.1269466, -0.1514338, 0.1786941, -0.09035607, -0.2215345, 0.4411066, -0.03175142, 0.002715503, 0.08778412, 0.2472899, -0.1337124, -0.06082677, 0.2461176, 0.006293131, 0.08805525, 0.2865132, 1
