,variable,value,date,times
0,mood,8.0,2014-04-14,21:00:00.000
1,mood,8.0,2014-04-15,09:00:00.000
2,mood,8.0,2014-04-15,12:00:00.000
3,mood,7.0,2014-04-15,15:00:00.000
4,mood,8.0,2014-04-15,20:00:00.000
5,mood,7.0,2014-04-15,21:00:00.000
6,mood,6.0,2014-04-16,09:00:00.000
7,mood,9.0,2014-04-16,13:00:00.000
8,mood,8.0,2014-04-16,15:00:00.000
9,mood,7.0,2014-04-16,18:00:00.000
10,mood,7.0,2014-04-16,21:00:00.000
11,mood,7.0,2014-04-17,09:00:00.000
12,mood,7.0,2014-04-17,12:00:00.000
13,mood,6.0,2014-04-17,15:00:00.000
14,mood,7.0,2014-04-17,18:00:00.000
15,mood,7.0,2014-04-18,09:00:00.000
16,mood,7.0,2014-04-18,14:00:00.000
17,mood,6.0,2014-04-18,15:00:00.000
18,mood,7.0,2014-04-18,18:00:00.000
19,mood,8.0,2014-04-18,21:00:00.000
20,mood,7.0,2014-04-19,10:00:00.000
21,mood,7.0,2014-04-19,12:00:00.000
22,mood,7.0,2014-04-19,17:00:00.000
23,mood,8.0,2014-04-19,21:00:00.000
24,mood,6.0,2014-04-20,09:00:00.000
25,mood,8.0,2014-04-20,13:00:00.000
26,mood,8.0,2014-04-20,16:00:00.000
27,mood,8.0,2014-04-20,18:00:00.000
28,mood,9.0,2014-04-20,21:00:00.000
29,mood,7.0,2014-04-21,12:00:00.000
30,mood,7.0,2014-04-21,17:00:00.000
31,mood,8.0,2014-04-21,19:00:00.000
32,mood,8.0,2014-04-21,21:00:00.000
33,mood,8.0,2014-04-22,08:00:00.000
34,mood,7.0,2014-04-22,12:00:00.000
35,mood,6.0,2014-04-22,15:00:00.000
36,mood,7.0,2014-04-22,17:00:00.000
37,mood,8.0,2014-04-22,21:00:00.000
38,mood,7.0,2014-04-23,11:00:00.000
39,mood,7.0,2014-04-23,12:00:00.000
40,mood,9.0,2014-04-23,15:00:00.000
41,mood,7.0,2014-04-23,22:00:00.000
42,mood,7.0,2014-04-24,09:00:00.000
43,mood,7.0,2014-04-24,12:00:00.000
44,mood,6.0,2014-04-24,15:00:00.000
45,mood,7.0,2014-04-24,18:00:00.000
46,mood,7.0,2014-04-24,21:00:00.000
47,mood,7.0,2014-04-25,11:00:00.000
48,mood,6.0,2014-04-25,12:00:00.000
49,mood,6.0,2014-04-25,15:00:00.000
50,mood,5.0,2014-04-25,18:00:00.000
51,mood,7.0,2014-04-25,21:00:00.000
52,mood,7.0,2014-04-26,09:00:00.000
53,mood,8.0,2014-04-26,14:00:00.000
54,mood,8.0,2014-04-26,16:00:00.000
55,mood,8.0,2014-04-26,20:00:00.000
56,mood,7.0,2014-04-26,21:00:00.000
57,mood,7.0,2014-04-27,11:00:00.000
58,mood,6.0,2014-04-27,14:00:00.000
59,mood,7.0,2014-04-27,18:00:00.000
60,mood,8.0,2014-04-27,22:00:00.000
61,mood,6.0,2014-04-28,09:00:00.000
62,mood,6.0,2014-04-28,12:00:00.000
63,mood,7.0,2014-04-28,15:00:00.000
64,mood,8.0,2014-04-28,19:00:00.000
65,mood,7.0,2014-04-28,21:00:00.000
66,mood,6.0,2014-04-29,09:00:00.000
67,mood,6.0,2014-04-29,12:00:00.000
68,mood,5.0,2014-04-29,15:00:00.000
69,mood,7.0,2014-04-29,18:00:00.000
70,mood,6.0,2014-04-30,10:00:00.000
71,mood,6.0,2014-04-30,14:00:00.000
72,mood,7.0,2014-04-30,21:00:00.000
73,mood,7.0,2014-05-01,09:00:00.000
74,mood,8.0,2014-05-01,14:00:00.000
75,mood,8.0,2014-05-01,15:00:00.000
76,mood,7.0,2014-05-01,18:00:00.000
77,mood,7.0,2014-05-01,21:00:00.000
78,mood,7.0,2014-05-02,11:00:00.000
79,mood,7.0,2014-05-02,12:00:00.000
80,mood,7.0,2014-05-02,15:00:00.000
81,mood,7.0,2014-05-02,19:00:00.000
82,mood,7.0,2014-05-03,02:00:00.000
83,mood,6.0,2014-05-03,10:00:00.000
84,mood,7.0,2014-05-03,14:00:00.000
85,mood,7.0,2014-05-03,15:00:00.000
86,mood,7.0,2014-05-03,18:00:00.000
87,mood,7.0,2014-05-03,21:00:00.000
88,mood,7.0,2014-05-04,10:00:00.000
89,mood,8.0,2014-05-04,19:00:00.000
90,mood,5.0,2014-05-05,09:00:00.000
91,mood,6.0,2014-05-05,12:00:00.000
92,mood,7.0,2014-05-05,17:00:00.000
93,mood,6.0,2014-05-07,09:00:00.000
94,mood,7.0,2014-05-07,12:00:00.000
95,mood,7.0,2014-05-07,15:00:00.000
96,mood,7.0,2014-05-07,17:00:00.000
97,mood,8.0,2014-05-07,23:00:00.000
98,mood,8.0,2014-05-08,10:00:00.000
99,mood,7.0,2014-05-08,12:00:00.000
100,mood,5.0,2014-05-08,15:00:00.000
101,mood,8.0,2014-05-08,21:00:00.000
102,mood,7.0,2014-05-09,09:00:00.000
103,mood,8.0,2014-05-09,12:00:00.000
104,mood,7.0,2014-05-09,15:00:00.000
