,variable,value,date,times
0,mood,7.0,2014-04-16,15:00:00.000
1,mood,6.0,2014-04-16,18:00:00.000
2,mood,8.0,2014-04-16,21:00:00.000
3,mood,8.0,2014-04-17,09:00:00.000
4,mood,6.0,2014-04-17,12:00:00.000
5,mood,7.0,2014-04-17,15:00:00.000
6,mood,7.0,2014-04-17,18:00:00.000
7,mood,8.0,2014-04-17,21:00:00.000
8,mood,7.0,2014-04-18,09:00:00.000
9,mood,6.0,2014-04-18,12:00:00.000
10,mood,7.0,2014-04-18,15:00:00.000
11,mood,8.0,2014-04-18,18:00:00.000
12,mood,9.0,2014-04-18,20:00:00.000
13,mood,9.0,2014-04-19,15:00:00.000
14,mood,7.0,2014-04-19,19:00:00.000
15,mood,7.0,2014-04-19,20:00:00.000
16,mood,7.0,2014-04-20,09:00:00.000
17,mood,8.0,2014-04-20,12:00:00.000
18,mood,7.0,2014-04-20,15:00:00.000
19,mood,8.0,2014-04-20,18:00:00.000
20,mood,7.0,2014-04-20,21:00:00.000
21,mood,6.0,2014-04-21,11:00:00.000
22,mood,8.0,2014-04-21,12:00:00.000
23,mood,7.0,2014-04-21,15:00:00.000
24,mood,7.0,2014-04-21,18:00:00.000
25,mood,8.0,2014-04-21,21:00:00.000
26,mood,7.0,2014-04-22,09:00:00.000
27,mood,5.0,2014-04-22,12:00:00.000
28,mood,9.0,2014-04-22,15:00:00.000
29,mood,5.0,2014-04-22,18:00:00.000
30,mood,5.0,2014-04-22,21:00:00.000
31,mood,5.0,2014-04-23,10:00:00.000
32,mood,6.0,2014-04-23,12:00:00.000
33,mood,6.0,2014-04-23,15:00:00.000
34,mood,4.0,2014-04-23,18:00:00.000
35,mood,5.0,2014-04-23,22:00:00.000
36,mood,6.0,2014-04-24,09:00:00.000
37,mood,8.0,2014-04-24,12:00:00.000
38,mood,6.0,2014-04-24,15:00:00.000
39,mood,8.0,2014-04-24,23:00:00.000
40,mood,7.0,2014-04-25,09:00:00.000
41,mood,10.0,2014-04-25,12:00:00.000
42,mood,7.0,2014-04-25,15:00:00.000
43,mood,8.0,2014-04-25,18:00:00.000
44,mood,10.0,2014-04-25,21:00:00.000
45,mood,3.0,2014-04-26,09:00:00.000
46,mood,8.0,2014-04-26,12:00:00.000
47,mood,10.0,2014-04-26,15:00:00.000
48,mood,10.0,2014-04-26,19:00:00.000
49,mood,7.0,2014-04-26,21:00:00.000
50,mood,5.0,2014-04-27,10:00:00.000
51,mood,6.0,2014-04-27,13:00:00.000
52,mood,7.0,2014-04-27,15:00:00.000
53,mood,6.0,2014-04-27,18:00:00.000
54,mood,7.0,2014-04-27,21:00:00.000
55,mood,7.0,2014-04-28,09:00:00.000
56,mood,8.0,2014-04-28,12:00:00.000
57,mood,6.0,2014-04-28,18:00:00.000
58,mood,6.0,2014-04-28,21:00:00.000
59,mood,6.0,2014-04-29,09:00:00.000
60,mood,7.0,2014-04-29,13:00:00.000
61,mood,5.0,2014-04-29,15:00:00.000
62,mood,6.0,2014-04-29,18:00:00.000
63,mood,7.0,2014-04-29,21:00:00.000
64,mood,2.0,2014-04-30,10:00:00.000
65,mood,8.0,2014-04-30,12:00:00.000
66,mood,7.0,2014-04-30,15:00:00.000
67,mood,8.0,2014-04-30,19:00:00.000
68,mood,7.0,2014-04-30,21:00:00.000
69,mood,6.0,2014-05-01,09:00:00.000
70,mood,7.0,2014-05-01,13:00:00.000
71,mood,6.0,2014-05-01,15:00:00.000
72,mood,8.0,2014-05-01,19:00:00.000
73,mood,8.0,2014-05-01,21:00:00.000
74,mood,10.0,2014-05-04,04:00:00.000
75,mood,7.0,2014-05-04,19:00:00.000
76,mood,8.0,2014-05-04,21:00:00.000
77,mood,8.0,2014-05-05,10:00:00.000
78,mood,6.0,2014-05-05,14:00:00.000
79,mood,8.0,2014-05-05,14:00:00.000
80,mood,7.0,2014-05-05,18:00:00.000
81,mood,7.0,2014-05-07,09:00:00.000
82,mood,6.0,2014-05-07,12:00:00.000
83,mood,3.0,2014-05-07,15:00:00.000
84,mood,4.0,2014-05-07,19:00:00.000
85,mood,6.0,2014-05-08,00:00:00.000
86,mood,7.0,2014-05-08,09:00:00.000
87,mood,8.0,2014-05-08,15:00:00.000
88,mood,7.0,2014-05-08,20:00:00.000
89,mood,5.0,2014-05-08,21:00:00.000
90,mood,2.0,2014-05-09,10:00:00.000
91,mood,4.0,2014-05-09,12:00:00.000
92,mood,5.0,2014-05-09,14:00:00.000
93,mood,6.0,2014-05-09,18:00:00.000
94,mood,7.0,2014-05-09,21:00:00.000
95,mood,6.0,2014-05-10,09:00:00.000
96,mood,9.0,2014-05-10,12:00:00.000
97,mood,10.0,2014-05-10,15:00:00.000
98,mood,6.0,2014-05-10,18:00:00.000
99,mood,7.0,2014-05-10,21:00:00.000
100,mood,6.0,2014-05-11,09:00:00.000
101,mood,8.0,2014-05-11,12:00:00.000
102,mood,6.0,2014-05-11,15:00:00.000
103,mood,6.0,2014-05-11,18:00:00.000
104,mood,4.0,2014-05-11,21:00:00.000
105,mood,5.0,2014-05-12,10:00:00.000
106,mood,7.0,2014-05-12,15:00:00.000
107,mood,6.0,2014-05-12,17:00:00.000
108,mood,6.0,2014-05-12,23:00:00.000
109,mood,3.0,2014-05-13,12:00:00.000
110,mood,7.0,2014-05-13,15:00:00.000
111,mood,8.0,2014-05-14,01:00:00.000
112,mood,6.0,2014-05-14,09:00:00.000
113,mood,7.0,2014-05-14,13:00:00.000
114,mood,6.0,2014-05-14,17:00:00.000
115,mood,6.0,2014-05-14,18:00:00.000
116,mood,8.0,2014-05-14,21:00:00.000
117,mood,6.0,2014-05-15,09:00:00.000
118,mood,6.0,2014-05-15,14:00:00.000
119,mood,6.0,2014-05-15,22:00:00.000
120,mood,7.0,2014-05-16,10:00:00.000
121,mood,7.0,2014-05-16,12:00:00.000
122,mood,8.0,2014-05-16,15:00:00.000
123,mood,6.0,2014-05-16,20:00:00.000
124,mood,7.0,2014-05-16,21:00:00.000
125,mood,6.0,2014-05-17,09:00:00.000
126,mood,5.0,2014-05-17,12:00:00.000
127,mood,8.0,2014-05-17,17:00:00.000
128,mood,5.0,2014-05-17,21:00:00.000
129,mood,5.0,2014-05-18,08:00:00.000
130,mood,7.0,2014-05-18,13:00:00.000
131,mood,5.0,2014-05-18,15:00:00.000
132,mood,7.0,2014-05-18,18:00:00.000
133,mood,6.0,2014-05-18,21:00:00.000
134,mood,6.0,2014-05-19,08:00:00.000
135,mood,6.0,2014-05-19,14:00:00.000
136,mood,8.0,2014-05-19,15:00:00.000
137,mood,6.0,2014-05-19,18:00:00.000
138,mood,5.0,2014-05-19,21:00:00.000
139,mood,7.0,2014-05-20,09:00:00.000
140,mood,8.0,2014-05-20,12:00:00.000
141,mood,6.0,2014-05-20,15:00:00.000
142,mood,4.0,2014-05-20,18:00:00.000
143,mood,7.0,2014-05-21,00:00:00.000
144,mood,6.0,2014-05-21,09:00:00.000
145,mood,7.0,2014-05-21,13:00:00.000
146,mood,7.0,2014-05-21,16:00:00.000
147,mood,5.0,2014-05-21,18:00:00.000
148,mood,4.0,2014-05-21,21:00:00.000
149,mood,6.0,2014-05-22,10:00:00.000
150,mood,4.0,2014-05-22,13:00:00.000
151,mood,8.0,2014-05-22,16:00:00.000
152,mood,5.0,2014-05-22,18:00:00.000
153,mood,8.0,2014-05-23,00:00:00.000
154,mood,5.0,2014-05-23,08:00:00.000
155,mood,5.0,2014-05-23,12:00:00.000
156,mood,6.0,2014-05-23,16:00:00.000
157,mood,4.0,2014-05-23,19:00:00.000
158,mood,7.0,2014-05-23,21:00:00.000
159,mood,7.0,2014-05-24,09:00:00.000
160,mood,7.0,2014-05-24,12:00:00.000
161,mood,4.0,2014-05-24,15:00:00.000
162,mood,6.0,2014-05-24,18:00:00.000
163,mood,8.0,2014-05-24,23:00:00.000
164,mood,7.0,2014-05-25,11:00:00.000
165,mood,5.0,2014-05-25,12:00:00.000
166,mood,6.0,2014-05-25,15:00:00.000
167,mood,7.0,2014-05-25,21:00:00.000
168,mood,7.0,2014-05-26,10:00:00.000
169,mood,3.0,2014-05-26,14:00:00.000
170,mood,5.0,2014-05-26,15:00:00.000
171,mood,6.0,2014-05-26,18:00:00.000
172,mood,6.0,2014-05-26,21:00:00.000
173,mood,6.0,2014-05-27,10:00:00.000
174,mood,7.0,2014-05-27,13:00:00.000
175,mood,5.0,2014-05-27,15:00:00.000
176,mood,6.0,2014-05-27,18:00:00.000
177,mood,7.0,2014-05-27,21:00:00.000
178,mood,9.0,2014-05-28,09:00:00.000
179,mood,10.0,2014-05-28,14:00:00.000
180,mood,9.0,2014-05-28,16:00:00.000
181,mood,7.0,2014-05-28,20:00:00.000
182,mood,6.0,2014-05-28,21:00:00.000
183,mood,7.0,2014-05-29,10:00:00.000
184,mood,7.0,2014-05-29,13:00:00.000
185,mood,7.0,2014-05-29,15:00:00.000
186,mood,6.0,2014-05-30,00:00:00.000
187,mood,8.0,2014-05-30,09:00:00.000
188,mood,6.0,2014-05-30,13:00:00.000
189,mood,8.0,2014-05-30,19:00:00.000
190,mood,6.0,2014-05-30,20:00:00.000
191,mood,7.0,2014-05-31,12:00:00.000
192,circumplex.arousal,-1.0,2014-04-16,15:00:00.000
193,circumplex.arousal,1.0,2014-04-16,18:00:00.000
194,circumplex.arousal,1.0,2014-04-16,21:00:00.000
195,circumplex.arousal,0.0,2014-04-17,09:00:00.000
196,circumplex.arousal,-1.0,2014-04-17,12:00:00.000
197,circumplex.arousal,-1.0,2014-04-17,15:00:00.000
198,circumplex.arousal,0.0,2014-04-17,18:00:00.000
199,circumplex.arousal,-1.0,2014-04-17,21:00:00.000
200,circumplex.arousal,-2.0,2014-04-18,09:00:00.000
201,circumplex.arousal,-2.0,2014-04-18,12:00:00.000
202,circumplex.arousal,0.0,2014-04-18,15:00:00.000
203,circumplex.arousal,1.0,2014-04-18,18:00:00.000
204,circumplex.arousal,-1.0,2014-04-18,20:00:00.000
205,circumplex.arousal,2.0,2014-04-19,15:00:00.000
206,circumplex.arousal,-1.0,2014-04-19,19:00:00.000
207,circumplex.arousal,-1.0,2014-04-19,20:00:00.000
208,circumplex.arousal,-2.0,2014-04-20,09:00:00.000
209,circumplex.arousal,1.0,2014-04-20,12:00:00.000
210,circumplex.arousal,0.0,2014-04-20,15:00:00.000
211,circumplex.arousal,1.0,2014-04-20,18:00:00.000
212,circumplex.arousal,0.0,2014-04-20,21:00:00.000
213,circumplex.arousal,-1.0,2014-04-21,11:00:00.000
214,circumplex.arousal,1.0,2014-04-21,12:00:00.000
215,circumplex.arousal,0.0,2014-04-21,15:00:00.000
