,variable,value,date,times
0,mood,5.0,2014-03-15,13:00:00.000
1,mood,6.0,2014-03-15,15:00:00.000
2,mood,7.0,2014-03-27,12:00:00.000
3,mood,7.0,2014-03-27,15:00:00.000
4,mood,7.0,2014-03-27,17:00:00.000
5,mood,7.0,2014-03-27,21:00:00.000
6,mood,6.0,2014-03-28,10:00:00.000
7,mood,6.0,2014-03-28,12:00:00.000
8,mood,7.0,2014-03-28,14:00:00.000
9,mood,8.0,2014-03-28,20:00:00.000
10,mood,8.0,2014-03-29,10:00:00.000
11,mood,7.0,2014-03-29,15:00:00.000
12,mood,6.0,2014-03-29,18:00:00.000
13,mood,6.0,2014-03-29,21:00:00.000
14,mood,6.0,2014-03-30,11:00:00.000
15,mood,7.0,2014-03-30,11:00:00.000
16,mood,6.0,2014-03-30,14:00:00.000
17,mood,5.0,2014-03-30,17:00:00.000
18,mood,5.0,2014-03-30,20:00:00.000
19,mood,6.0,2014-03-31,10:00:00.000
20,mood,7.0,2014-03-31,12:00:00.000
21,mood,7.0,2014-03-31,14:00:00.000
22,mood,7.0,2014-03-31,17:00:00.000
23,mood,5.0,2014-03-31,21:00:00.000
24,mood,6.0,2014-04-01,10:00:00.000
25,mood,6.0,2014-04-01,11:00:00.000
26,mood,6.0,2014-04-01,14:00:00.000
27,mood,7.0,2014-04-01,17:00:00.000
28,mood,7.0,2014-04-01,21:00:00.000
29,mood,6.0,2014-04-02,10:00:00.000
30,mood,6.0,2014-04-02,12:00:00.000
31,mood,6.0,2014-04-02,14:00:00.000
32,mood,6.0,2014-04-02,17:00:00.000
33,mood,6.0,2014-04-02,22:00:00.000
34,mood,6.0,2014-04-03,09:00:00.000
35,mood,6.0,2014-04-03,12:00:00.000
36,mood,7.0,2014-04-03,14:00:00.000
37,mood,4.0,2014-04-03,18:00:00.000
38,mood,4.0,2014-04-03,23:00:00.000
39,mood,6.0,2014-04-04,13:00:00.000
40,mood,6.0,2014-04-04,15:00:00.000
41,mood,7.0,2014-04-04,18:00:00.000
42,mood,7.0,2014-04-04,21:00:00.000
43,mood,6.0,2014-04-05,09:00:00.000
44,mood,7.0,2014-04-05,12:00:00.000
45,mood,4.0,2014-04-05,15:00:00.000
46,mood,7.0,2014-04-05,18:00:00.000
47,mood,7.0,2014-04-05,21:00:00.000
48,mood,7.0,2014-04-06,10:00:00.000
49,mood,5.0,2014-04-06,12:00:00.000
50,mood,7.0,2014-04-06,19:00:00.000
51,mood,6.0,2014-04-06,20:00:00.000
52,mood,6.0,2014-04-07,09:00:00.000
53,mood,7.0,2014-04-07,13:00:00.000
54,mood,7.0,2014-04-07,15:00:00.000
55,mood,6.0,2014-04-07,18:00:00.000
