,variable,value,date,times
0,mood,8.0,2014-03-23,17:00:00.000
1,mood,7.0,2014-03-23,21:00:00.000
2,mood,7.0,2014-03-24,09:00:00.000
3,mood,7.0,2014-03-24,15:00:00.000
4,mood,7.0,2014-03-24,17:00:00.000
5,mood,7.0,2014-03-24,21:00:00.000
6,mood,6.0,2014-03-25,09:00:00.000
7,mood,6.0,2014-03-25,12:00:00.000
8,mood,7.0,2014-03-25,16:00:00.000
9,mood,7.0,2014-03-25,18:00:00.000
10,mood,7.0,2014-03-25,20:00:00.000
11,mood,6.0,2014-03-26,09:00:00.000
12,mood,6.0,2014-03-26,11:00:00.000
13,mood,6.0,2014-03-26,15:00:00.000
14,mood,7.0,2014-03-26,18:00:00.000
15,mood,7.0,2014-03-26,21:00:00.000
16,mood,6.0,2014-03-27,09:00:00.000
17,mood,6.0,2014-03-27,13:00:00.000
18,mood,6.0,2014-03-27,16:00:00.000
19,mood,6.0,2014-03-27,18:00:00.000
20,mood,7.0,2014-03-27,23:00:00.000
21,mood,8.0,2014-03-28,09:00:00.000
22,mood,8.0,2014-03-28,11:00:00.000
23,mood,8.0,2014-03-28,16:00:00.000
24,mood,8.0,2014-03-28,17:00:00.000
25,mood,8.0,2014-03-28,21:00:00.000
26,mood,8.0,2014-03-29,09:00:00.000
27,mood,8.0,2014-03-29,12:00:00.000
28,mood,8.0,2014-03-29,15:00:00.000
29,mood,8.0,2014-03-29,17:00:00.000
30,mood,9.0,2014-03-29,21:00:00.000
31,mood,8.0,2014-03-30,10:00:00.000
32,mood,7.0,2014-03-30,11:00:00.000
33,mood,7.0,2014-03-30,15:00:00.000
34,mood,7.0,2014-03-30,18:00:00.000
35,mood,7.0,2014-03-30,21:00:00.000
36,mood,7.0,2014-03-31,09:00:00.000
37,mood,6.0,2014-03-31,12:00:00.000
38,mood,6.0,2014-03-31,15:00:00.000
39,mood,8.0,2014-03-31,18:00:00.000
40,mood,8.0,2014-03-31,21:00:00.000
41,mood,7.0,2014-04-01,09:00:00.000
42,mood,7.0,2014-04-01,12:00:00.000
43,mood,7.0,2014-04-01,15:00:00.000
44,mood,7.0,2014-04-01,19:00:00.000
45,mood,5.0,2014-04-01,21:00:00.000
46,mood,6.0,2014-04-02,09:00:00.000
47,mood,6.0,2014-04-02,13:00:00.000
48,mood,6.0,2014-04-02,16:00:00.000
49,mood,7.0,2014-04-02,18:00:00.000
50,mood,7.0,2014-04-02,21:00:00.000
51,mood,6.0,2014-04-03,09:00:00.000
52,mood,6.0,2014-04-03,13:00:00.000
53,mood,7.0,2014-04-03,15:00:00.000
54,mood,7.0,2014-04-03,18:00:00.000
55,mood,8.0,2014-04-03,21:00:00.000
56,mood,5.0,2014-04-04,09:00:00.000
57,mood,6.0,2014-04-04,14:00:00.000
58,mood,8.0,2014-04-04,18:00:00.000
59,mood,8.0,2014-04-04,22:00:00.000
60,mood,8.0,2014-04-05,09:00:00.000
61,mood,8.0,2014-04-05,12:00:00.000
62,mood,8.0,2014-04-05,15:00:00.000
63,mood,8.0,2014-04-05,17:00:00.000
64,mood,8.0,2014-04-05,21:00:00.000
65,mood,7.0,2014-04-06,11:00:00.000
66,mood,7.0,2014-04-06,13:00:00.000
67,mood,7.0,2014-04-06,15:00:00.000
68,mood,6.0,2014-04-06,18:00:00.000
69,mood,6.0,2014-04-07,08:00:00.000
70,mood,7.0,2014-04-07,12:00:00.000
71,mood,7.0,2014-04-07,18:00:00.000
72,mood,7.0,2014-04-07,21:00:00.000
73,mood,6.0,2014-04-08,09:00:00.000
74,mood,6.0,2014-04-08,12:00:00.000
75,mood,6.0,2014-04-08,15:00:00.000
76,mood,7.0,2014-04-08,18:00:00.000
77,mood,7.0,2014-04-08,20:00:00.000
78,mood,6.0,2014-04-09,09:00:00.000
79,mood,6.0,2014-04-09,14:00:00.000
80,mood,6.0,2014-04-09,15:00:00.000
81,mood,7.0,2014-04-09,18:00:00.000
82,mood,7.0,2014-04-09,21:00:00.000
83,mood,6.0,2014-04-10,09:00:00.000
84,mood,6.0,2014-04-10,12:00:00.000
85,mood,6.0,2014-04-10,16:00:00.000
86,mood,7.0,2014-04-10,18:00:00.000
87,mood,8.0,2014-04-10,21:00:00.000
88,mood,6.0,2014-04-11,09:00:00.000
89,mood,5.0,2014-04-11,13:00:00.000
90,mood,6.0,2014-04-11,16:00:00.000
91,mood,8.0,2014-04-11,18:00:00.000
92,mood,8.0,2014-04-11,20:00:00.000
93,mood,8.0,2014-04-12,09:00:00.000
94,mood,7.0,2014-04-12,12:00:00.000
95,mood,8.0,2014-04-12,18:00:00.000
96,mood,8.0,2014-04-12,21:00:00.000
97,mood,7.0,2014-04-13,11:00:00.000
98,mood,7.0,2014-04-13,12:00:00.000
99,mood,7.0,2014-04-13,15:00:00.000
100,mood,7.0,2014-04-13,18:00:00.000
101,mood,7.0,2014-04-13,21:00:00.000
102,mood,7.0,2014-04-14,09:00:00.000
103,mood,8.0,2014-04-14,12:00:00.000
104,mood,8.0,2014-04-14,15:00:00.000
105,mood,7.0,2014-04-14,18:00:00.000
106,mood,7.0,2014-04-14,21:00:00.000
107,mood,7.0,2014-04-15,09:00:00.000
108,mood,6.0,2014-04-15,12:00:00.000
109,mood,7.0,2014-04-15,14:00:00.000
110,mood,7.0,2014-04-15,18:00:00.000
111,mood,7.0,2014-04-15,21:00:00.000
112,mood,6.0,2014-04-16,09:00:00.000
113,mood,6.0,2014-04-16,13:00:00.000
114,mood,8.0,2014-04-16,16:00:00.000
115,mood,7.0,2014-04-16,18:00:00.000
116,mood,7.0,2014-04-16,21:00:00.000
117,mood,6.0,2014-04-17,09:00:00.000
118,mood,6.0,2014-04-17,13:00:00.000
119,mood,6.0,2014-04-17,16:00:00.000
120,mood,5.0,2014-04-17,18:00:00.000
121,mood,7.0,2014-04-17,21:00:00.000
122,mood,6.0,2014-04-18,09:00:00.000
123,mood,7.0,2014-04-18,12:00:00.000
124,mood,8.0,2014-04-18,15:00:00.000
125,mood,7.0,2014-04-18,17:00:00.000
126,mood,8.0,2014-04-18,21:00:00.000
127,mood,8.0,2014-04-19,09:00:00.000
128,mood,8.0,2014-04-19,13:00:00.000
129,mood,8.0,2014-04-19,16:00:00.000
130,mood,8.0,2014-04-19,18:00:00.000
131,mood,8.0,2014-04-19,20:00:00.000
132,mood,8.0,2014-04-20,09:00:00.000
133,mood,8.0,2014-04-20,12:00:00.000
134,mood,8.0,2014-04-20,14:00:00.000
