,id,time,variable,value
5322,AS14.32,2014-04-01 18:00:00.000,mood,8
5323,AS14.32,2014-04-01 21:00:00.000,mood,8
5324,AS14.32,2014-04-02 11:00:00.000,mood,7
5325,AS14.32,2014-04-02 12:00:00.000,mood,7
5326,AS14.32,2014-04-02 19:00:00.000,mood,6
5327,AS14.32,2014-04-02 21:00:00.000,mood,8
5328,AS14.32,2014-04-03 11:00:00.000,mood,8
5329,AS14.32,2014-04-03 15:00:00.000,mood,9
5330,AS14.32,2014-04-03 19:00:00.000,mood,7
5331,AS14.32,2014-04-03 21:00:00.000,mood,8
5332,AS14.32,2014-04-04 16:00:00.000,mood,8
5333,AS14.32,2014-04-04 23:00:00.000,mood,8
5334,AS14.32,2014-04-05 10:00:00.000,mood,8
5335,AS14.32,2014-04-05 12:00:00.000,mood,8
5336,AS14.32,2014-04-05 15:00:00.000,mood,9
5337,AS14.32,2014-04-05 19:00:00.000,mood,9
5338,AS14.32,2014-04-05 21:00:00.000,mood,8
5339,AS14.32,2014-04-06 09:00:00.000,mood,8
5340,AS14.32,2014-04-06 12:00:00.000,mood,8
5341,AS14.32,2014-04-06 15:00:00.000,mood,8
5342,AS14.32,2014-04-06 18:00:00.000,mood,7
5343,AS14.32,2014-04-06 21:00:00.000,mood,7
5344,AS14.32,2014-04-07 13:00:00.000,mood,6
5345,AS14.32,2014-04-07 15:00:00.000,mood,7
5346,AS14.32,2014-04-07 18:00:00.000,mood,7
5347,AS14.32,2014-04-07 22:00:00.000,mood,8
5348,AS14.32,2014-04-08 12:00:00.000,mood,7
5349,AS14.32,2014-04-08 13:00:00.000,mood,8
5350,AS14.32,2014-04-08 15:00:00.000,mood,8
5351,AS14.32,2014-04-08 18:00:00.000,mood,8
5352,AS14.32,2014-04-08 21:00:00.000,mood,8
5353,AS14.32,2014-04-09 09:00:00.000,mood,8
5354,AS14.32,2014-04-09 12:00:00.000,mood,7
5355,AS14.32,2014-04-09 17:00:00.000,mood,7
5356,AS14.32,2014-04-10 14:00:00.000,mood,8
5357,AS14.32,2014-04-10 15:00:00.000,mood,7
5358,AS14.32,2014-04-10 20:00:00.000,mood,9
5359,AS14.32,2014-04-10 21:00:00.000,mood,9
5360,AS14.32,2014-04-11 13:00:00.000,mood,6
5361,AS14.32,2014-04-11 18:00:00.000,mood,9
5362,AS14.32,2014-04-11 21:00:00.000,mood,8
5363,AS14.32,2014-04-12 10:00:00.000,mood,7
5364,AS14.32,2014-04-12 12:00:00.000,mood,9
5365,AS14.32,2014-04-12 16:00:00.000,mood,9
5366,AS14.32,2014-04-12 18:00:00.000,mood,9
5367,AS14.32,2014-04-12 21:00:00.000,mood,9
5368,AS14.32,2014-04-13 09:00:00.000,mood,7
5369,AS14.32,2014-04-13 13:00:00.000,mood,8
5370,AS14.32,2014-04-13 15:00:00.000,mood,8
5371,AS14.32,2014-04-13 18:00:00.000,mood,9
5372,AS14.32,2014-04-13 22:00:00.000,mood,8
5373,AS14.32,2014-04-14 12:00:00.000,mood,7
5374,AS14.32,2014-04-14 16:00:00.000,mood,8
5375,AS14.32,2014-04-15 17:00:00.000,mood,7
5376,AS14.32,2014-04-15 21:00:00.000,mood,9
5377,AS14.32,2014-04-16 10:00:00.000,mood,9
5378,AS14.32,2014-04-16 16:00:00.000,mood,8
5379,AS14.32,2014-04-16 18:00:00.000,mood,9
5380,AS14.32,2014-04-16 21:00:00.000,mood,8
5381,AS14.32,2014-04-17 11:00:00.000,mood,8
5382,AS14.32,2014-04-17 14:00:00.000,mood,9
5383,AS14.32,2014-04-18 13:00:00.000,mood,7
5384,AS14.32,2014-04-21 00:00:00.000,mood,6
5385,AS14.32,2014-04-21 09:00:00.000,mood,7
5386,AS14.32,2014-04-21 12:00:00.000,mood,8
5387,AS14.32,2014-04-21 15:00:00.000,mood,7
5388,AS14.32,2014-04-23 09:00:00.000,mood,7
5389,AS14.32,2014-04-23 12:00:00.000,mood,7
5390,AS14.32,2014-04-23 15:00:00.000,mood,7
5391,AS14.32,2014-04-23 18:00:00.000,mood,7
5392,AS14.32,2014-04-23 21:00:00.000,mood,7
5393,AS14.32,2014-04-24 12:00:00.000,mood,8
5394,AS14.32,2014-04-24 21:00:00.000,mood,8
5395,AS14.32,2014-04-25 09:00:00.000,mood,8
5396,AS14.32,2014-04-27 18:00:00.000,mood,7
5397,AS14.32,2014-04-27 21:00:00.000,mood,7
5398,AS14.32,2014-04-28 09:00:00.000,mood,8
5399,AS14.32,2014-04-28 12:00:00.000,mood,7
5400,AS14.32,2014-04-28 16:00:00.000,mood,7
5401,AS14.32,2014-04-28 19:00:00.000,mood,8
5402,AS14.32,2014-04-29 17:00:00.000,mood,8
5403,AS14.32,2014-04-29 18:00:00.000,mood,8
5404,AS14.32,2014-04-29 21:00:00.000,mood,8
5405,AS14.32,2014-04-30 19:00:00.000,mood,7
5406,AS14.32,2014-04-30 20:00:00.000,mood,7
5407,AS14.32,2014-04-30 21:00:00.000,mood,7
5408,AS14.32,2014-05-01 17:00:00.000,mood,7
5409,AS14.32,2014-05-01 19:00:00.000,mood,7
5410,AS14.32,2014-05-01 21:00:00.000,mood,7
5411,AS14.32,2014-05-02 11:00:00.000,mood,7
5412,AS14.32,2014-05-02 15:00:00.000,mood,8
5413,AS14.32,2014-05-02 18:00:00.000,mood,7
5414,AS14.32,2014-05-02 21:00:00.000,mood,7
5415,AS14.32,2014-05-03 10:00:00.000,mood,8
5416,AS14.32,2014-05-03 12:00:00.000,mood,7
5417,AS14.32,2014-05-04 14:00:00.000,mood,10
5418,AS14.32,2014-05-04 18:00:00.000,mood,9
5419,AS14.32,2014-05-04 21:00:00.000,mood,7
5420,AS14.32,2014-05-05 09:00:00.000,mood,8
5421,AS14.32,2014-05-05 13:00:00.000,mood,7
5422,AS14.32,2014-05-05 15:00:00.000,mood,6
5423,AS14.32,2014-05-05 18:00:00.000,mood,7
5424,AS14.32,2014-05-07 12:00:00.000,mood,6
5425,AS14.32,2014-05-07 15:00:00.000,mood,6
5426,AS14.32,2014-05-07 18:00:00.000,mood,6
5427,AS14.32,2014-05-07 21:00:00.000,mood,6
5428,AS14.32,2014-05-08 11:00:00.000,mood,6
5429,AS14.32,2014-05-08 12:00:00.000,mood,7
5430,AS14.32,2014-05-08 18:00:00.000,mood,6
5431,AS14.32,2014-05-08 21:00:00.000,mood,5
5432,AS14.32,2014-05-09 12:00:00.000,mood,7
5433,AS14.32,2014-05-09 15:00:00.000,mood,8
5434,AS14.32,2014-05-09 18:00:00.000,mood,8
