5124,AS14.31,2014-04-02 12:00:00.000,mood,7
5125,AS14.31,2014-04-02 17:00:00.000,mood,8
5126,AS14.31,2014-04-02 21:00:00.000,mood,5
5127,AS14.31,2014-04-03 09:00:00.000,mood,6
5128,AS14.31,2014-04-03 12:00:00.000,mood,6
5129,AS14.31,2014-04-03 15:00:00.000,mood,7
5130,AS14.31,2014-04-03 18:00:00.000,mood,7
5131,AS14.31,2014-04-03 21:00:00.000,mood,7
5132,AS14.31,2014-04-04 09:00:00.000,mood,6
5133,AS14.31,2014-04-04 12:00:00.000,mood,8
5134,AS14.31,2014-04-04 15:00:00.000,mood,7
5135,AS14.31,2014-04-04 18:00:00.000,mood,6
5136,AS14.31,2014-04-04 22:00:00.000,mood,7
5137,AS14.31,2014-04-05 09:00:00.000,mood,7
5138,AS14.31,2014-04-05 12:00:00.000,mood,8
5139,AS14.31,2014-04-05 16:00:00.000,mood,7
5140,AS14.31,2014-04-05 18:00:00.000,mood,7
5141,AS14.31,2014-04-05 21:00:00.000,mood,8
5142,AS14.31,2014-04-06 09:00:00.000,mood,6
5143,AS14.31,2014-04-06 12:00:00.000,mood,7
5144,AS14.31,2014-04-06 15:00:00.000,mood,6
5145,AS14.31,2014-04-06 18:00:00.000,mood,7
5146,AS14.31,2014-04-06 21:00:00.000,mood,7
5147,AS14.31,2014-04-07 09:00:00.000,mood,7
5148,AS14.31,2014-04-07 12:00:00.000,mood,6
5149,AS14.31,2014-04-07 15:00:00.000,mood,6
5150,AS14.31,2014-04-07 19:00:00.000,mood,7
5151,AS14.31,2014-04-07 21:00:00.000,mood,7
5152,AS14.31,2014-04-08 11:00:00.000,mood,8
5153,AS14.31,2014-04-08 12:00:00.000,mood,7
5154,AS14.31,2014-04-08 15:00:00.000,mood,6
5155,AS14.31,2014-04-08 18:00:00.000,mood,7
5156,AS14.31,2014-04-08 21:00:00.000,mood,7
5157,AS14.31,2014-04-09 10:00:00.000,mood,7
5158,AS14.31,2014-04-09 12:00:00.000,mood,6
5159,AS14.31,2014-04-09 16:00:00.000,mood,8
5160,AS14.31,2014-04-09 18:00:00.000,mood,7
5161,AS14.31,2014-04-09 20:00:00.000,mood,7
5162,AS14.31,2014-04-10 10:00:00.000,mood,7
5163,AS14.31,2014-04-10 12:00:00.000,mood,6
5164,AS14.31,2014-04-10 15:00:00.000,mood,8
5165,AS14.31,2014-04-10 18:00:00.000,mood,8
5166,AS14.31,2014-04-10 21:00:00.000,mood,7
5167,AS14.31,2014-04-11 09:00:00.000,mood,7
5168,AS14.31,2014-04-11 12:00:00.000,mood,9
5169,AS14.31,2014-04-11 15:00:00.000,mood,8
5170,AS14.31,2014-04-11 18:00:00.000,mood,8
5171,AS14.31,2014-04-11 21:00:00.000,mood,7
5172,AS14.31,2014-04-12 09:00:00.000,mood,6
5173,AS14.31,2014-04-12 12:00:00.000,mood,8
5174,AS14.31,2014-04-12 15:00:00.000,mood,7
5175,AS14.31,2014-04-12 18:00:00.000,mood,7
5176,AS14.31,2014-04-12 21:00:00.000,mood,7
5177,AS14.31,2014-04-13 09:00:00.000,mood,6
5178,AS14.31,2014-04-13 12:00:00.000,mood,7
5179,AS14.31,2014-04-13 15:00:00.000,mood,7
5180,AS14.31,2014-04-13 18:00:00.000,mood,7
5181,AS14.31,2014-04-13 21:00:00.000,mood,7
5182,AS14.31,2014-04-14 09:00:00.000,mood,6
5183,AS14.31,2014-04-14 12:00:00.000,mood,6
5184,AS14.31,2014-04-14 15:00:00.000,mood,6
5185,AS14.31,2014-04-14 18:00:00.000,mood,6
5186,AS14.31,2014-04-14 21:00:00.000,mood,7
5187,AS14.31,2014-04-15 12:00:00.000,mood,7
5188,AS14.31,2014-04-15 15:00:00.000,mood,6
5189,AS14.31,2014-04-15 17:00:00.000,mood,7
5190,AS14.31,2014-04-15 21:00:00.000,mood,8
5191,AS14.31,2014-04-16 09:00:00.000,mood,7
5192,AS14.31,2014-04-16 15:00:00.000,mood,7
5193,AS14.31,2014-04-16 19:00:00.000,mood,6
5194,AS14.31,2014-04-16 21:00:00.000,mood,7
5195,AS14.31,2014-04-17 09:00:00.000,mood,7
5196,AS14.31,2014-04-17 12:00:00.000,mood,7
5197,AS14.31,2014-04-17 15:00:00.000,mood,7
5198,AS14.31,2014-04-17 18:00:00.000,mood,7
5199,AS14.31,2014-04-17 21:00:00.000,mood,7
5200,AS14.31,2014-04-18 09:00:00.000,mood,6
5201,AS14.31,2014-04-18 11:00:00.000,mood,7
