	actualmood	mood
272	6.75	6.8428571428571425
273	7.2	6.778571428571429
274	8.0	6.807142857142857
275	7.0	6.914285714285716
276	7.0	6.9714285714285715
277	7.0	6.935714285714287
278	8.0	7.164285714285716
279	7.2	7.278571428571429
280	7.0	7.3428571428571425
281	7.33333333333333	7.314285714285715
282	6.6	6.571428571428571
283	7.0	6.621428571428572
284	6.4	6.5357142857142865
285	8.0	6.564285714285713
286	7.5	6.792857142857143
287	7.4	6.892857142857142
288	6.0	7.092857142857143
289	6.5	6.985714285714287
290	6.4	6.971428571428571
291	6.2	6.885714285714285
292	6.8	6.857142857142858
293	6.5	6.685714285714285
294	6.5	6.542857142857143
295	6.6	6.414285714285714
296	7.4	6.5
297	7.4	6.628571428571428
298	7.0	6.7714285714285705
299	7.25	6.885714285714285
300	8.0	6.95
301	7.2	7.164285714285714
302	6.4	7.264285714285713
303	7.2	7.235714285714287
304	6.6	7.207142857142857
305	6.8	7.0928571428571425
306	7.8	7.064285714285715
307	7.25	7.142857142857142
308	7.6	7.0357142857142865
309	7.4	7.092857142857143
310	7.6	7.235714285714287
311	7.6	7.292857142857143
312	7.2	7.435714285714285
313	7.6	7.492857142857143
314	7.5	7.464285714285714
315	7.6	7.500000000000001
316	7.0	7.500000000000001
317	7.8	7.442857142857144
318	8.0	7.4714285714285715
319	7.6	7.528571428571429
320	8.0	7.585714285714286
321	8.0	7.642857142857142
322	6.8	7.7142857142857135
323	7.8	7.7142857142857135
324	7.33333333333333	7.685714285714285
325	8.25	7.733333333333332
326	7.66666666666667	7.769047619047616
327	8.6	7.721428571428571
328	8.0	7.75
329	7.5	7.807142857142857
330	8.0	7.878571428571428
331	8.5	7.9071428571428575
332	8.5	8.073809523809524
333	7.0	8.109523809523811
334	7.75	8.014285714285716
335	7.0	7.892857142857144
336	7.0	7.750000000000001
337	7.8	7.678571428571429
338	7.0	7.65
339	8.0	7.435714285714287
340	8.0	7.364285714285715
341	7.25	7.507142857142857
342	7.0	7.435714285714287
343	7.5	7.435714285714287
344	8.0	7.507142857142857
345	7.0	7.5357142857142865
346	7.0	7.5357142857142865
347	7.25	7.392857142857144
348	7.5	7.2857142857142865
349	8.66666666666667	7.321428571428572
350	7.0	7.559523809523811
351	8.0	7.488095238095241
352	6.0	7.488095238095241
353	6.0	7.345238095238098
354	7.75	7.202380952380954
355	7.25	7.273809523809525
356	7.2	7.238095238095241
357	7.2	7.028571428571429
358	7.75	7.057142857142859
359	8.0	7.021428571428572
360	6.4	7.411904761904763
361	7.25	7.326190476190477
362	8.0	7.219047619047619
363	7.25	7.326190476190477
364	7.4	7.2904761904761894
365	7.4	7.261904761904762
366	7.4	7.290476190476189
367	7.0	7.299999999999999
368	7.5	7.385714285714285
369	7.2	7.421428571428571
370	7.2	7.307142857142857
371	7.2	7.3
372	6.8	7.271428571428572
373	8.0	7.185714285714287
374	7.25	7.271428571428572
375	7.4	7.307142857142857
376	7.5	7.292857142857144
377	7.2	7.335714285714286
378	7.0	7.335714285714286
379	7.0	7.307142857142857
380	7.25	7.335714285714286
381	7.0	7.2285714285714295
382	7.0	7.192857142857143
383	7.0	7.135714285714287
384	6.75	7.064285714285715
385	7.2	7.0
386	7.2	7.028571428571429
387	7.2	7.057142857142857
388	7.0	7.0500000000000025
389	7.0	7.0500000000000025
390	7.2	7.0500000000000025
391	7.0	7.078571428571429
392	7.0	7.114285714285716
393	7.0	7.085714285714286
394	7.2	7.057142857142857
395	7.4	7.057142857142857
396	6.6	7.114285714285715
397	7.25	7.057142857142857
398	7.2	7.064285714285715
399	7.2	7.0928571428571425
400	8.0	7.121428571428572
401	7.2	7.264285714285714
402	6.75	7.264285714285714
403	7.0	7.171428571428572
404	7.0	7.228571428571429
405	8.0	7.192857142857144
406	7.0	7.307142857142857
407	7.25	7.278571428571429
408	7.0	7.171428571428572
409	7.5	7.142857142857142
410	8.0	7.05
411	7.8	7.264285714285713
412	7.0	7.307142857142857
413	7.0	7.335714285714286
414	7.4	7.192857142857143
415	7.8	7.428571428571429
416	7.2	7.457142857142856
417	6.8	7.457142857142856
418	6.8	7.285714285714286
419	6.2	7.1428571428571415
420	7.8	7.0285714285714285
421	5.8	7.1428571428571415
422	6.75	6.914285714285714
423	7.8	6.764285714285713
424	8.0	6.849999999999999
425	7.25	7.0214285714285705
426	7.0	7.0857142857142845
427	8.0	7.1999999999999975
428	7.0	7.228571428571428
429	8.0	7.399999999999999
430	7.25	7.578571428571428
431	7.5	7.5
432	7.0	7.428571428571429
433	6.2	7.392857142857142
434	6.4	7.278571428571429
435	6.8	7.05
436	7.4	7.0214285714285705
437	6.8	6.935714285714285
438	7.0	6.871428571428571
439	7.0	6.799999999999999
440	6.33333333333333	6.799999999999999
441	6.5	6.819047619047617
442	7.25	6.7142857142857135
443	7.0	6.75
444	7.5	6.75
445	7.5	6.992857142857143
446	7.0	7.178571428571429
447	7.0	7.178571428571429
448	7.0	7.178571428571429
449	6.5	7.178571428571429
450	7.0	7.071428571428571
451	5.75	7.071428571428571
452	6.6	6.821428571428571
453	7.2	6.692857142857143
454	7.0	6.7214285714285715
455	7.0	6.7214285714285715
456	7.75	6.7214285714285715
457	7.2	6.9
458	7.0	6.928571428571429
459	7.25	7.1071428571428585
460	7.4	7.200000000000001
461	7.4	7.2285714285714295
462	7.6	7.2857142857142865
463	7.75	7.371428571428572
464	7.75	7.371428571428572
465	7.2	7.45
466	6.2	7.4785714285714295
467	7.0	7.328571428571429
468	7.4	7.271428571428572
469	7.8	7.271428571428572
470	7.5	7.3
471	7.0	7.264285714285713
472	7.6	7.1571428571428575
473	7.4	7.2142857142857135
474	9.0	7.385714285714285
475	7.4	7.671428571428571
476	6.2	7.671428571428571
477	7.4	7.442857142857143
478	7.0	7.428571428571429
479	6.6	6.3500000000000005
480	6.2	6.292857142857144
481	8.0	6.264285714285714
482	6.5	6.578571428571429
483	6.75	6.650000000000001
484	6.2	6.685714285714287
485	7.0	6.750000000000003
486	7.33333333333333	6.750000000000003
487	7.5	6.854761904761905
488	7.4	7.040476190476191
489	7.4	6.954761904761906
490	7.0	7.083333333333334
491	6.8	7.11904761904762
492	8.0	7.204761904761903
493	6.66666666666667	7.347619047619048
494	7.75	7.2523809523809515
495	7.5	7.288095238095238
496	7.5	7.302380952380951
497	6.0	7.316666666666667
498	6.0	7.173809523809526
499	6.2	7.059523809523811
500	6.5	6.802380952380955
501	6.75	6.778571428571429
502	7.5	6.635714285714287
503	7.0	6.635714285714287
504	7.0	6.564285714285716
505	7.0	6.707142857142857
506	7.33333333333333	6.850000000000001
507	8.0	7.011904761904763
508	8.0	7.226190476190476
509	7.66666666666667	7.404761904761906
510	7.0	7.428571428571429
511	6.66666666666667	7.428571428571429
512	7.0	7.380952380952383
513	6.0	7.380952380952383
514	6.66666666666667	7.1904761904761925
515	6.8	7.000000000000003
516	6.8	6.828571428571432
517	7.0	6.704761904761907
518	6.0	6.371428571428572
519	5.4	6.442857142857143
520	6.5	6.2142857142857135
521	6.2	6.178571428571429
522	6.25	6.1000000000000005
523	6.4	6.164285714285716
524	6.25	6.164285714285716
525	5.25	6.142857142857144
526	6.4	6.035714285714287
527	6.6	6.178571428571429
528	6.8	6.192857142857144
529	5.6	6.278571428571429
530	6.6	6.185714285714287
531	6.8	6.214285714285714
532	7.0	6.292857142857144
533	6.8	6.542857142857144
534	6.6	6.6000000000000005
535	5.8	6.6000000000000005
536	6.4	6.457142857142857
537	6.0	6.571428571428571
538	6.5	6.485714285714287
539	5.8	6.442857142857143
540	6.6	6.2714285714285705
541	5.6	6.242857142857143
542	7.0	6.1000000000000005
543	6.0	6.271428571428572
544	6.6	6.214285714285714
545	6.0	6.3000000000000025
546	6.25	6.2285714285714295
547	6.2	6.2928571428571445
548	5.5	6.235714285714288
549	5.6	6.2214285714285715
550	4.8	6.021428571428572
551	6.0	5.850000000000001
552	8.25	7.107142857142858
553	8.0	7.2857142857142865
554	7.75	7.428571428571429
555	7.0	7.571428571428571
556	7.6	7.5357142857142865
557	6.2	7.735714285714287
558	7.6	7.514285714285713
559	7.25	7.485714285714287
560	7.5	7.3428571428571425
561	6.8	7.271428571428572
562	6.2	7.135714285714287
563	7.2	7.021428571428572
564	6.5	6.964285714285714
565	6.0	7.007142857142857
566	6.8	6.778571428571429
567	7.0	6.7142857142857135
568	6.0	6.642857142857142
569	5.8	6.528571428571429
570	6.0	6.471428571428571
571	5.5	6.299999999999999
572	7.0	6.1571428571428575
573	6.6	6.299999999999999
574	8.0	6.2714285714285705
575	6.25	6.414285714285714
576	6.5	6.45
577	6.6	6.55
578	6.33333333333333	6.635714285714287
579	7.2	6.754761904761906
580	7.25	6.783333333333332
581	8.0	6.876190476190477
582	6.25	6.876190476190477
583	6.75	6.876190476190477
584	7.0	6.911904761904763
585	7.5	6.969047619047619
586	7.75	7.135714285714287
587	6.6	7.2142857142857135
588	6.0	7.121428571428572
589	7.0	7.128571428571429
590	6.6	7.057142857142857
591	6.8	7.000000000000001
592	6.75	7.028571428571429
593	8.0	7.078571428571429
594	6.75	7.335714285714286
595	6.6	7.1571428571428575
596	6.6	6.928571428571429
597	7.75	6.871428571428572
598	7.0	7.0357142857142865
599	7.4	7.064285714285715
600	6.8	7.1571428571428575
601	6.8	6.985714285714287
602	6.0	6.992857142857143
603	7.2	6.9071428571428575
604	8.0	6.992857142857143
605	8.0	7.0285714285714285
606	6.4	7.171428571428571
607	7.25	7.0285714285714285
608	6.2	7.092857142857143
609	5.8	7.007142857142857
610	6.6	6.9785714285714295
611	8.0	6.892857142857142
612	7.8	6.892857142857142
613	8.0	6.864285714285713
614	6.6	7.092857142857143
615	6.2	7.0
616	6.8	7.0
617	7.2	7.142857142857142
618	7.8	7.2285714285714295
619	7.4	7.2
620	6.5	7.142857142857142
621	8.0	6.928571428571429
622	6.8	7.128571428571428
623	6.6	7.2142857142857135
624	6.8	7.185714285714285
625	8.0	7.128571428571428
626	6.2	7.1571428571428575
627	6.4	6.985714285714287
628	7.0	6.971428571428571
629	6.0	6.828571428571428
630	6.4	6.7142857142857135
631	7.4	6.685714285714285
632	7.4	6.7714285714285705
633	7.2	6.685714285714285
634	7.4	6.828571428571428
635	7.6	6.971428571428571
636	7.0	7.057142857142857
637	6.6	7.2
638	6.2	7.2285714285714295
639	7.6	7.057142857142857
640	8.0	7.085714285714286
641	7.2	7.200000000000001
642	5.8	7.171428571428572
643	5.4	6.914285714285716
644	7.4	6.685714285714287
645	7.0	7.371428571428572
646	7.4	7.2857142857142865
647	5.8	7.2857142857142865
648	7.0	7.114285714285713
649	8.75	7.057142857142857
650	7.6	7.307142857142857
651	7.2	7.307142857142857
652	7.8	7.25
653	7.6	7.364285714285713
654	8.6	7.392857142857142
655	7.5	7.792857142857144
656	7.2	7.864285714285715
657	6.8	7.642857142857144
658	7.8	7.528571428571429
659	8.0	7.614285714285713
660	7.6	7.642857142857142
661	7.6	7.642857142857142
662	9.33333333333333	7.5
663	8.0	7.761904761904762
664	7.8	7.876190476190474
665	7.2	8.019047619047617
666	6.6	7.933333333333333
667	7.6	7.7333333333333325
668	7.2	7.7333333333333325
669	6.4	7.6761904761904765
670	7.4	7.257142857142857
671	7.66666666666667	7.171428571428572
672	6.6	7.152380952380954
673	7.8	7.066666666666667
674	7.0	7.238095238095238
675	6.4	7.152380952380952
676	6.6	7.038095238095237
677	7.0	7.066666666666667
678	7.8	7.00952380952381
679	6.8	7.0285714285714285
680	7.5	7.057142857142856
681	7.0	7.014285714285713
682	6.6	6.052380952380951
683	7.4	6.328571428571428
684	7.0	6.442857142857143
685	7.2	6.442857142857143
686	6.4	6.614285714285713
687	7.6	6.742857142857143
688	6.6	6.971428571428571
689	7.0	6.971428571428571
690	8.0	7.0285714285714285
691	7.25	7.114285714285713
692	6.6	7.15
693	6.8	7.064285714285713
694	7.2	7.121428571428571
695	6.75	7.064285714285713
696	6.8	7.0857142857142845
697	7.2	7.057142857142856
698	7.2	6.942857142857143
699	7.0	6.935714285714285
700	6.4	6.992857142857143
701	6.8	6.935714285714285
702	6.8	6.878571428571428
703	6.8	6.885714285714284
704	6.8	6.885714285714284
705	7.6	6.8285714285714265
706	6.4	6.885714285714284
707	6.8	6.799999999999998
708	6.0	6.857142857142854
709	6.6	6.742857142857139
710	7.25	6.7142857142857135
711	7.75	6.7785714285714285
712	6.33333333333333	6.914285714285714
713	6.4	6.7333333333333325
714	7.2	6.7333333333333325
715	7.0	6.790476190476189
716	6.8	6.933333333333333
717	7.8	6.961904761904759
718	7.4	7.040476190476189
719	6.6	6.990476190476188
720	7.0	7.0285714285714285
721	7.0	6.773809523809526
722	7.0	6.845238095238097
723	7.0	6.8809523809523805
724	7.0	7.0
725	7.0	7.085714285714286
726	7.2	7.057142857142857
727	7.0	7.028571428571429
728	7.2	7.028571428571429
729	7.0	7.057142857142857
730	7.4	7.057142857142857
731	7.2	7.114285714285715
732	7.2	7.142857142857144
733	7.2	7.171428571428572
734	7.2	7.171428571428572
735	7.2	7.200000000000002
736	7.8	7.200000000000002
737	6.2	7.314285714285716
738	6.8	7.142857142857145
739	6.8	7.085714285714286
740	7.0	7.028571428571429
741	7.2	7.0
742	7.0	7.0
743	7.4	6.971428571428571
744	7.0	6.914285714285714
745	7.0	7.0285714285714285
746	7.0	7.057142857142857
747	7.0	7.085714285714286
748	6.4	7.085714285714286
749	6.0	6.971428571428571
750	7.0	6.828571428571428
751	7.2	6.7714285714285705
752	7.0	6.8
753	7.0	6.8
754	7.0	6.8
755	7.0	6.8
756	6.2	6.885714285714287
757	7.0	6.914285714285716
758	7.0	6.914285714285716
759	7.0	6.885714285714287
760	6.0	6.885714285714287
761	6.6	6.742857142857143
762	7.0	6.685714285714287
763	6.8	6.685714285714287
764	7.0	6.7714285714285705
765	7.0	6.7714285714285705
766	7.0	6.7714285714285705
767	7.0	6.7714285714285705
768	7.25	6.854761904761905
769	3.75	6.7476190476190485
770	4.4	6.397619047619048
771	3.75	6.121428571428572
772	5.33333333333333	5.8
773	5.5	5.49047619047619
774	5.8	5.311904761904762
775	6.2	5.1119047619047615
776	6.4	4.961904761904762
777	6.2	5.340476190476188
778	6.8	5.597619047619047
779	7.0	6.033333333333332
780	7.0	6.2714285714285705
781	7.2	6.485714285714287
782	7.0	6.685714285714287
783	7.5	6.8
784	6.8	6.957142857142857
785	6.75	7.042857142857143
786	6.75	7.0357142857142865
787	7.0	7.0
788	7.2	7.0
789	7.0	7.0
790	7.0	7.0
791	7.5	6.928571428571429
792	6.4	7.028571428571429
793	7.0	6.9785714285714295
794	7.2	7.014285714285713
795	6.6	7.042857142857144
796	7.5	6.957142857142857
797	7.2	7.028571428571429
798	7.2	7.057142857142857
799	7.2	7.014285714285714
800	7.2	7.128571428571432
801	7.2	7.157142857142858
802	7.2	7.157142857142858
803	7.2	7.2428571428571455
804	7.8	7.200000000000002
805	7.4	7.2857142857142865
806	7.0	7.314285714285716
807	6.8	7.2857142857142865
808	7.0	7.2285714285714295
809	6.8	7.2
810	7.0	7.1428571428571415
811	6.75	7.114285714285713
812	7.0	6.9642857142857135
813	6.33333333333333	6.9071428571428575
814	7.0	6.957142857142856
815	6.25	6.957142857142856
816	7.4	6.85
817	7.5	6.8357142857142845
818	7.0	6.821428571428571
819	6.25	6.85
820	6.5	6.885714285714285
821	6.66666666666667	6.842857142857143
822	7.0	6.795238095238097
823	7.0	6.902380952380952
824	7.0	6.845238095238097
825	6.8	6.773809523809526
826	7.25	6.745238095238094
827	7.75	6.888095238095239
828	7.0	7.066666666666667
829	7.5	7.114285714285713
830	6.8	7.185714285714285
831	6.8	7.1571428571428575
832	6.8	7.128571428571428
833	6.8	7.128571428571428
834	7.2	7.064285714285713
835	6.4	6.985714285714286
836	6.75	6.899999999999999
837	7.5	6.792857142857143
838	7.6	6.8928571428571415
839	7.4	7.007142857142857
840	7.0	7.092857142857143
841	7.0	7.121428571428572
842	7.0	7.092857142857143
843	7.0	7.178571428571429
844	6.8	7.2142857142857135
845	6.8	7.114285714285713
846	7.25	6.999999999999999
847	7.0	6.978571428571428
848	7.0	6.978571428571428
849	7.2	6.978571428571428
850	7.5	7.399999999999999
851	7.2	7.328571428571428
852	7.5	7.2714285714285705
853	6.8	7.2857142857142865
854	6.2	7.292857142857143
855	7.6	7.178571428571429
856	7.0	7.2285714285714295
857	6.8	7.114285714285715
858	6.0	7.014285714285713
859	6.33333333333333	6.842857142857143
860	7.4	6.6761904761904765
861	7.0	6.761904761904762
862	6.83333333333333	6.876190476190474
863	7.5	6.766666666666665
864	6.0	6.838095238095236
865	7.0	6.723809523809522
866	7.0	6.866666666666665
867	7.0	6.961904761904762
868	7.4	6.904761904761903
869	7.0	6.961904761904762
870	7.25	6.985714285714287
871	7.0	6.95
872	7.5	7.092857142857143
873	5.2	7.164285714285714
874	6.4	6.9071428571428575
875	7.0	6.821428571428571
876	7.6	6.764285714285713
877	7.2	6.8500000000000005
878	7.4	6.8428571428571425
879	7.0	6.9
880	6.2	6.828571428571429
881	6.6	6.9714285714285715
882	6.8	7.000000000000001
883	7.2	6.9714285714285715
884	7.0	6.914285714285716
885	7.0	6.885714285714287
886	6.2	6.828571428571429
887	6.6	6.714285714285714
888	7.0	6.771428571428572
889	7.4	6.828571428571429
890	7.0	6.914285714285716
891	6.83333333333333	6.885714285714287
892	6.75	6.8619047619047615
893	7.8	6.826190476190477
894	7.0	7.054761904761904
895	7.0	7.1119047619047615
896	7.5	7.1119047619047615
897	8.0	7.126190476190474
898	6.5	7.269047619047616
899	6.4	7.085714285714286
900	6.4	7.0
901	8.4	6.8
902	7.4	7.0
903	8.8	7.142857142857142
904	7.6	7.457142857142856
905	8.4	7.542857142857143
906	7.4	7.628571428571428
907	7.6	7.7714285714285705
908	7.2	7.942857142857143
909	6.2	7.771428571428572
910	7.0	7.600000000000001
911	7.5	7.3428571428571425
912	7.4	7.328571428571429
913	7.6	7.185714285714287
914	7.8	7.214285714285714
915	6.8	7.242857142857143
916	6.25	7.185714285714285
917	7.4	7.192857142857143
918	8.2	7.249999999999999
919	7.8	7.349999999999999
920	7.6	7.407142857142856
921	6.8	7.407142857142856
922	6.8	7.264285714285712
923	6.6	7.264285714285712
924	6.8	7.314285714285713
925	6.0	7.228571428571428
926	6.0	6.914285714285714
927	6.4	6.6571428571428575
928	3.5	6.485714285714286
929	7.2	6.014285714285713
930	6.6	6.071428571428571
931	7.4	6.071428571428571
932	5.75	6.1571428571428575
933	7.4	6.121428571428572
934	7.66666666666667	6.321428571428571
935	7.75	6.5023809523809515
936	8.8	7.10952380952381
937	8.0	7.3380952380952404
938	8.16666666666667	7.538095238095238
939	8.5	7.64761904761905
940	7.83333333333333	8.040476190476193
941	8.33333333333333	8.102380952380951
942	8.0	8.197619047619048
943	7.25	8.233333333333334
944	8.0	8.011904761904763
945	5.2	7.152380952380954
946	7.0	6.895238095238098
947	8.4	6.866666666666667
948	7.6	7.009523809523811
949	6.2	7.000000000000001
950	6.75	6.828571428571429
951	6.2	6.764285714285714
952	6.4	6.764285714285714
953	7.0	6.935714285714287
954	7.66666666666667	6.935714285714287
955	7.0	6.830952380952383
956	8.33333333333333	6.745238095238097
957	7.25	7.05
958	7.0	7.121428571428572
959	5.0	7.235714285714287
960	6.6	7.0357142857142865
961	4.8	6.9785714285714295
962	7.6	6.569047619047617
963	6.0	6.654761904761903
964	6.0	6.321428571428571
965	5.0	6.142857142857142
966	6.83333333333333	5.857142857142858
967	6.0	6.1190476190476195
968	7.0	6.033333333333332
969	6.0	6.347619047619048
970	6.0	6.1190476190476195
971	6.2	6.1190476190476195
972	6.25	6.147619047619048
973	6.0	6.326190476190477
974	5.75	6.207142857142857
975	5.83333333333333	6.171428571428572
976	6.4	6.004761904761906
977	6.25	6.061904761904763
978	5.4	6.097619047619048
979	6.2	5.9833333333333325
980	8.2	5.976190476190474
981	7.0	6.2904761904761894
982	6.8	6.469047619047619
983	7.0	6.607142857142858
984	7.6	7.814285714285715
985	8.6	7.685714285714287
986	7.2	7.878571428571429
987	8.25	7.764285714285714
988	8.2	7.771428571428572
989	8.0	7.835714285714286
990	8.25	7.950000000000001
991	7.8	8.014285714285716
