time,variable,value
2014-04-08 17:00:00.000,mood,7
2014-04-08 21:00:00.000,mood,9
2014-04-09 08:00:00.000,mood,8
2014-04-09 11:00:00.000,mood,7
2014-04-09 15:00:00.000,mood,6
2014-04-09 18:00:00.000,mood,8
2014-04-09 22:00:00.000,mood,8
2014-04-10 09:00:00.000,mood,6
2014-04-10 12:00:00.000,mood,6
2014-04-10 16:00:00.000,mood,6
2014-04-10 21:00:00.000,mood,8
2014-04-11 12:00:00.000,mood,8
2014-04-11 14:00:00.000,mood,8
2014-04-11 18:00:00.000,mood,8
2014-04-11 21:00:00.000,mood,7
2014-04-12 09:00:00.000,mood,6
2014-04-12 13:00:00.000,mood,7
2014-04-12 16:00:00.000,mood,8
2014-04-12 19:00:00.000,mood,7
2014-04-12 21:00:00.000,mood,7
2014-04-13 09:00:00.000,mood,6
2014-04-13 12:00:00.000,mood,7
2014-04-13 14:00:00.000,mood,7
2014-04-13 18:00:00.000,mood,7
2014-04-13 21:00:00.000,mood,6
2014-04-14 10:00:00.000,mood,6
2014-04-14 12:00:00.000,mood,5
2014-04-14 15:00:00.000,mood,7
2014-04-14 17:00:00.000,mood,7
2014-04-14 21:00:00.000,mood,7
2014-04-15 12:00:00.000,mood,7
2014-04-15 16:00:00.000,mood,5
2014-04-15 18:00:00.000,mood,7
2014-04-15 21:00:00.000,mood,7
2014-04-16 09:00:00.000,mood,6
2014-04-16 12:00:00.000,mood,8
2014-04-16 15:00:00.000,mood,7
2014-04-16 18:00:00.000,mood,7
2014-04-16 21:00:00.000,mood,8
2014-04-17 09:00:00.000,mood,5
2014-04-17 15:00:00.000,mood,7
2014-04-17 18:00:00.000,mood,7
2014-04-17 21:00:00.000,mood,7
2014-04-18 12:00:00.000,mood,6
2014-04-18 15:00:00.000,mood,7
2014-04-18 18:00:00.000,mood,6
2014-04-18 21:00:00.000,mood,6
2014-04-19 13:00:00.000,mood,7
2014-04-19 15:00:00.000,mood,7
2014-04-19 18:00:00.000,mood,8
2014-04-19 21:00:00.000,mood,8
2014-04-20 09:00:00.000,mood,7
2014-04-20 12:00:00.000,mood,7
2014-04-20 15:00:00.000,mood,7
2014-04-20 18:00:00.000,mood,7
2014-04-20 21:00:00.000,mood,6
2014-04-21 09:00:00.000,mood,7
2014-04-21 12:00:00.000,mood,7
2014-04-21 16:00:00.000,mood,7
2014-04-21 18:00:00.000,mood,7
2014-04-21 21:00:00.000,mood,9
2014-04-22 12:00:00.000,mood,7
2014-04-22 15:00:00.000,mood,7
2014-04-22 18:00:00.000,mood,9
2014-04-22 21:00:00.000,mood,10
2014-04-23 12:00:00.000,mood,7
2014-04-23 15:00:00.000,mood,5
2014-04-23 18:00:00.000,mood,7
2014-04-23 21:00:00.000,mood,7
2014-04-24 09:00:00.000,mood,7
2014-04-24 12:00:00.000,mood,6
2014-04-24 15:00:00.000,mood,5
2014-04-24 18:00:00.000,mood,6
2014-04-24 21:00:00.000,mood,6
2014-04-25 12:00:00.000,mood,7
2014-04-25 16:00:00.000,mood,6
2014-04-25 18:00:00.000,mood,7
