time,variable,value
2014-03-20 21:00:00.000,mood,7
2014-03-21 13:00:00.000,mood,6
2014-03-21 15:00:00.000,mood,7
2014-03-21 18:00:00.000,mood,7
2014-03-21 20:00:00.000,mood,8
2014-03-22 09:00:00.000,mood,8
2014-03-22 15:00:00.000,mood,8
2014-03-22 18:00:00.000,mood,8
2014-03-22 20:00:00.000,mood,6
2014-03-23 08:00:00.000,mood,7
2014-03-23 13:00:00.000,mood,8
2014-03-23 14:00:00.000,mood,9
2014-03-23 18:00:00.000,mood,7
2014-03-23 21:00:00.000,mood,7
2014-03-24 09:00:00.000,mood,8
2014-03-24 12:00:00.000,mood,7
2014-03-24 17:00:00.000,mood,7
2014-03-24 19:00:00.000,mood,6
2014-03-24 21:00:00.000,mood,6
2014-03-25 08:00:00.000,mood,7
2014-03-25 15:00:00.000,mood,6
2014-03-25 18:00:00.000,mood,6
2014-03-25 20:00:00.000,mood,5
2014-03-26 08:00:00.000,mood,6
2014-03-26 13:00:00.000,mood,7
2014-03-26 15:00:00.000,mood,7
2014-03-26 18:00:00.000,mood,7
2014-03-26 21:00:00.000,mood,7
2014-03-27 09:00:00.000,mood,7
2014-03-27 11:00:00.000,mood,7
2014-03-27 14:00:00.000,mood,7
2014-03-27 18:00:00.000,mood,7
2014-03-28 09:00:00.000,mood,7
2014-03-28 15:00:00.000,mood,7
2014-03-28 18:00:00.000,mood,4
2014-03-28 21:00:00.000,mood,7
2014-03-29 09:00:00.000,mood,7
2014-03-29 11:00:00.000,mood,7
2014-03-29 16:00:00.000,mood,7
2014-03-29 18:00:00.000,mood,8
2014-03-29 21:00:00.000,mood,8
2014-03-30 09:00:00.000,mood,7
2014-03-30 11:00:00.000,mood,8
2014-03-30 19:00:00.000,mood,7
2014-03-30 21:00:00.000,mood,8
2014-03-31 13:00:00.000,mood,7
2014-03-31 16:00:00.000,mood,7
2014-03-31 17:00:00.000,mood,7
2014-03-31 22:00:00.000,mood,7
2014-04-01 08:00:00.000,mood,6
2014-04-01 12:00:00.000,mood,6
2014-04-01 17:00:00.000,mood,7
2014-04-01 22:00:00.000,mood,6
2014-04-02 10:00:00.000,mood,6
2014-04-02 12:00:00.000,mood,7
2014-04-02 17:00:00.000,mood,6
