time,variable,value
2014-03-13 18:00:00.000,mood,8
2014-03-13 21:00:00.000,mood,8
2014-03-14 09:00:00.000,mood,6
2014-03-14 13:00:00.000,mood,8
2014-03-14 17:00:00.000,mood,8
2014-03-14 18:00:00.000,mood,8
2014-03-14 21:00:00.000,mood,7
2014-03-15 09:00:00.000,mood,6
2014-03-15 12:00:00.000,mood,6
2014-03-15 15:00:00.000,mood,7
2014-03-15 18:00:00.000,mood,7
2014-03-15 22:00:00.000,mood,6
2014-03-16 11:00:00.000,mood,6
2014-03-16 12:00:00.000,mood,7
2014-03-16 15:00:00.000,mood,7
2014-03-16 20:00:00.000,mood,6
2014-03-16 21:00:00.000,mood,7
2014-03-17 08:00:00.000,mood,8
2014-03-17 12:00:00.000,mood,7
2014-03-17 15:00:00.000,mood,7
2014-03-17 18:00:00.000,mood,6
2014-03-17 23:00:00.000,mood,8
2014-03-18 09:00:00.000,mood,7
2014-03-18 13:00:00.000,mood,7
2014-03-18 14:00:00.000,mood,7
2014-03-18 18:00:00.000,mood,6
2014-03-18 20:00:00.000,mood,6
2014-03-19 09:00:00.000,mood,6
2014-03-19 12:00:00.000,mood,7
2014-03-19 15:00:00.000,mood,6
2014-03-19 18:00:00.000,mood,6
2014-03-19 21:00:00.000,mood,7
2014-03-20 09:00:00.000,mood,4
2014-03-20 14:00:00.000,mood,6
2014-03-20 21:00:00.000,mood,7
2014-03-21 08:00:00.000,mood,6
2014-03-21 11:00:00.000,mood,7
2014-03-21 15:00:00.000,mood,7
2014-03-21 18:00:00.000,mood,7
2014-03-21 22:00:00.000,mood,7
2014-03-22 09:00:00.000,mood,7
2014-03-22 11:00:00.000,mood,5
2014-03-22 16:00:00.000,mood,7
2014-03-22 23:00:00.000,mood,7
2014-03-23 09:00:00.000,mood,7
2014-03-23 12:00:00.000,mood,7
2014-03-23 15:00:00.000,mood,7
2014-03-23 18:00:00.000,mood,7
2014-03-23 21:00:00.000,mood,7
2014-03-24 10:00:00.000,mood,6
2014-03-24 12:00:00.000,mood,7
2014-03-24 15:00:00.000,mood,6
2014-03-24 18:00:00.000,mood,7
2014-03-24 21:00:00.000,mood,6
2014-03-25 09:00:00.000,mood,4
2014-03-25 12:00:00.000,mood,7
2014-03-25 15:00:00.000,mood,7
2014-03-25 18:00:00.000,mood,6
2014-03-25 21:00:00.000,mood,6
2014-03-26 09:00:00.000,mood,6
2014-03-26 14:00:00.000,mood,4
2014-03-26 15:00:00.000,mood,5
2014-03-26 20:00:00.000,mood,6
2014-03-26 21:00:00.000,mood,7
2014-03-27 09:00:00.000,mood,6
2014-03-27 11:00:00.000,mood,6
2014-03-27 15:00:00.000,mood,5
2014-03-27 23:00:00.000,mood,7
2014-03-28 09:00:00.000,mood,6
2014-03-28 11:00:00.000,mood,7
2014-03-28 19:00:00.000,mood,6
2014-03-28 21:00:00.000,mood,7
2014-03-29 09:00:00.000,mood,5
