time,variable,value
2014-03-14 12:00:00.000,mood,6
2014-03-14 15:00:00.000,mood,6
2014-03-14 17:00:00.000,mood,7
2014-03-14 21:00:00.000,mood,7
2014-03-15 09:00:00.000,mood,8
2014-03-15 13:00:00.000,mood,7
2014-03-15 15:00:00.000,mood,5
2014-03-15 18:00:00.000,mood,7
2014-03-16 01:00:00.000,mood,8
2014-03-16 09:00:00.000,mood,6
2014-03-16 12:00:00.000,mood,5
2014-03-16 15:00:00.000,mood,6
2014-03-16 17:00:00.000,mood,6
2014-03-16 21:00:00.000,mood,6
2014-03-17 09:00:00.000,mood,7
2014-03-17 12:00:00.000,mood,6
2014-03-17 14:00:00.000,mood,6
2014-03-17 18:00:00.000,mood,6
2014-03-17 21:00:00.000,mood,7
2014-03-18 10:00:00.000,mood,7
2014-03-18 12:00:00.000,mood,7
2014-03-18 14:00:00.000,mood,7
2014-03-18 18:00:00.000,mood,7
2014-03-18 21:00:00.000,mood,8
2014-03-19 09:00:00.000,mood,7
2014-03-19 11:00:00.000,mood,8
2014-03-19 15:00:00.000,mood,7
2014-03-19 18:00:00.000,mood,7
2014-03-19 20:00:00.000,mood,8
2014-03-20 09:00:00.000,mood,7
2014-03-20 12:00:00.000,mood,7
2014-03-20 15:00:00.000,mood,7
2014-03-20 18:00:00.000,mood,7
2014-03-20 21:00:00.000,mood,7
2014-03-21 09:00:00.000,mood,6
2014-03-21 11:00:00.000,mood,7
2014-03-21 14:00:00.000,mood,7
2014-03-21 18:00:00.000,mood,7
2014-03-21 21:00:00.000,mood,8
2014-03-22 10:00:00.000,mood,7
2014-03-22 12:00:00.000,mood,7
2014-03-22 14:00:00.000,mood,7
2014-03-22 18:00:00.000,mood,7
2014-03-22 23:00:00.000,mood,7
2014-03-23 09:00:00.000,mood,7
2014-03-23 11:00:00.000,mood,7
2014-03-23 14:00:00.000,mood,7
2014-03-23 18:00:00.000,mood,7
2014-03-23 21:00:00.000,mood,7
2014-03-24 09:00:00.000,mood,7
2014-03-24 12:00:00.000,mood,7
2014-03-24 15:00:00.000,mood,7
2014-03-24 17:00:00.000,mood,7
2014-03-24 20:00:00.000,mood,7
2014-03-25 09:00:00.000,mood,7
2014-03-25 11:00:00.000,mood,7
2014-03-25 15:00:00.000,mood,7
2014-03-25 18:00:00.000,mood,7
2014-03-25 20:00:00.000,mood,7
