time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-19,,,,,,,3.0,,,,,,,,,,,,
2014-02-20,,,,,,3.0,,,,,,,,,,,,,
2014-02-21,,,,,,6.0,,,,,,,,,,,,,
2014-02-22,,,,,,12.0,,,,,,,,,,,,,
2014-02-23,,,,,,6.0,,,,,,,,,,,,,
2014-02-24,,,,,,6.0,,,,,,,,,,,,,
2014-02-25,,,,,,,,,,,,,,,,,,,
2014-02-26,,,,,,27.0,3.0,,,,,,,,,,,,
2014-02-27,,,,,,9.0,,,,,,,,,,,,,
2014-02-28,,,,,,6.0,,,,,,,,,,,,,
2014-03-01,,,,,,15.0,,,,,,,,,,,,,
2014-03-02,,,,,,3.0,,,,,,,,,,,,,
2014-03-03,,,,,,3.0,,,,,,,,,,,,,
2014-03-04,,,,,,6.0,,,,,,,,,,,,,
2014-03-05,,,,,,,3.0,,,,,,,,,,,,
2014-03-06,,,,,,,,,,,,,,,,,,,
2014-03-07,,,,,,24.0,21.0,,,,,,,,,,,,
2014-03-08,,,,,,12.0,3.0,,,,,,,,,,,,
2014-03-09,,,,,,,3.0,,,,,,,,,,,,
2014-03-10,,,,,,6.0,,,,,,,,,,,,,
2014-03-11,,,,,,,,,,,,,,,,,,,
2014-03-12,,,,,,3.0,,,,,,,,,,,,,
2014-03-13,,,,,,,,,,,,,,,,,,,
2014-03-14,,,,,,15.0,6.0,,,,,,,,,,,,
2014-03-15,5.5,,-0.5,,,12.0,9.0,,,,,,,,,,,,
2014-03-16,,,,,,6.0,,,,,,,,,,,,,
2014-03-17,,,,,,,,,,,,,,,,,,,
2014-03-18,,,,,,3.0,,,,,,,,,,,,,
2014-03-19,,,,,,3.0,,,,,,,,,,,,,
2014-03-20,,,,,,3.0,,,,,,,,,,,,,
2014-03-21,,,,,,6.0,,,,,,,,,,,,,
2014-03-22,,,,,,,,,,,,,,,,,,,
2014-03-23,,,,,,,,,,,,,,,,,,,
2014-03-24,,,,,,,,,,,,,,,,,,,
2014-03-25,,,,,,6.0,3.0,,,,,,,,,,,,
2014-03-26,,,,,,,,,,,,,,,,,,,
2014-03-27,7.0,-0.5,1.0,0.14829053656064536,18197.13300132753,6.0,,2207.147999999999,2791.947,622.1610000000002,,,,215.71499999999997,13180.782000000001,,,15.155999999999999,
2014-03-28,6.75,,0.75,0.11218869731800768,31434.0510005951,27.0,,14565.260999999973,7621.7130000000025,11584.626000000002,,,,233.724,10708.119000000004,,,42.507,
2014-03-29,6.75,1.0,1.0,0.12607506942792826,29869.78199815749,15.0,,19640.29200000002,3954.204000000003,3003.1770000000015,,,,155.12099999999998,3501.0119999999997,303.35399999999987,180.897,24.360000000000003,
2014-03-30,5.8,-0.2,0.25,0.050002669288337576,9255.468001842497,3.0,,2416.449000000001,2372.124,1421.0789999999997,,,,161.00699999999998,2743.5569999999993,,,45.35100000000001,
2014-03-31,6.4,0.4,0.4,0.07254649006645171,11536.881000280382,3.0,,2862.105000000004,1901.1209999999996,1234.952999999999,33.12,33.089999999999996,51.567,142.671,2819.0130000000004,2317.1970000000006,,,
2014-04-01,6.4,0.4,0.75,0.14079215484201243,26677.82699775696,6.0,,4003.164000000006,8786.48700000001,2253.876,166.134,11.298,,133.938,9760.311000000003,204.23699999999997,,,
