"time", "mood", "circumplex.arousal", "circumplex.valence", "activity", "screen", "call", "sms", "appCat.builtin", "appCat.communication", "appCat.entertainment", "appCat.office", "appCat.other", "appCat.social", "appCat.travel", "appCat.unknown", "appCat.utilities", "day_0", "day_1", "day_2", "day_3", "day_4", "day_5", "day_6"
2014-03-24, 7, 1, 0.8, 0.0911458333333333, 979.784999370574, 15, 3, 776.331, 114.621, 2016.24, 64.392, 24.138, 36.246, 283.656, 0, 144.687, 1, 0, 0, 0, 0, 0, 0
2014-03-25, 7, 0.8, 1, 0.0043103448275862, 4334.40300107002, 3, 3, 1663.569, 2670.414, 117.543, 978.63, 21.063, 708.591, 283.656, 0, 51.246, 0, 1, 0, 0, 0, 0, 0
2014-03-26, 7.2, 1.4, 0.8, 0.226851851851852, 14846.0189981461, 21, 9, 2516.619, 11552.073, 2016.24, 27.117, 1188.528, 467.937, 186.897, 0, 51.246, 0, 0, 1, 0, 0, 0, 0
2014-03-27, 7, 1, 1, 0.144927536231884, 1.38600039482117, 36, 3, 149.424, 51.297, 15.057, 27.117, 123.684, 327.693, 310.899, 0, 144.687, 0, 0, 0, 1, 0, 0, 0
2014-03-28, 7.2, 1.2, 1, 0.042063492063492, 4749.43499994278, 24, 36, 1790.022, 3118.164, 117.543, 487.146, 21.063, 708.591, 69.309, 0, 144.687, 0, 0, 0, 0, 1, 0, 0
2014-03-29, 7, -1.2, 0.8, 0.325952380952381, 584.10599899292, 30, 3, 368.025, 9.048, 2016.24, 27.117, 30.096, 148.839, 283.656, 0, 144.687, 0, 0, 0, 0, 0, 1, 0
2014-03-30, 7.4, -0.8, 1, 0.252876984126984, 3211.75500154495, 15, 3, 1767.897, 977.904, 2016.24, 64.392, 30.096, 467.937, 283.656, 0, 144.687, 0, 0, 0, 0, 0, 0, 1
2014-03-31, 7.2, 0.2, 1, 0.0087719298245614, 3919.85099887848, 36, 21, 2880.324, 2670.414, 15.057, 135.558, 4721.775, 512.172, 69.309, 0, 51.246, 1, 0, 0, 0, 0, 0, 0
2014-04-01, 7.2, 0.6, 1, 0.271825396825397, 2309.56500005722, 3, 12, 865.074, 2204.463, 15.057, 135.558, 66.51, 512.172, 584.64, 0, 51.246, 0, 1, 0, 0, 0, 0, 0
2014-04-02, 7.2, 0.8, 1, 0.189484126984127, 4983.9209997654, 21, 3, 936.891, 3952.623, 1092.312, 27.192, 24.093, 42.363, 283.656, 0, 51.246, 0, 0, 1, 0, 0, 0, 0
2014-04-03, 7.2, 0.6, 1, 0.042063492063492, 1.38600039482117, 6, 36, 19.932, 1459.734, 15.057, 27.117, 21.063, 512.172, 310.899, 0, 51.246, 0, 0, 0, 1, 0, 0, 0
2014-04-04, 7.2, 0.6, 1, 0.163380243067743, 2220.39900040627, 6, 3, 1539.615, 1019.061, 15.057, 978.63, 27.207, 708.591, 283.656, 0, 51.246, 0, 0, 0, 0, 1, 0, 0
2014-04-05, 7.8, 1, 1, 0.138157894736842, 76.2420008182527, 12, 3, 76.206, 710.214, 117.543, 64.392, 1188.528, 42.345, 186.897, 0, 51.246, 0, 0, 0, 0, 0, 1, 0
2014-04-06, 6.2, -0.2, 0.333333333333333, 0.00657894736842105, 1271.23800015449, 15, 3, 676.074, 594.69, 2016.24, 84.729, 2294.01, 708.591, 310.899, 0, 51.246, 0, 0, 0, 0, 0, 0, 1
2014-04-07, 6.8, 0.4, 0.4, 0.106758373205741, 1552.52999997139, 12, 3, 145.506, 1352.046, 1092.312, 30.114, 54.594, 190.08, 69.309, 0, 144.687, 1, 0, 0, 0, 0, 0, 0
2014-04-08, 6.8, 0.2, 0.6, 0.04, 979.784999370574, 3, 9, 943.38, 2204.463, 117.543, 978.63, 33.231, 190.08, 310.899, 0, 144.687, 0, 1, 0, 0, 0, 0, 0
2014-04-09, 7, -0.2, 1, 0.0087719298245614, 2460.35999965668, 12, 21, 1767.897, 2204.463, 2016.24, 135.558, 21.063, 42.345, 69.309, 0, 51.246, 0, 0, 1, 0, 0, 0, 0
2014-04-10, 7.2, 0.4, 1, 0.00789473684210526, 1944.80100059509, 3, 36, 667.716, 1458.384, 117.543, 978.63, 253.662, 512.172, 310.899, 0, 144.687, 0, 0, 0, 1, 0, 0, 0
2014-04-11, 7, 0.4, 0.8, 0.0357142857142857, 2384.9369995594, 3, 21, 943.38, 124.353, 15.057, 27.117, 33.231, 1283.328, 584.64, 0, 144.687, 0, 0, 0, 0, 1, 0, 0
2014-04-12, 7.4, 1, 1, 0.0970982142857143, 6494.07899880409, 15, 3, 1747.365, 3502.71, 1243.731, 64.392, 618.249, 42.363, 584.64, 0, 144.687, 0, 0, 0, 0, 0, 1, 0
2014-04-13, 7, 2, 1, 0.144927536231884, 495.051000595093, 63, 6, 522.252, 114.621, 1092.312, 487.146, 123.684, 327.693, 310.899, 0, 51.246, 0, 0, 0, 0, 0, 0, 1
2014-04-14, 7, 1, 1, 0.0848765432098765, 8688.60600042343, 3, 6, 1683.165, 5961.552, 1243.731, 474.033, 18.048, 327.693, 584.64, 0, 144.687, 1, 0, 0, 0, 0, 0, 0
2014-04-15, 7, -0.2, 1, 0.118737145207733, 4274.54699850082, 3, 3, 1767.897, 2541.741, 1092.312, 64.392, 111.828, 327.693, 310.899, 0, 51.246, 0, 1, 0, 0, 0, 0, 0
2014-04-16, 7, 0.2, 1, 0.123900462962963, 8434.20599842071, 3, 3, 4165.965, 5283.738, 2016.24, 27.117, 111.828, 148.839, 310.899, 69.387, 144.687, 0, 0, 1, 0, 0, 0, 0
2014-04-17, 6.4, 0.2, 0.5, 0.0911458333333333, 7018.96199941635, 6, 3, 3441.594, 4337.184, 117.543, 30.114, 340.95, 190.08, 283.656, 0, 51.246, 0, 0, 0, 1, 0, 0, 0
2014-04-18, 6, -0.4, 0.333333333333333, 0.260513739545997, 4274.54699850082, 9, 9, 769.5, 1091.955, 1092.312, 978.63, 30.147, 190.08, 310.899, 0, 144.687, 0, 0, 0, 0, 1, 0, 0
2014-04-19, 7, -0.2, 0.8, 0.03125, 1357.41600036621, 36, 21, 984.942, 45.204, 2016.24, 27.192, 2294.01, 190.08, 69.309, 0, 51.246, 0, 0, 0, 0, 0, 1, 0
2014-04-21, 7.2, -0.2, 1, 0.03125, 7734.46199941635, 21, 9, 809.139, 5352.411, 2016.24, 487.146, 4721.775, 512.172, 69.309, 0, 51.246, 1, 0, 0, 0, 0, 0, 0
2014-04-22, 7, 1, 1, 0.0138888888888889, 76.2420008182527, 9, 36, 149.424, 1019.061, 1243.731, 978.63, 253.662, 190.08, 283.656, 0, 51.246, 0, 1, 0, 0, 0, 0, 0
2014-04-23, 7, 1, 1, 0.28125, 1406.51699924469, 6, 6, 502.023, 695.973, 2016.24, 84.729, 123.684, 36.246, 283.656, 0, 144.687, 0, 0, 1, 0, 0, 0, 0
2014-04-24, 7, 1.8, 1, 0.0625, 3777.95400094986, 3, 36, 1396.197, 1459.734, 117.543, 978.63, 767.73, 36.246, 584.64, 0, 51.246, 0, 0, 0, 1, 0, 0, 0
2014-04-25, 7, 1, 1, 0.343685300207039, 216.057000160217, 21, 12, 345.279, 51.297, 1092.312, 27.192, 18.048, 42.345, 584.64, 0, 51.246, 0, 0, 0, 0, 1, 0, 0
2014-04-26, 6.2, -0.2, 0.5, 0.0138888888888889, 1016.42100119591, 9, 9, 618.291, 710.214, 1092.312, 30.114, 253.662, 42.363, 584.64, 0, 144.687, 0, 0, 0, 0, 0, 1, 0
2014-04-27, 7, 0.75, 0.6, 0.149305555555556, 7506.43200087547, 9, 3, 925.484999999999, 9105.882, 117.543, 9.03, 27.207, 1283.328, 584.64, 0, 144.687, 0, 0, 0, 0, 0, 0, 1
2014-04-28, 7, 1, 0.4, 0.07, 5792.72399997711, 6, 9, 1393.158, 9629.055, 117.543, 64.392, 84.489, 148.839, 310.899, 0, 144.687, 1, 0, 0, 0, 0, 0, 0
2014-04-29, 7, 1, 0.333333333333333, 0.04, 165.462000131607, 3, 36, 44.76, 1630.857, 1092.312, 978.63, 33.231, 467.937, 310.899, 0, 51.246, 0, 1, 0, 0, 0, 0, 0
2014-04-30, 6, 1.4, -0.4, 0.136363636363636, 580.803000211716, 3, 3, 363.729, 1458.384, 1092.312, 64.392, 618.249, 42.363, 69.309, 0, 144.687, 0, 0, 1, 0, 0, 0, 0
2014-05-01, 6.6, -0.2, 0.333333333333333, 0.118737145207733, 179.001000165939, 24, 3, 178.965, 373.035, 1092.312, 84.729, 111.828, 190.08, 186.897, 0, 144.687, 0, 0, 0, 1, 0, 0, 0
2014-05-02, 7, 0.2, 0.5, 0.118737145207733, 179.001000165939, 9, 6, 121.299, 124.353, 1092.312, 978.63, 42.351, 708.591, 310.899, 0, 51.246, 0, 0, 0, 0, 1, 0, 0
2014-05-03, 6.8, 0.2, 0.2, 0.0714285714285715, 1755.08100056649, 9, 3, 730.485, 936.687, 117.543, 84.729, 45.207, 42.345, 186.897, 0, 51.246, 0, 0, 0, 0, 0, 1, 0
2014-05-04, 7, -0.2, 0.6, 0.0911458333333333, 7018.96199941635, 3, 3, 769.5, 9105.882, 2016.24, 30.114, 30.096, 1283.328, 283.656, 0, 144.687, 0, 0, 0, 0, 0, 0, 1
2014-05-05, 7, 1, 0.75, 0.136363636363636, 516.335999250412, 36, 6, 522.252, 373.035, 2016.24, 30.114, 24.138, 42.345, 283.656, 0, 144.687, 1, 0, 0, 0, 0, 0, 0
2014-05-06, 7, 0.8, 1, 0.343685300207039, 4975.60800004005, 3, 6, 1910.304, 3464.283, 2016.24, 64.392, 162.768, 166.098, 69.309, 0, 51.246, 0, 1, 0, 0, 0, 0, 0
2014-05-08, 7, 0.5, 1, 0.0970982142857143, 1357.41600036621, 24, 6, 1539.615, 977.904, 1243.731, 487.146, 340.95, 148.839, 310.899, 0, 144.687, 0, 0, 0, 1, 0, 0, 0
