"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
"2014-04-18",6.8,-1,1,0.0649305556,9925.509000063,9,3,445.962,10145.214,255.828,0,130.041,971.712,186.324,9.111,160.026,0,0,0,0,1,0,0
"2014-04-19",6.8,-0.4,0.8,0.1103173591,3341.6189990044,18,3,856.335,2288.91,1688.547,0,169.626,971.712,778.374,26.037,10.959,0,0,0,0,0,1,0
"2014-04-20",7.6,0.2,1.2,0.1019570063,5198.7959990501,12,6,2753.013,2092.65,255.828,0,125.094,228.642,778.374,9.087,10.959,0,0,0,0,0,0,1
"2014-04-21",6.4,-0.2,1,0.1334698428,5209.0440001488,18,3,1413.234,3418.71,255.828,0,142.773,90220.263,186.324,200.571,10.959,1,0,0,0,0,0,0
"2014-04-22",6.8,0.6,1.2,0.1370108396,14648.0339992046,21,3,1858.323,12912.447,1639.47,0,152.208,76.407,714.651,12.141,160.026,0,1,0,0,0,0,0
"2014-04-23",6,-1,1,0.1106468268,9303.5339999199,12,3,1073.451,11400.381,78.375,0,169.35,579.501,714.651,6.018,10.959,0,0,1,0,0,0,0
"2014-04-24",6.6,-0.6,0.8,0.105602385,8896.80600214,15,3,1146.969,7179.303,727.554,0,564.3,1064.187,714.651,26.037,10.959,0,0,0,1,0,0,0
"2014-04-25",7.25,-0.75,0.75,0.0767751115,8017.2749962807,18,3,2854.797,7160.049,1639.47,0,129.507,776.271,778.374,12.141,10.959,0,0,0,0,1,0,0
"2014-04-26",7.75,1,1.5,0.2491027158,4124.6249992847,18,3,8116.062,1373.964,1639.47,0,323.808,27.228,778.374,9.087,160.026,0,0,0,0,0,1,0
"2014-04-27",6.3333333333,-1.5,0.8333333333,0.0448666423,9085.8779997826,12,3,1781.481,7567.173,78.375,0,257.982,1188.57,778.374,9.111,160.026,0,0,0,0,0,0,1
"2014-04-28",6.4,-0.5,0.6,0.1037799903,8916.6149961948,12,3,1427.574,12397.254,727.554,0,169.185,1798.128,186.324,9.087,10.959,1,0,0,0,0,0,0
"2014-04-29",7.2,0.4,0.6,0.0256824325,6777.1499955654,18,3,3426.459,5159.121,1639.47,0,139.077,519.918,186.324,200.571,10.959,0,1,0,0,0,0,0
"2014-04-30",7,0.4,0.8,0.0445467011,9399.9089977741,36,3,2557.548,5555.454,15.375,0,153.927,1112.97,778.374,26.466,10.959,0,0,1,0,0,0,0
"2014-05-01",6.8,-0.2,0.8,0.1262649186,9428.9549982548,6,3,1636.32,6635.445,255.828,0,142.248,1004.994,186.324,9.087,10.959,0,0,0,1,0,0,0
"2014-05-02",7.8,0.4,1.2,0.1923052479,4298.5830016136,27,6,2830.278,2926.191,255.828,0,227.079,76.407,714.651,9.111,160.026,0,0,0,0,1,0,0
"2014-05-03",7.4,0.4,1,0.1901187626,9594.5400030613,39,6,2274.657,7069.638,255.828,0,220.419,27.228,778.374,26.037,160.026,0,0,0,0,0,1,0
"2014-05-04",6.6,-0.4,0.8,0.069449995,8038.4610006809,18,3,11424.168,10451.931,78.375,0,190.503,1435.473,186.324,38.013,10.959,0,0,0,0,0,0,1
"2014-05-05",7,0.25,1,0.0645236704,18.3240001202,18,3,9620.418,18.294,78.375,0,312.126,57.606,186.324,12.141,160.026,1,0,0,0,0,0,0
