"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
"2014-03-06",7.2,-0.6,0.6,0.0348250399,5172.7889986038,6,39,941.538,255.126,194.667,15.096,144.03,2082.618,269.814,51.468,51.171,0,0,0,1,0,0,0
"2014-03-07",7.4,0.6,1.2,0.0741355492,5903.9789993763,6,9,205.368,2685.033,232.77,51.258,102.534,2584.521,3832.035,66.906,60.327,0,0,0,0,1,0,0
"2014-03-09",7.2,-1,1.2,0.1249760272,791.4449994564,3,39,829.38,2385.936,1311.792,144.897,626.565,1336.503,3832.035,21.084,45.222,0,0,0,0,0,0,1
"2014-03-10",6.8,-1,0.6,0.0168976618,2809.8239986897,6,12,6875.517,582.165,520.626,144.897,129.246,602.853,969.723,18.213,33.087,1,0,0,0,0,0,0
"2014-03-11",6.6,0.4,0.4,0.0741355492,2599.7820010185,6,9,486.096,3967.41,67.374,15.096,156.069,1323.993,3832.035,935.271,33.165,0,1,0,0,0,0,0
"2014-03-12",7,0.6,1,0.0741355492,13082.2649996281,3,12,290.124,31054.254,692.178,51.258,10841.283,2028.675,3832.035,540.741,48.225,0,0,1,0,0,0,0
"2014-03-13",6.6,-0.6,0.6,0.1024731338,2477.9940011501,3,33,507.636,861.564,232.77,15.096,626.565,602.853,3344.601,502.602,39.186,0,0,0,1,0,0,0
"2014-03-14",7.4,-0.2,1.2,0.0685973564,10132.1460020542,6,33,1778.199,1148.307,243.819,51.258,126.774,2584.521,3832.035,540.741,60.327,0,0,0,0,1,0,0
"2014-03-15",6.4,-0.6,0.6,0.0340909091,3602.436000824,3,9,205.368,1146.612,232.77,51.258,215.175,1745.064,969.723,51.468,18.078,0,0,0,0,0,1,0
"2014-03-16",7,-1.25,1.25,0.0463079128,7320.3089997768,3,12,447.69,5260.386,1311.792,490.032,168.825,1408.215,269.814,18.213,33.357,0,0,0,0,0,0,1
"2014-03-17",5.4,-0.2,0.2,0.0055555556,4256.0670003891,3,3,169.752,17289.048,67.374,144.897,205.185,20921.802,3344.601,540.741,607.656,1,0,0,0,0,0,0
"2014-03-18",6.4,-0.2,0.6,0.0284913618,3954.5099987984,6,12,17.76,2150.688,428.37,51.258,141.411,1210.311,3832.035,540.741,33.087,0,1,0,0,0,0,0
"2014-03-19",7,-0.2,1,0.0630171632,5482.3799972534,3,6,149.511,3035.13,79.413,135.723,193.086,1965.711,269.814,51.468,54.588,0,0,1,0,0,0,0
"2014-03-20",6.4,-0.2,0.8,0.0575238777,3289.6499984264,3,3,14588.643,838.32,57.462,144.897,144.03,2007.978,3344.601,1076.022,33.165,0,0,0,1,0,0,0
"2014-03-21",6.6,-0.4,0.6,0.0089423024,8573.7749991417,3,12,647.592,7432.26,63.282,484.497,156.543,3255.549,3832.035,935.271,144.948,0,0,0,0,1,0,0
"2014-03-22",6.4,-0.4,0.8,0.0222314545,2599.7820010185,3,3,31.671,12987.066,664.689,51.258,129.471,1358.271,269.814,935.271,48.225,0,0,0,0,0,1,0
"2014-03-23",7.2,-0.2,0.8,0.0421848254,4123.7430009842,6,9,258.597,1116.951,67.374,490.032,12195.414,4838.805,969.723,18.213,247.353,0,0,0,0,0,0,1
"2014-03-24",6.8,-0.8,1,0.0463079128,5903.9789993763,3,9,43.281,582.165,428.37,15.096,156.069,5100.636,3344.601,21.084,33.189,1,0,0,0,0,0,0
"2014-03-25",7.2,-0.6,1,0.0168976618,2178.8489999771,6,3,220.812,4409.868,267.36,490.032,140.808,1323.993,3832.035,1076.022,94.179,0,1,0,0,0,0,0
"2014-03-26",6.5,-0.25,0.5,0.0895013931,5455.3530027866,6,15,992.538,2685.033,337.197,484.497,137.934,1241.022,269.814,935.271,33.087,0,0,1,0,0,0,0
"2014-03-27",6.3333333333,0.2,0.5,0.0870115014,7449.8460009098,3,18,384.555,5930.364,79.413,51.258,170.961,6435.036,269.814,1076.022,72.15,0,0,0,1,0,0,0
"2014-03-28",6.25,-0.25,0.5,0.016559762,5809.9740006924,3,36,2503.224,2877.768,248.688,144.897,156.084,2119.203,269.814,502.602,33.189,0,0,0,0,1,0,0
"2014-03-29",7.1666666667,-0.1666666667,1,0.0249441206,3575.4870021343,6,6,140.385,1608.504,194.667,490.032,183.585,1336.503,3344.601,540.741,9.114,0,0,0,0,0,1,0
"2014-03-30",6.8,-1,0.6,0.0784470782,2339.6789968014,3,9,29.778,656.745,2507.22,484.497,129.246,1519.665,3832.035,502.602,54.588,0,0,0,0,0,0,1
"2014-03-31",7.6,0.6,1.2,0.0789346518,5011.6229989529,6,3,9.144,3690.969,60.552,135.723,151.998,1372.266,969.723,18.213,42.105,1,0,0,0,0,0,0
"2014-04-01",7.2,-1,1,0.0623538546,6223.2570018768,3,3,84.615,4870.77,276.315,490.032,179.367,2922.951,969.723,935.271,9.015,0,1,0,0,0,0,0
