"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
"2014-04-02",6.6,-0.4,0.8,0.0082895474,2090.4300019741,3,9,101.592,5429.526,57.462,51.258,155.202,624.558,269.814,51.468,60.438,0,0,1,0,0,0,0
"2014-04-03",7,-0.8,1.3333333333,0.0787678856,8512.8539965153,3,12,109.401,7094.733,79.413,51.258,321.474,2276.568,3832.035,51.468,151.731,0,0,0,1,0,0,0
"2014-04-04",7.5,0.25,1.25,0.0311239726,3796.524002552,6,12,504.891,2590.416,265.695,51.258,103.425,4930.365,3344.601,66.906,27.195,0,0,0,0,1,0,0
"2014-04-05",7.4,0.2,1.2,0.1284141414,5206.3439998627,3,12,25.92,2855.433,230.724,484.497,139.986,1900.563,3344.601,935.271,51.171,0,0,0,0,0,1,0
"2014-04-06",7.6,0.25,1.25,0.0072802353,3888.0240011215,3,9,207.315,995.886,33.096,135.723,103.188,1598.451,969.723,502.602,33.165,0,0,0,0,0,0,1
"2014-04-07",7,-1,1,0.1024731338,13326.1619954109,3,18,1096.506,7137.804,1105.188,15.096,208.44,3745.458,3832.035,21.084,48.225,1,0,0,0,0,0,0
"2014-04-08",6.5,-0.25,0.5,0.0581482922,7693.4610028267,3,9,203.592,4716.822,279.501,135.723,169.962,3236.79,969.723,1076.022,93.591,0,1,0,0,0,0,0
"2014-04-09",6.25,0.25,0.5,0.040366266,7213.2000010014,3,9,337.992,5310.426,265.695,15.096,10841.283,5972.283,3832.035,935.271,18.048,0,0,1,0,0,0,0
"2014-04-10",7.6,1.2,1.4,0.2065732627,13082.2649996281,3,3,270.918,9485.229,692.178,484.497,247.593,2631.819,269.814,18.213,142.749,0,0,0,1,0,0,0
"2014-04-11",7.6,0.6,1,0.0741355492,4745.7630021572,3,6,155.832,1358.244,96.441,144.897,144.348,2970.963,3832.035,66.906,9.03,0,0,0,0,1,0,0
"2014-04-12",7,-0.25,0.8,0.0250274392,2301.2040002346,3,12,84.615,5737.071,248.688,135.723,326.172,1558.389,269.814,51.468,18.048,0,0,0,0,0,1,0
"2014-04-13",7.6,-0.2,1.2,0.0048270958,6236.8800008297,6,9,24.441,1975.209,664.689,490.032,358.305,8622.66,269.814,66.906,15.129,0,0,0,0,0,0,1
"2014-04-14",6.6,0.2,0.6,0.0649030866,10278.2280027866,3,9,267.048,5795.19,243.819,135.723,366.105,3365.034,3832.035,1076.022,94.179,1,0,0,0,0,0,0
"2014-04-15",6.4,-0.8,0.6,0.0340909091,9448.4339976311,3,18,941.538,6202.317,108.567,144.897,162.543,2135.151,269.814,540.741,94.179,0,1,0,0,0,0,0
"2014-04-16",6.6,-0.6,0.8,0.0685973564,5172.7889986038,6,39,366.846,2560.227,67.374,144.897,135.987,1786.65,969.723,66.906,100.17,0,0,1,0,0,0,0
"2014-04-17",6.2,-1,0.8,0.0971815674,9778.2209980488,3,9,334.293,3050.649,434.151,144.897,566.697,2028.675,3344.601,540.741,9.114,0,0,0,1,0,0,0
"2014-04-18",6,-0.4,0.6,0.0490419861,2809.8239986897,3,12,26.811,534.099,334.224,135.723,203.376,2036.745,3832.035,66.906,54.588,0,0,0,0,1,0,0
"2014-04-19",7.8,1.4,1.2,0.0390028944,7065.9869964123,3,18,973.086,2520.618,265.695,484.497,140.799,3276.663,269.814,66.906,21.069,0,0,0,0,0,1,0
"2014-04-20",6.4,-1.2,0.8,0.0048993448,3952.7609989643,3,12,6875.517,255.126,520.626,484.497,109.119,17654.19,269.814,51.468,45.222,0,0,0,0,0,0,1
"2014-04-21",6.4,-1,0.6,0.0292949597,6228.2819988728,3,6,270.366,1800.63,1311.792,15.096,93.924,2716.932,269.814,1076.022,18.078,1,0,0,0,0,0,0
"2014-04-22",6,-0.6,0.4,0.077399943,5457.6749989986,3,12,328.476,2385.936,63.282,51.258,140.994,2529.759,3344.601,935.271,60.438,0,1,0,0,0,0,0
"2014-04-23",5.6,-0.6,0.4,0.1249760272,4663.5750010014,6,33,461.712,3134.652,67.374,135.723,153.312,1307.772,969.723,502.602,60.438,0,0,1,0,0,0,0
"2014-04-24",6.6666666667,0.3333333333,1,0.128005912,5895.6839983463,3,9,79.458,3812.001,248.688,484.497,1642.122,1663.716,3344.601,502.602,72.15,0,0,0,1,0,0,0
"2014-04-25",6.3333333333,-0.4,0.8,0.0283210125,6014.5710017681,3,9,276.891,31054.254,79.413,490.032,155.115,2438.616,969.723,66.906,142.749,0,0,0,0,1,0,0
"2014-04-26",6,-0.5,0.25,0.0471788194,2107.9320015907,3,33,829.38,469.716,57.462,490.032,87.477,712.872,969.723,66.906,60.438,0,0,0,0,0,1,0
"2014-04-27",6,-0.8333333333,0.6666666667,0.0054298372,6685.1640000343,3,9,300.669,2114.169,2507.22,15.096,102.534,2102.073,3832.035,540.741,45.222,0,0,0,0,0,0,1
"2014-04-28",5.8,-0.8,0.6,0.0222524155,2594.2740011215,3,39,383.865,368.229,327.486,51.258,136.293,1385.328,269.814,502.602,9.516,1,0,0,0,0,0,0
"2014-04-29",5.75,-0.25,0.25,0.0309961485,6076.3139998913,3,3,64.545,3471.477,334.224,490.032,118.125,2082.618,969.723,66.906,33.087,0,1,0,0,0,0,0
"2014-04-30",6.6666666667,-0.5,1,0.0348250399,11997.0029962063,3,6,116.343,9577.221,607.662,484.497,114.942,1569.297,269.814,1076.022,142.749,0,0,1,0,0,0,0
"2014-05-01",7,0.4,0.8,0.0373140986,16376.3880014419,3,6,290.124,29799.669,11255.244,490.032,171.138,1328.691,969.723,66.906,607.656,0,0,0,1,0,0,0
"2014-05-02",7.2,-0.4,1,0.1817380077,2109.5160012245,3,12,89.466,473.883,88.254,51.258,137.22,1309.482,269.814,51.468,9.516,0,0,0,0,1,0,0
"2014-05-03",7.4,0.4,1,0.2218137299,2649.773999691,3,9,260.886,3967.41,279.501,144.897,109.881,1311.495,969.723,18.213,132.642,0,0,0,0,0,1,0
"2014-05-04",6.8,-0.2,1,0.0432776128,5906.0430014133,3,12,486.096,2340.024,327.486,15.096,103.002,2044.233,3344.601,935.271,27.195,0,0,0,0,0,0,1
"2014-05-05",6.6666666667,-1,1,0.0026041667,791.4449994564,3,9,829.38,109.752,1311.792,484.497,66.645,613.446,3344.601,51.468,33.189,1,0,0,0,0,0,0
