time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,6.0,,,,,,,,,,,,,
2014-02-18,,,,,,6.0,,,,,,,,,,,,,
2014-02-19,,,,,,24.0,9.0,,,,,,,,,,,,
2014-02-20,,,,,,6.0,6.0,,,,,,,,,,,,
2014-02-21,,,,,,3.0,3.0,,,,,,,,,,,,
2014-02-22,,,,,,6.0,,,,,,,,,,,,,
2014-02-23,,,,,,18.0,,,,,,,,,,,,,
2014-02-24,,,,,,9.0,,,,,,,,,,,,,
2014-02-25,,,,,,,,,,,,,,,,,,,
2014-02-26,,,,,,3.0,,,,,,,,,,,,,
2014-02-27,,,,,,15.0,3.0,,,,,,,,,,,,
2014-02-28,,,,,,12.0,3.0,,,,,,,,,,,,
2014-03-01,,,,,,9.0,,,,,,,,,,,,,
2014-03-02,,,,,,9.0,,,,,,,,,,,,,
2014-03-03,,,,,,15.0,9.0,,,,,,,,,,,,
2014-03-04,,,,,,,3.0,,,,,,,,,,,,
2014-03-05,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-06,,,,,,12.0,3.0,,,,,,,,,,,,
2014-03-07,,,,,,3.0,,,,,,,,,,,,,
2014-03-08,,,,,,,,,,,,,,,,,,,
2014-03-09,,,,,,,,,,,,,,,,,,,
2014-03-10,,,,,,,,,,,,,,,,,,,
2014-03-11,,,,,,6.0,,,,,,,,,,,,,
2014-03-12,,,,,,,,,,,,,,,,,,,
2014-03-13,7.0,-2.0,1.0,,3756.7109999656686,3.0,,193.58100000000005,1540.1849999999995,220.52400000000003,,,,1401.708,522.2760000000001,,,,
2014-03-14,7.8,0.2,1.4,,21876.588005304337,,9.0,5398.113000000001,14690.160000000002,300.312,,,,3635.588999999998,2816.9939999999992,8587.244999999999,,,
2014-03-15,7.0,0.2,0.4,,13903.922995805742,,9.0,6129.173999999995,9853.488000000001,2013.1499999999994,,,,3471.825,1695.2340000000004,,,,
2014-03-16,6.4,-1.0,0.2,,14762.71199727058,,,386.0280000000001,1948.2989999999998,113.892,,,,7098.609000000005,1713.5939999999996,,425.93399999999997,,
