time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,21.0,,,,,,,,,,,,,
2014-02-18,,,,,,24.0,,,,,,,,,,,,,
2014-02-19,,,,,,18.0,30.0,,,,,,,,,,,,
2014-02-20,,,,,,24.0,15.0,,,,,,,,,,,,
2014-02-21,,,,,,3.0,3.0,,,,,,,,,,,,
2014-02-22,,,,,,18.0,9.0,,,,,,,,,,,,
2014-02-23,,,,,,,6.0,,,,,,,,,,,,
2014-02-24,,,,,,9.0,3.0,,,,,,,,,,,,
2014-02-25,,,,,,36.0,12.0,,,,,,,,,,,,
2014-02-26,,,,,,39.0,9.0,,,,,,,,,,,,
2014-02-27,,,,,,21.0,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,
2014-03-01,,,,,,12.0,,,,,,,,,,,,,
2014-03-02,,,,,,,,,,,,,,,,,,,
2014-03-03,,,,,,9.0,,,,,,,,,,,,,
2014-03-04,,,,,,12.0,3.0,,,,,,,,,,,,
2014-03-05,,,,,,3.0,,,,,,,,,,,,,
2014-03-06,,,,,,27.0,,,,,,,,,,,,,
2014-03-07,,,,,,9.0,,,,,,,,,,,,,
2014-03-08,,,,,,33.0,,,,,,,,,,,,,
2014-03-09,,,,,,6.0,,,,,,,,,,,,,
2014-03-10,,,,,,33.0,,,,,,,,,,,,,
2014-03-11,,,,,,3.0,,,,,,,,,,,,,
2014-03-12,,,,,,45.0,3.0,,,,,,,,,,,,
2014-03-13,,,,,,9.0,,,,,,,,,,,,,
2014-03-14,6.5,-0.25,0.5,,729.1380007267,15.0,3.0,808.2030000000002,105.483,,,,,517.581,,,,,
2014-03-15,6.75,0.75,0.5,,495.0510005950928,24.0,,121.29899999999998,373.03499999999985,,,,,,,,,,
2014-03-16,6.166666666666667,-0.6666666666666666,0.3333333333333333,,,3.0,,,,,,,,,,,,,
2014-03-17,6.4,,,,2.084999799728394,24.0,,19.932,,,,,,,,,,,
2014-03-18,7.2,0.4,1.2,0.11873714520773343,9643.886999845508,21.0,,4047.1650000000022,5342.240999999997,15.057,,,135.55800000000002,162.768,,283.65599999999995,,51.246,
2014-03-19,7.4,0.2,1.2,,,15.0,,,,,,,,,,,,,
2014-03-20,7.0,0.6,1.0,0.02976190476190475,3919.850998878481,15.0,21.0,1377.8819999999996,2541.740999999999,,,,,,,,,,
2014-03-21,7.0,0.2,0.8,0.06922398589065255,2460.3599996566763,15.0,,2880.323999999999,585.66,,,,9.03,42.351,,,,,
2014-03-22,7.0,-0.4,1.0,0.0710591929079324,1075.779001235962,,,767.4239999999999,241.53000000000003,,,,,66.51,,,,,
2014-03-23,7.0,0.2,1.0,0.14492753623188415,1687.3260004520425,,,88.77300000000004,1568.1540000000002,,,,,30.306,,,,,
2014-03-24,7.0,1.0,0.8,,979.7849993705743,,,776.3309999999999,114.62100000000001,,,,64.39200000000001,24.137999999999998,,,,,
2014-03-25,7.0,0.8,1.0,0.0043103448275862,4334.403001070023,3.0,,1663.568999999999,2670.413999999999,,,,,,,,,,
2014-03-26,7.2,1.4,0.8,0.22685185185185197,14846.018998146055,21.0,9.0,2516.6189999999997,11552.073000000004,,,,,1188.528,,186.897,,,
2014-03-27,7.0,1.0,1.0,,1.386000394821168,36.0,,149.424,,,,,,,,,,,
2014-03-28,7.2,1.2,1.0,0.04206349206349204,4749.434999942779,24.0,,1790.0219999999995,3118.1639999999998,,,,,21.063,,,,144.687,
2014-03-29,7.0,-1.2,0.8,0.32595238095238105,584.1059989929199,30.0,,368.0250000000001,9.048,,,,27.116999999999997,30.096,148.839,,,,
2014-03-30,7.4,-0.8,1.0,0.25287698412698423,3211.7550015449524,15.0,,1767.8970000000002,977.9039999999999,,,,,,467.93699999999995,,,,
2014-03-31,7.2,0.2,1.0,,,36.0,21.0,,,,,,,,,,,,
2014-04-01,7.2,0.6,1.0,0.2718253968253967,2309.565000057221,3.0,12.0,865.074,2204.4629999999997,,,,,,,,,,
2014-04-02,7.2,0.8,1.0,0.18948412698412717,4983.920999765395,21.0,3.0,936.8910000000004,3952.622999999999,,,,27.192,24.093000000000004,42.363,,,,
2014-04-03,7.2,0.6,1.0,,,6.0,,,,,,,,,,,,,
2014-04-04,7.2,0.6,1.0,0.1633802430677431,2220.399000406267,6.0,,1539.6149999999998,1019.0609999999998,,,,,,708.5909999999999,,,,
2014-04-05,7.8,1.0,1.0,0.1381578947368421,76.24200081825268,12.0,,76.20599999999999,,,,,,,,,,,
2014-04-06,6.2,-0.2,,0.00657894736842105,1271.2380001544923,15.0,3.0,676.0740000000001,594.69,,,,,,,,,,
2014-04-07,6.8,0.4,0.4,0.1067583732057415,1552.5299999713884,12.0,3.0,145.506,1352.0459999999996,,,,,54.594,,,,,
2014-04-08,6.8,0.2,0.6,,,3.0,9.0,,,,,,,,,,,,
2014-04-09,7.0,,1.0,0.0087719298245614,,12.0,,,,,,,,,,,,,
2014-04-10,7.2,0.4,1.0,0.00789473684210526,1944.8010005950916,3.0,,667.7159999999998,1458.3840000000002,,,,,,,,,,
2014-04-11,7.0,0.4,0.8,0.0357142857142857,2384.9369995594034,3.0,,943.3800000000002,124.353,,,,,33.231,1283.328,,,,
2014-04-12,7.4,1.0,1.0,0.09709821428571426,6494.078998804093,15.0,3.0,1747.3649999999998,3502.7099999999996,1243.731,,,,,,,,,
2014-04-13,7.0,2.0,1.0,,,63.0,6.0,,,,,,,,,,,,
2014-04-14,7.0,1.0,1.0,0.08487654320987655,8688.60600042343,3.0,,1683.1650000000004,5961.551999999999,,,,474.033,18.048000000000002,327.6929999999999,584.64,,,
2014-04-15,7.0,-0.2,1.0,,,3.0,,,,,,,,,,,,,
2014-04-16,7.0,0.2,1.0,0.1239004629629629,8434.205998420714,,,4165.965000000003,5283.737999999999,,,,,111.828,,,69.387,,
2014-04-17,6.4,,,0.09114583333333326,7018.961999416351,6.0,,3441.5940000000005,4337.183999999999,,,,30.114,340.9500000000001,190.07999999999998,,,,
2014-04-18,6.0,-0.4,,0.2605137395459973,4274.546998500824,,,769.4999999999998,1091.9550000000004,1092.312,,,978.6300000000001,30.147,,310.899,,,
2014-04-19,7.0,-0.2,0.8,0.03125,1357.4160003662093,,,984.9419999999996,45.204,,,,,2294.01,,,,,
2014-04-20,7.0,,1.0,,,,,,,,,,,,,,,,
2014-04-21,7.2,-0.2,1.0,0.03125,7734.461999416348,,,809.1389999999999,5352.410999999999,,,,487.146,4721.7750000000015,512.172,,,,
2014-04-22,7.0,,1.0,,,9.0,,,,,,,,,,,,,
2014-04-23,7.0,1.0,1.0,0.28124999999999983,1406.5169992446904,6.0,,502.0229999999999,695.9730000000001,,,,84.72900000000001,123.684,,,,,
2014-04-24,7.0,1.8,1.0,0.06249999999999999,3777.9540009498623,,36.0,1396.1970000000008,1459.7339999999997,117.54299999999999,,,,767.7300000000001,36.246,,,,
2014-04-25,7.0,1.0,1.0,,216.0570001602174,21.0,12.0,345.27899999999994,51.297,,,,,,,,,,
2014-04-26,6.2,-0.2,,0.0138888888888889,1016.4210011959062,9.0,,618.2909999999999,710.2140000000002,,,,,253.662,,,,,
2014-04-27,7.0,0.75,0.6,0.14930555555555572,7506.432000875475,9.0,,925.4849999999994,9105.881999999996,,,,,27.206999999999997,,,,,
2014-04-28,7.0,1.0,0.4,0.07,5792.723999977111,,,1393.1580000000008,9629.055,,289.947,,,84.48899999999999,,,,,
2014-04-29,7.0,1.0,0.3333333333333333,0.04,165.46200013160708,3.0,,44.760000000000005,1630.8570000000002,,,,,,,,,,
2014-04-30,6.0,1.4,-0.4,0.136363636363636,580.803000211716,3.0,,363.72899999999987,,,,,,618.249,,,,,
2014-05-01,6.6,-0.2,,,179.0010001659393,,,178.965,,,,,,,,,,,
2014-05-02,7.0,0.2,0.5,,,9.0,,,,,,,,,,,,,
2014-05-03,6.8,0.2,0.2,0.07142857142857151,1755.0810005664853,9.0,3.0,730.4849999999998,936.687,,,,,45.207,42.345,,,,
2014-05-04,7.0,-0.2,0.6,,,3.0,,,,,,,,,,,,,
2014-05-05,7.0,1.0,0.75,,516.3359992504119,36.0,,522.2520000000001,,,,,,,,,,,
2014-05-06,,,,0.34368530020703925,4975.608000040054,3.0,6.0,1910.3039999999994,3464.2830000000004,2016.2399999999998,,,,,166.09799999999998,69.309,,,
2014-05-07,7.0,,0.6,,,,,,,,,,,,,,,,
2014-05-08,7.0,0.5,1.0,,,,,,,,,,,,,,,,
