time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,day_0,day_1,day_2,day_3,day_4,day_5,day_6
2014-03-14,8.0,-1.0,2.0,,11245.01999807358,6.0,,514.1419999999998,8724.858,538.818,,,,716.8299999999998,937.298,,,57.31399999999999,,0,0,0,0,1,0,0
2014-03-15,6.2,,0.4,,17807.564000129707,6.0,,1595.6179999999995,12729.975999999995,4101.652000000003,,,,349.86199999999985,1367.146,,373.75399999999985,82.63399999999999,,0,0,0,0,0,1,0
2014-03-16,6.333333333333332,-0.6666666666666666,,,11096.097997665403,6.0,,779.5460000000003,8379.928000000005,1560.6600000000014,,,,177.37000000000003,,,110.68799999999999,56.746,,0,0,0,0,0,0,1
2014-03-17,6.0,-0.4,0.4,0.08337052096204703,11227.64800262451,,4.0,1679.194,3548.0580000000023,2041.644,,,,296.54400000000004,,,14.136,38.656,,1,0,0,0,0,0,0
2014-03-18,7.5,0.25,1.0,0.11319590615792095,14354.052001476299,18.0,,845.548,8823.042000000005,1810.7399999999984,,,,134.66800000000003,,,56.578,115.83199999999998,,0,1,0,0,0,0,0
2014-03-19,6.75,1.0,0.75,0.13369126492653632,12191.620002269743,,,471.61400000000003,8641.481999999998,2062.353999999998,,,,244.79400000000004,,,46.786,30.18,,0,0,1,0,0,0,0
2014-03-20,7.2,1.0,0.8,0.11845679938612315,9725.731998443604,,2.0,244.41600000000003,8973.726000000002,1024.8359999999998,,,,314.3920000000001,,,,,,0,0,0,1,0,0,0
2014-03-21,7.25,,1.0,0.05019772289885616,6064.6379990577725,4.0,6.0,787.5879999999999,4534.758000000002,751.5839999999997,,,,107.69599999999998,,,,,,0,0,0,0,1,0,0
2014-03-22,3.75,-2.0,-1.0,0.018560992335206163,3612.3599991798405,,,26.081999999999997,2197.138000000001,1283.8419999999999,,,,236.1020000000001,,,,14.072,,0,0,0,0,0,1,0
2014-03-23,4.4,-1.4,-1.0,0.0852428972480861,7983.6320004463205,2.0,18.0,538.9279999999999,5760.896000000002,1498.6780000000006,,,,182.55400000000003,,,,,,0,0,0,0,0,0,1
2014-03-24,3.75,-2.0,-1.0,0.0065358720727085465,8333.890001773834,,2.0,2235.77,7305.342000000002,1108.52,,,,248.14,,,199.87599999999998,307.254,,1,0,0,0,0,0,0
2014-03-25,5.333333333333333,-1.0,0.3333333333333333,0.0409668880042286,19046.286002159108,,2.0,231.17200000000003,11863.017999999995,5375.913999999999,,,,507.414,,,314.39600000000013,990.0760000000002,,0,1,0,0,0,0,0
2014-03-26,5.5,-0.5,0.25,0.03923650919372562,17046.05799913407,,2.0,353.832,15101.80000000001,1431.0559999999994,,,,187.406,,,248.574,,,0,0,1,0,0,0,0
2014-03-27,5.8,-0.6,0.2,0.07717586025360933,22527.052003383636,2.0,2.0,1241.7159999999994,17486.305999999993,2274.408000000001,,,,214.71200000000002,,,275.28600000000006,52.56999999999999,,0,0,0,1,0,0,0
2014-03-28,6.2,,0.6,0.04532458316828961,9612.56000041962,2.0,,617.66,7535.350000000001,8258.826,,,,223.44400000000005,690.0139999999999,,,34.142,,0,0,0,0,1,0,0
2014-03-29,6.4,-0.4,1.0,0.1044231818505304,5013.438000679017,6.0,2.0,947.0200000000003,3169.5600000000013,690.4839999999997,,,,182.782,,,65.066,94.28,,0,0,0,0,0,1,0
2014-03-30,6.2,-0.8,0.8,0.07491950961612633,8264.569998741148,8.0,,388.4639999999998,6471.2419999999975,720.8839999999999,,,,252.834,,,45.84199999999999,191.79,,0,0,0,0,0,0,1
2014-03-31,6.8,-0.4,1.0,0.05534132176899742,2556.481998443602,4.0,,220.75400000000002,1163.5079999999996,2539.428000000001,,,,244.08000000000007,,,511.42000000000013,133.05200000000002,,1,0,0,0,0,0,0
2014-04-01,7.0,,1.0,0.07812598561494999,9284.549998760225,,,919.21,5598.194,1838.094,,,,137.358,713.0139999999999,,104.97599999999998,38.262,,0,1,0,0,0,0,0
2014-04-02,7.0,-0.2,1.0,0.07312614127423467,6725.08599805832,,,777.0600000000003,3495.1760000000013,1303.0119999999995,,,,225.438,617.5980000000001,,351.2480000000001,20.212,,0,0,1,0,0,0,0
2014-04-03,7.2,-1.0,0.8,0.052751485335188086,9184.901998043051,,,1415.13,6053.753999999999,503.8240000000001,,,,173.178,1289.524,,,,,0,0,0,1,0,0,0
2014-04-04,7.0,-0.8,1.0,0.04145652357485975,18280.390001297008,6.0,,3163.618,13055.024000000007,545.4619999999999,,,,491.51199999999994,475.18199999999996,,481.0400000000001,45.022,,0,0,0,0,1,0,0
2014-04-05,7.5,,1.0,0.06928846414407397,4978.106001853943,2.0,,558.288,2645.446000000001,435.1419999999998,,,,916.94,,,235.052,,,0,0,0,0,0,1,0
2014-04-06,6.8,-0.4,1.0,0.0773626381532749,8534.770000457767,4.0,,458.79400000000004,7208.83800000001,1775.332,,,,131.786,12.072,,,145.996,,0,0,0,0,0,0,1
2014-04-07,6.75,-0.25,0.75,0.06685869441897199,10004.757999420166,2.0,,942.166,8040.067999999994,697.0259999999997,,,,155.84199999999996,,,92.502,64.406,,1,0,0,0,0,0,0
2014-04-08,6.75,0.25,,0.08512478025882425,4985.638002872468,2.0,,543.6740000000002,2945.334000000001,4001.6840000000057,,,,1305.54,,,14.088000000000005,,,0,1,0,0,0,0,0
2014-04-09,7.0,0.25,0.75,0.1536189527904702,15815.131997108467,2.0,,997.2519999999997,12457.184000000005,1862.9080000000006,,,,288.672,14.322,,174.29399999999995,8.032,,0,0,1,0,0,0,0
2014-04-10,7.2,0.8,1.0,0.013347120143232584,6738.5560002326965,2.0,,979.4419999999997,4209.495999999999,1759.7700000000007,,,,3792.316,515.328,,,8.066,,0,0,0,1,0,0,0
2014-04-11,7.0,0.2,0.6,0.0946152502759936,11750.196002006536,,,2026.092,9562.80000000001,1103.3820000000014,,,42.254,201.976,145.08599999999996,,,10.08,,0,0,0,0,1,0,0
2014-04-12,7.0,-1.4,1.0,0.04929885725426734,18569.56999731064,,6.0,748.9839999999998,14116.618,1063.3040000000003,,,,205.076,1533.946,,297.38599999999997,76.882,,0,0,0,0,0,1,0
2014-04-13,7.5,0.3333333333333333,1.0,0.11412738344393668,4701.216001033782,26.0,,1236.3080000000004,3337.281999999999,403.922,,,,283.26,397.272,,,,,0,0,0,0,0,0,1
2014-04-14,6.4,-1.2,0.4,0.10172344511577693,8094.945999622346,,,1248.5519999999995,2997.3160000000007,779.1559999999997,,,,297.256,2282.0600000000004,,492.786,148.19799999999995,,1,0,0,0,0,0,0
