"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
"2014-04-01",8,-1,1.5,0.0824316087,8147.225997448,12,12,777.282,4849.212,1903.437,93.381,795.576,39.597,398.55,0,30.087,0,1,0,0,0,0,0
"2014-04-02",7,0.4,0.5,0.1649309646,18840.4229950905,15,6,1672.317,6263.997,7870.914,162.777,248.946,1089.471,1727.001,0,1342.254,0,0,1,0,0,0,0
"2014-04-03",8,-0.25,0.5,0.113518875,14777.5829958916,6,3,935.331,8738.826,14785.005,174.51,340.215,566.715,957.651,0,15.072,0,0,0,1,0,0,0
"2014-04-04",8,-0.5,0.5,0.0739499213,15710.8680045605,3,12,944.34,9928.941,1624.572,162.777,173.727,183.972,96.63,0,15.072,0,0,0,0,1,0,0
"2014-04-05",8.4,1.4,1.4,0.0623570148,11324.5979998112,15,12,3244.293,4487.076,2580.198,18.108,393.162,596.364,97.815,0,1342.254,0,0,0,0,0,1,0
"2014-04-06",7.6,-1.4,0.25,0.0647061348,14691.1739945412,3,12,1764.249,8035.728,3503.286,18.108,209.421,566.715,731.913,0,30.087,0,0,0,0,0,0,1
"2014-04-07",7,-0.5,-0.5,0.0824316087,16166.8770003319,33,24,5269.458,7608.231,3633.339,18.108,156.537,1209.627,270.291,0,1342.254,1,0,0,0,0,0,0
"2014-04-08",7.8,0.4,0.2,0.0716250474,12535.9620044231,3,24,2002.83,8018.07,4021.536,174.51,196.704,145.737,270.291,0,1342.254,0,1,0,0,0,0,0
"2014-04-09",7.3333333333,0.3333333333,0.5,0.0815309718,12372.4860005379,45,6,3836.724,6352.494,7515.594,162.777,78.528,3.021,256.893,0,15.072,0,0,1,0,0,0,0
"2014-04-10",8.25,0.25,0.75,0.0853813925,13968.8849987984,6,12,505.083,9714.231,2533.212,174.51,253.068,1014.015,343.254,0,30.087,0,0,0,1,0,0,0
"2014-04-11",7.6666666667,0.3333333333,0.3333333333,0.1336439448,12373.6289978027,18,3,4330.308,6038.76,1597.017,162.777,294.264,479.184,343.254,0,39.354,0,0,0,0,1,0,0
"2014-04-12",8.6,0.2,0.8,0.0925612741,7219.3440005779,15,6,1140.603,4116.411,1516.179,162.777,148.509,277.212,448.038,0,15.072,0,0,0,0,0,1,0
"2014-04-13",8,-1.8,0.6,0.1148681263,9145.4699964523,18,3,568.017,4562.232,1983.423,174.51,247.773,1429.098,97.815,0,30.087,0,0,0,0,0,0,1
"2014-04-14",7.5,0.5,0.5,0.0927647269,19576.4219963551,9,3,4555.899,10630.878,1863.513,18.108,162.312,1014.015,96.63,0,1342.254,1,0,0,0,0,0,0
"2014-04-15",8,-0.5,0.5,0.1203548407,15061.1909995079,24,6,1905.909,5855.538,3108.51,162.777,382.416,1089.471,97.815,0,15.072,0,1,0,0,0,0,0
"2014-04-16",8.5,0.75,0.75,0.1335305763,12738.6989994049,21,3,3690.348,6035.247,6546.42,162.777,143.229,1089.471,731.787,0,39.354,0,0,1,0,0,0,0
"2014-04-17",8.5,0.5,0.5,0.0672055616,13020.6150026321,12,12,4394.907,3767.295,3150.828,93.381,51.585,1025.799,448.038,0,1342.254,0,0,0,1,0,0,0
"2014-04-18",7,-1,1,0.1330598883,25170.5339999199,6,3,2963.283,6863.871,10525.881,93.381,390.342,479.184,301.005,0,15.072,0,0,0,0,1,0,0
"2014-04-19",7.75,-1,0.2,0.0475678977,3830.0429999828,6,24,1802.322,1123.017,324.441,93.381,51.585,560.994,448.038,0,15.072,0,0,0,0,0,1,0
"2014-04-20",7,-0.5,0.6666666667,0.0552318386,7698.5910000801,15,12,439.416,4951.152,676.101,93.381,18.366,596.364,538.014,0,15.072,0,0,0,0,0,0,1
"2014-04-21",7,-1.75,-0.25,0.0298600554,12693.1200006008,3,9,471.462,10639.74,940.413,174.51,135.423,337.02,507.591,0,1342.254,1,0,0,0,0,0,0
"2014-04-22",7.8,-1,0.2,0.1254006528,20203.7219996452,9,3,2038.362,7819.197,2220.459,162.777,307.743,1785.102,507.591,0,30.087,0,1,0,0,0,0,0
