"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
"2014-04-23",7,-0.2,-0.25,0.1125181037,16784.1209971905,9,3,2736.492,5723.622,2473.491,18.108,865.017,318.819,538.014,0,15.072,0,0,1,0,0,0,0
"2014-04-24",8,-1.8,0.5,0.0619974501,14823.6449975967,27,12,3785.43,8362.896,1239.444,162.777,78.84,337.02,72.798,0,30.087,0,0,0,1,0,0,0
"2014-04-25",8,0.3333333333,1,0.1335020998,56364.4770019055,18,3,3293.109,10136.097,1953.744,174.51,709.161,1049.118,398.55,0,30.087,0,0,0,0,1,0,0
"2014-04-26",7.25,-0.25,0.2,0.1846274539,6990.6719999313,15,3,1211.958,5754.957,2370.183,162.777,665.346,479.184,341.079,0,15.072,0,0,0,0,0,1,0
"2014-04-27",7,-0.5,0.2,0.0482765163,15423.1019983292,12,9,4196.937,3195.816,1939.491,93.381,50.133,1209.627,269.865,0,1342.254,0,0,0,0,0,0,1
"2014-04-28",7.5,0.25,0.25,0.0637138579,21266.0879995823,21,9,6927.552,7854.183,14890.494,174.51,94.617,3.021,211.269,0,15.072,1,0,0,0,0,0,0
"2014-04-29",8,1,0.6666666667,0.1098377971,7694.5619988442,15,6,279.477,6007.302,1520.676,18.108,307.743,3.021,341.079,0,1342.254,0,1,0,0,0,0,0
"2014-04-30",7,-1,0.6666666667,0.0812705434,22864.196999073,18,9,1446.375,5366.367,1955.415,93.381,127.734,596.364,310.47,0,1342.254,0,0,1,0,0,0,0
"2014-05-01",7,-1,1,0.1479701336,11789.9069981575,27,3,1633.143,8493.888,2591.487,18.108,122.1,1089.471,97.815,0,1342.254,0,0,0,1,0,0,0
"2014-05-02",7.25,-0.25,1,0.0936471841,10865.9790029526,30,6,1756.137,6684.615,2278.602,93.381,120.78,337.02,269.865,0,30.087,0,0,0,0,1,0,0
"2014-05-03",7.5,-1,0.5,0.082179359,6629.3699991703,6,12,818.67,5153.397,598.308,93.381,48.333,318.819,538.014,0,39.354,0,0,0,0,0,1,0
"2014-05-04",8.6666666667,0.3333333333,1,0.1162809477,12047.6519987583,3,3,1170.495,7817.136,710.217,18.108,498.876,1290.282,97.815,0,1342.254,0,0,0,0,0,0,1
"2014-05-05",7,-0.5,0.75,0.0350893404,17279.2620005608,63,9,4683.21,10978.776,6496.281,162.777,106.362,1025.799,211.269,0,15.072,1,0,0,0,0,0,0
"2014-05-06",8,-1.4,0.8,0.1369952069,11860.205999136,27,3,1806.183,10199.919,3089.208,93.381,211.227,1429.098,448.038,0,15.072,0,1,0,0,0,0,0
"2014-05-07",6,-1,-0.25,0.0683385828,10117.3349969387,12,12,2177.157,6083.493,1767.285,162.777,139.101,3.021,341.079,0,1342.254,0,0,1,0,0,0,0
"2014-05-08",6,-1,-0.25,0.1116422826,15379.9440014362,39,6,7529.811,10974.465,1463.106,93.381,199.14,1209.627,398.55,0,1342.254,0,0,0,1,0,0,0
"2014-05-09",7.75,-0.25,0.75,0.0774799084,15453.587993145,27,12,3531.993,6914.76,3431.478,18.108,97.218,183.972,1727.001,0,1342.254,0,0,0,0,1,0,0
"2014-05-10",7.25,-0.75,0.5,0.1316329686,14375.5620017052,18,3,2245.101,8887.944,9630.678,162.777,157.551,5643.465,1999.737,0,1342.254,0,0,0,0,0,1,0
"2014-05-11",7.2,-1.4,0.2,0.0993276488,6351.1590013504,18,6,1211.958,3867.591,1254.342,18.108,665.346,145.737,96.63,0,1342.254,0,0,0,0,0,0,1
"2014-05-12",7.2,-0.6,0.2,0.1104780299,2477.2919991016,18,3,647.169,1656.69,822.825,18.108,58.635,560.994,72.798,0,1342.254,1,0,0,0,0,0,0
"2014-05-13",7.75,-0.25,0.6666666667,0.0902538726,1421.1149997711,12,3,707.826,1147.404,158.391,174.51,148.509,1209.627,398.55,0,1342.254,0,1,0,0,0,0,0
"2014-05-14",8,0.5,0.5,0.1643538973,2109.947999239,12,3,647.169,1126.827,333.621,93.381,865.017,1785.102,341.079,0,15.072,0,0,1,0,0,0,0
