"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
"2014-04-01",7,0.6,1,0.163270757,7486.4069988728,6,9,1844.007,4656.453,164.55,51.168,342.075,146.778,549.378,0,72.279,0,1,0,0,0,0,0
"2014-04-02",6.6666666667,0.5,0.6666666667,0.2348170175,39966.0779979229,3,6,4449.852,3253.128,498.66,518.25,262.494,867.009,153.762,0,426.111,0,0,1,0,0,0,0
"2014-04-03",6.6,0.6,1,0.1995016566,40121.3789992332,9,3,1514.19,2658.9,379.641,36.918,485.4,228.819,428.88,0,180.69,0,0,0,1,0,0,0
"2014-04-04",6.8,0.4,0.4,0.1338040505,7680.1740009785,6,3,1786.245,401.637,530.43,24.324,27.153,641.469,428.88,0,625.347,0,0,0,0,1,0,0
"2014-04-05",7.4,0.8,0.6,0.2432023587,17325.6900007725,15,12,4424.127,2136.471,635.034,993.054,407.349,204.753,153.762,0,373.56,0,0,0,0,0,1,0
"2014-04-06",6.6,-0.8,0.2,0.167463823,22942.4399986267,3,3,5773.251,2527.581,437.277,33.984,139.149,51.123,141.846,0,120.759,0,0,0,0,0,0,1
"2014-04-07",6.6,0.2,0.2,0.1469704309,16615.2720015049,3,6,2640.552,2502.579,132.567,51.168,33.105,180.69,428.88,0,189.987,1,0,0,0,0,0,0
"2014-04-08",7,0.6,0.6,0.1430965546,9698.1209964752,3,6,4258.488,2810.91,861.648,73.404,760.683,926.478,572.094,0,353.61,0,1,0,0,0,0,0
"2014-04-09",7,0.2,0.6,0.2196603781,11999.2589979172,3,3,3666.963,7006.146,712.986,36.918,213.372,689.103,428.88,0,189.987,0,0,1,0,0,0,0
"2014-04-10",7.2,0.4,0.6,0.2013360069,40131.4529957771,6,9,6674.628,13703.184,477.132,214.602,187.32,914.349,549.378,0,1195.599,0,0,0,1,0,0,0
"2014-04-11",7.8,0.6,1.2,0.2724467417,41257.1609966755,30,6,19422.9240000001,16417.437,484.545,574.179,262.671,964.278,141.846,0,2838.525,0,0,0,0,1,0,0
"2014-04-12",7,0.6,0.8,0.221019637,24609.2369999886,15,9,2082.966,4537.803,477.132,66.207,27.093,63.291,141.846,0,359.199,0,0,0,0,0,1,0
"2014-04-13",6.8,-0.6,1,0.3745078871,24833.319000721,15,3,4731.261,1152.438,1401.105,42.948,189.519,90.453,153.762,0,614.889,0,0,0,0,0,0,1
"2014-04-14",6.2,-0.8,0.2,0.1220395601,21452.8649976253,3,6,4903.728,5136.036,584.634,33.984,612.57,1502.106,549.378,0,61.902,1,0,0,0,0,0,0
"2014-04-15",7,1,0.75,0.1627045191,6942.2549979687,3,3,1791.372,3430.062,89.865,73.404,48.189,111.282,572.094,0,471.813,0,1,0,0,0,0,0
"2014-04-16",6.75,0.2,0.5,0.1568942953,13979.7959997654,9,3,5317.776,6528.9,294.939,250.491,625.086,132.615,141.846,0,430.416,0,0,1,0,0,0,0
"2014-04-17",7,0.6,1,0.1757913123,10760.9579973221,3,12,2752.833,6078.858,833.763,51.168,214.611,231.333,141.846,0,387.24,0,0,0,1,0,0,0
"2014-04-18",6.8,0.2,0.8,0.083912037,31812.0179979801,12,9,58718.181,9969.276,5907.057,797.184,419.871,675.498,572.094,0,24.123,0,0,0,0,1,0,0
