"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
"2014-04-19",7.8,0.8,1.2,0.4626559158,7050.4320015907,12,3,3109.623,4312.233,72.984,66.207,136.878,24.084,549.378,0,237.657,0,0,0,0,0,1,0
"2014-04-20",8,1.2,1.6,0.4026460999,17036.2260017395,15,3,6032.781,8853.534,353.619,271.527,163.269,438.135,428.88,0,746.88,0,0,0,0,0,0,1
"2014-04-21",6.4,0.2,0.4,0.1229423106,26907.7350018024,3,6,13806.804,7909.815,2434.89,797.184,1000.047,561.513,607.806,0,345.357,1,0,0,0,0,0,0
"2014-04-22",7,0.8,1,0.1430603308,28916.3909983635,3,12,3555.687,7050.717,838.419,24.324,1013.991,1006.638,572.094,0,3608.661,0,1,0,0,0,0,0
"2014-04-23",7,0.8,1,0.1413194444,19714.6770021915,3,9,6743.952,9412.506,164.55,1379.115,197.637,111.282,271.425,0,3167.1,0,0,1,0,0,0,0
"2014-04-24",6.5,0.25,0.75,0.1416666667,17101.5390007496,3,9,4327.935,9613.362,479.268,12.024,129.915,60.171,572.094,0,1680.042,0,0,0,1,0,0,0
"2014-04-25",7,1,1,0.2280129928,23990.685000658,33,9,14020.323,9725.268,1882.341,574.179,616.968,204.753,607.806,0,639.315,0,0,0,0,1,0,0
"2014-04-26",7,0.3333333333,1,0.4806468133,28184.3760044575,48,6,12790.839,10878.648,169.725,12.051,437.106,315.126,549.378,15.192,240.696,0,0,0,0,0,1,0
"2014-04-27",7.4,1,1.2,0.0881944444,12372.9359986782,6,6,3882.48,4570.224,1465.308,78.672,695.07,762.423,428.88,0,1599.354,0,0,0,0,0,0,1
"2014-04-28",6.8,0.8,0.8,0.1215277778,16081.0799953938,3,3,4729.236,5254.257,1294.29,258.624,3992.442,76.305,153.762,0,770.985,1,0,0,0,0,0,0
"2014-04-29",7,0.3333333333,1,0.1158861341,12930.0840010643,6,12,3983.43,6345.078,1071.318,57.198,1013.853,583.728,549.378,0,316.566,0,1,0,0,0,0,0
"2014-04-30",7,0.4,0.8,0.1372964559,19840.7370007038,3,3,4550.61,4179.147,597.705,518.25,1603.221,408.12,141.846,0,6772.878,0,0,1,0,0,0,0
"2014-05-01",7,0.8,1,0.0447235738,12233.132999897,3,9,5083.158,5047.641,575.001,58.023,133.572,46.89,428.88,0,881.787,0,0,0,1,0,0,0
"2014-05-02",7,1,1,0.2270855624,42063.5700001716,3,3,5440.791,7436.736,474.222,108.612,90.849,2261.619,271.425,0,1286.937,0,0,0,0,1,0,0
"2014-05-03",7.4,1,1.2,0.060900049,6184.5810005665,3,6,1338.78,1257.603,1071.318,6.336,801.885,159.549,607.806,0,4168.548,0,0,0,0,0,1,0
"2014-05-04",7.2,0.8,1,0.0061580926,547.3710007668,3,12,534.75,12.396,353.619,36.918,33.105,111.282,153.762,0,881.787,0,0,0,0,0,0,1
"2014-05-05",7,0.75,1,0.0083288836,965.9879994392,3,6,207.225,1257.603,477.132,6.336,42.102,146.778,428.88,0,237.657,1,0,0,0,0,0,0
"2014-05-07",6.75,0.5,1,0.25,327.2399997711,12,9,655.962,33.105,437.277,24.324,136.878,51.123,271.425,0,61.902,0,0,1,0,0,0,0
"2014-05-08",7,1,1,0.060900049,41257.1609966755,3,6,6032.781,9725.268,838.419,58.023,3992.442,964.278,271.425,0,3608.661,0,0,0,1,0,0,0
"2014-05-09",7,0.6666666667,1,0.0061580926,7680.1740009785,3,3,1844.007,4312.233,575.001,57.198,187.32,926.478,141.846,0,189.987,0,0,0,0,1,0,0
"2014-05-10",7.3333333333,1,1,0.221019637,41257.1609966755,33,9,58718.181,9969.276,484.545,797.184,485.4,2261.619,271.425,0,3167.1,0,0,0,0,0,1,0
"2014-05-11",7,0.4,1,0.083912037,23990.685000658,9,6,5773.251,7436.736,1071.318,33.984,695.07,231.333,607.806,0,240.696,0,0,0,0,0,0,1
"2014-05-12",7,1,1,0.1413194444,26907.7350018024,3,3,3555.687,2136.471,479.268,36.918,342.075,315.126,549.378,0,1599.354,1,0,0,0,0,0,0
"2014-05-13",7,1,1,0.0083288836,19714.6770021915,3,3,4903.728,4537.803,1401.105,33.984,760.683,561.513,572.094,0,237.657,0,1,0,0,0,0,0
"2014-05-14",7,1,1,0.1995016566,24609.2369999886,3,3,5083.158,4179.147,530.43,518.25,133.572,231.333,141.846,0,237.657,0,0,1,0,0,0,0
"2014-05-15",7,0.5,1,0.0061580926,7680.1740009785,3,6,18.696,1257.603,353.619,57.198,139.149,51.123,271.425,0,180.69,0,0,0,1,0,0,0
"2014-05-17",6.6,0.4,1,0.0267267267,497.052000761,3,3,18.696,297.027,72.984,51.168,197.637,438.135,572.094,0,359.199,0,0,0,0,0,1,0
