time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,9.0,,,,,,,,,,,,,
2014-02-18,,,,,,3.0,,,,,,,,,,,,,
2014-02-19,,,,,,3.0,,,,,,,,,,,,,
2014-02-20,,,,,,,,,,,,,,,,,,,
2014-02-21,,,,,,,,,,,,,,,,,,,
2014-02-22,,,,,,6.0,,,,,,,,,,,,,
2014-02-23,,,,,,3.0,,,,,,,,,,,,,
2014-02-24,,,,,,3.0,,,,,,,,,,,,,
2014-02-25,,,,,,12.0,6.0,,,,,,,,,,,,
2014-02-26,,,,,,18.0,,,,,,,,,,,,,
2014-02-27,,,,,,6.0,,,,,,,,,,,,,
2014-02-28,,,,,,9.0,15.0,,,,,,,,,,,,
2014-03-01,,,,,,,3.0,,,,,,,,,,,,
2014-03-02,,,,,,6.0,,,,,,,,,,,,,
2014-03-03,,,,,,,,,,,,,,,,,,,
2014-03-04,,,,,,3.0,,,,,,,,,,,,,
2014-03-05,,,,,,18.0,3.0,,,,,,,,,,,,
2014-03-06,,,,,,3.0,,,,,,,,,,,,,
2014-03-07,,,,,,9.0,3.0,,,,,,,,,,,,
2014-03-08,,,,,,,18.0,,,,,,,,,,,,
2014-03-09,,,,,,18.0,9.0,,,,,,,,,,,,
2014-03-10,,,,,,6.0,,,,,,,,,,,,,
2014-03-11,,,,,,,,,,,,,,,,,,,
2014-03-12,,,,,,15.0,3.0,,,,,,,,,,,,
2014-03-13,,,,,,,,,,,,,,,,,,,
2014-03-14,,,,,,,,,,,,,,,,,,,
2014-03-15,,,,,,,,,,,,,,,,,,,
2014-03-16,,,,,,3.0,,,,,,,,,,,,,
2014-03-17,,,,,,9.0,,,,,,,,,,,,,
2014-03-18,,,,,,9.0,,,,,,,,,,,,,
2014-03-19,,,,,,9.0,12.0,,,,,,,,,,,,
2014-03-20,,,,,,12.0,,,,,,,,,,,,,
2014-03-21,7.0,,1.0,,9023.5019967556,9.0,3.0,87.92100000000002,3663.243,4342.368,,,6.339,650.7239999999999,,,,6.0600000000000005,
2014-03-22,7.0,,0.6666666666666666,0.0628472222222222,14118.723001956938,,,447.18000000000006,8061.164999999995,13820.295000000036,,,39.927,441.09300000000013,367.70400000000006,579.951,,3.0089999999999995,9.06
2014-03-23,6.75,0.75,0.25,0.03333333333333327,21480.839999198914,,3.0,897.7620000000004,9563.319000000003,107812.93500000003,,,,205.19699999999995,54.998999999999995,580.7639999999999,,9.161999999999999,
2014-03-24,7.25,0.5,0.5,0.07916666666666672,17789.952002048496,,,180.77400000000003,9455.403000000002,3203.2049999999963,163.47600000000003,,12.272999999999998,250.89900000000003,2709.465000000001,751.6470000000003,974.1059999999995,62.001,
2014-03-25,6.2,0.4,-0.2,0.025694444444444443,21636.579003810875,3.0,,982.866,7251.704999999999,11956.01700000001,318.35999999999996,,30.768,217.14,368.9970000000002,97.42200000000001,,9.048,52.299
2014-03-26,7.75,0.5,0.75,0.0863155761862659,25656.081000566493,9.0,6.0,1876.3109999999997,4515.543000000003,8271.002999999999,184.047,,3.012,140.739,956.5410000000003,,,227.99699999999996,
2014-03-27,7.8,-0.4,0.8,0.027083333333333334,12508.265996932983,3.0,,631.7459999999999,2371.9559999999983,7319.999999999998,,,,289.86600000000004,1504.851,3.0300000000000002,337.434,,43.187999999999995
2014-03-28,8.25,-0.25,1.0,0.07977843915343913,31402.45200562479,12.0,,1529.912999999999,7925.885999999998,16895.574000000015,168.21299999999997,,18.288,737.6940000000001,881.1569999999999,2951.3070000000007,51.57600000000001,212.916,
2014-03-29,8.0,-0.4,1.0,0.08229166666666665,22550.930997133255,15.0,,1364.7359999999996,10434.668999999996,9500.343000000015,,,,191.667,566.541,473.1059999999999,,9.726,
2014-03-30,7.75,-1.0,1.0,0.1119565217391305,26007.872996807102,6.0,3.0,4152.039,10480.563000000004,9532.67399999999,64.803,,,125.44499999999998,1475.6789999999999,,,12.182999999999998,152.01
2014-03-31,7.0,-0.2,0.2,0.08333333333333331,20426.714998483658,9.0,,1870.1250000000002,10090.823999999993,6231.005999999993,291.84600000000006,,12.299999999999999,148.527,30.435,1729.1489999999997,,12.129000000000001,
