time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,9.0,3.0,,,,,,,,,,,,
2014-02-18,,,,,,,,,,,,,,,,,,,
2014-02-19,,,,,,3.0,27.0,,,,,,,,,,,,
2014-02-20,,,,,,,9.0,,,,,,,,,,,,
2014-02-21,,,,,,,,,,,,,,,,,,,
2014-02-22,,,,,,3.0,24.0,,,,,,,,,,,,
2014-02-23,,,,,,3.0,3.0,,,,,,,,,,,,
2014-02-24,,,,,,,3.0,,,,,,,,,,,,
2014-02-25,,,,,,6.0,,,,,,,,,,,,,
2014-02-26,,,,,,,,,,,,,,,,,,,
2014-02-27,,,,,,,6.0,,,,,,,,,,,,
2014-02-28,,,,,,,6.0,,,,,,,,,,,,
2014-03-01,,,,,,,,,,,,,,,,,,,
2014-03-02,,,,,,,3.0,,,,,,,,,,,,
2014-03-03,,,,,,,,,,,,,,,,,,,
2014-03-04,,,,,,9.0,3.0,,,,,,,,,,,,
2014-03-05,,,,,,9.0,,,,,,,,,,,,,
2014-03-06,,,,,,15.0,3.0,,,,,,,,,,,,
2014-03-07,,,,,,,15.0,,,,,,,,,,,,
2014-03-08,,,,,,,18.0,,,,,,,,,,,,
2014-03-09,,,,,,,,,,,,,,,,,,,
2014-03-10,,,,,,6.0,,,,,,,,,,,,,
2014-03-11,,,,,,,,,,,,,,,,,,,
2014-03-12,,,,,,,,,,,,,,,,,,,
2014-03-13,,,,,,9.0,15.0,,,,,,,,,,,,
2014-03-14,,,,,,6.0,3.0,,,,,,,,,,,,
2014-03-15,,,,,,6.0,9.0,,,,,,,,,,,,
2014-03-16,,,,,,,,,,,,,,,,,,,
2014-03-17,,,,,,3.0,,,,,,,,,,,,,
2014-03-18,,,,,,,,,,,,,,,,,,,
2014-03-19,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-20,,,,,,,9.0,,,,,,,,,,,,
2014-03-21,,,,,,9.0,6.0,,,,,,,,,,,,
2014-03-22,,,,,,,3.0,,,,,,,,,,,,
2014-03-23,,,,,,12.0,,,,,,,,,,,,,
2014-03-24,,,,,,,3.0,,,,,,,,,,,,
2014-03-25,,,,,,,24.0,,,,,,,,,,,,
2014-03-26,,,,,,,,,,,,,,,,,,,
2014-03-27,,,,,,,,,,,,,,,,,,,
2014-03-28,,,,,,,,,,,,,,,,,,,
2014-03-29,,,,,,,,,,,,,,,,,,,
2014-03-30,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,3.0,12.0,,,,,,,,,,,,
2014-04-01,,,,,,6.0,9.0,,,,,,,,,,,,
2014-04-02,8.5,0.25,1.5,0.15358132140520148,8183.522998094559,,6.0,667.2750000000003,2767.034999999998,21.069,,,1125.3090000000007,511.347,6548.61,,,42.378,
2014-04-03,7.25,-1.0,0.25,0.188691342088908,11817.99600076675,,,399.04200000000026,5608.563,,,,3898.7850000000003,413.67000000000013,4475.955000000001,272.151,,,
2014-04-04,8.0,-1.25,0.75,0.015126292203892647,11901.227996349338,3.0,,40.565999999999995,2480.118,516.198,,,378.96600000000007,208.32,5952.780000000002,2333.7,,,
2014-04-05,8.2,0.8,0.8,0.14988214995833676,20418.234000921253,,6.0,455.7119999999999,7372.766999999996,,,,2565.6360000000045,262.96500000000003,8289.399000000001,950.982,,,
2014-04-06,7.75,,0.8,0.11463534506164207,28595.708998918522,,18.0,725.8019999999999,6425.895000000001,,,,1038.956999999999,645.912,21370.992000000006,,,45.174,
2014-04-07,7.2,-0.6,0.2,0.19540927482103942,33575.77800178527,,,799.9169999999999,7470.339,141.426,,,2390.891999999996,704.9400000000002,21980.774999999965,,,,
2014-04-08,7.8,-0.8,1.0,0.13756706347311953,44619.912001132965,,12.0,3632.199,13607.330999999987,2090.3999999999996,,,4298.612999999999,217.47599999999997,20551.604999999992,548.967,,,
2014-04-09,7.6,0.4,0.4,0.0684037452212791,16852.12800192833,,,704.5649999999997,9455.74500000001,,,,1797.9869999999983,184.82400000000004,9582.957000000002,,,6.045,
2014-04-10,8.6,0.4,1.4,0.16764379758289924,21931.56299257278,3.0,9.0,1253.766,5936.577,147.603,,,2013.3449999999984,2139.8370000000004,10439.832,,,,
2014-04-11,7.2,0.2,0.6,0.018978234747998615,20661.395999908458,,,78.297,7528.376999999999,300.71400000000017,81.549,,2964.315,168.867,9519.060000000007,,,12.123000000000001,
2014-04-12,8.25,1.0,0.75,0.11546995747559537,7996.979997396465,,3.0,249.096,5512.599000000003,290.35799999999995,,,876.0749999999994,199.47899999999993,449.94,414.80099999999993,,,
2014-04-13,8.2,,0.6,0.07499411788569071,33526.57199549675,,,1146.4409999999996,7339.011,,,,1677.9659999999976,193.701,11565.294000000004,533.466,,,
2014-04-14,8.0,-0.8,1.0,0.1411580209917355,23528.418003559113,,,1040.8379999999997,6099.3,274.407,,,2331.3959999999984,529.68,15902.147999999997,,,,
2014-04-15,8.25,-0.5,1.0,0.197383167629089,27617.672988653183,,3.0,327.489,12990.672000000006,129.48,,,2454.4230000000043,229.27799999999996,11709.224999999993,,,,
2014-04-16,7.8,,1.0,0.03188956858021307,35735.17199778555,3.0,15.0,1009.6860000000004,9337.964999999993,6488.889000000004,3.012,,1898.7059999999956,389.77800000000013,15507.29400000001,1232.193,,,
2014-04-17,7.6,0.8,0.8,0.10466354394673524,18975.063000440594,6.0,12.0,599.1749999999998,26557.631999999994,66.92999999999999,,,2477.5740000000014,192.867,7964.895000000001,208.24199999999996,,9.054,
2014-04-18,8.0,-0.25,0.25,0.1547806052191322,27015.723001241677,3.0,3.0,1593.411,8536.674000000003,1463.676,,,4184.319000000004,307.55400000000003,13901.945999999993,194.70600000000002,,12.093,
2014-04-19,7.0,-0.6,0.2,0.07083333333333332,22518.107998609543,3.0,9.0,1079.019,6452.295000000002,,,,99849.063,283.27200000000005,12883.949999999995,90.84,,,
2014-04-20,7.5,-0.5,0.75,0.008417145593869734,9254.133000612263,,,213.93299999999996,3044.5079999999994,,,,636.0269999999999,265.395,4824.390000000002,,,,
2014-04-21,7.2,,0.4,0.11076388888888887,11241.057000875477,,,102.075,3703.7790000000036,,,,984.015,561.0569999999999,6156.468000000001,,,,
2014-04-22,6.4,-0.2,,0.16646602328706817,38843.402997493744,9.0,33.0,5001.522000000002,14574.756000000014,470.66999999999996,,,5227.682999999999,142.61399999999998,11765.931000000015,2028.2879999999998,,24.261000000000003,
2014-04-23,7.6,0.6,0.6,0.09481132256815124,36068.9400036335,12.0,3.0,1093.8179999999988,10000.334999999992,1193.2620000000002,,,4800.599999999996,114.60600000000001,12248.094000000001,1257.4589999999992,,81.18599999999999,
2014-04-24,7.8,0.2,1.0,0.18661315132741282,28801.518007993713,,9.0,1252.745999999999,11156.727,3266.907,,,3189.215999999999,144.65099999999998,9510.135,1663.3289999999997,,,
2014-04-25,7.5,,0.75,0.16510803391777296,11759.442002534866,,3.0,1695.2219999999998,7104.662999999986,,,,1982.4210000000019,139.065,388.21200000000005,664.3050000000001,,9.18,
2014-04-26,6.0,,,0.2693350926791291,31437.98400807381,6.0,12.0,1682.6519999999991,10331.66400000001,,,,3102.8070000000043,466.4640000000001,15627.902999999998,141.546,,,
2014-04-27,6.5,-0.75,,0.04489559826132297,21235.170000314713,,,3913.0050000000006,2672.8410000000026,953.7059999999998,,,1551.2790000000005,159.75900000000004,14867.781000000003,,,,
