time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,18.0,,,,,,,,,,,,,
2014-02-18,,,,,,48.0,6.0,,,,,,,,,,,,
2014-02-19,,,,,,21.0,,,,,,,,,,,,,
2014-02-20,,,,,,6.0,,,,,,,,,,,,,
2014-02-21,,,,,,6.0,3.0,,,,,,,,,,,,
2014-02-22,,,,,,6.0,45.0,,,,,,,,,,,,
2014-02-23,,,,,,15.0,9.0,,,,,,,,,,,,
2014-02-24,,,,,,3.0,6.0,,,,,,,,,,,,
2014-02-25,,,,,,,,,,,,,,,,,,,
2014-02-26,,,,,,3.0,,,,,,,,,,,,,
2014-02-27,,,,,,21.0,,,,,,,,,,,,,
2014-02-28,,,,,,9.0,,,,,,,,,,,,,
2014-03-01,,,,,,3.0,6.0,,,,,,,,,,,,
2014-03-02,,,,,,9.0,,,,,,,,,,,,,
2014-03-03,,,,,,21.0,,,,,,,,,,,,,
2014-03-04,,,,,,6.0,,,,,,,,,,,,,
2014-03-05,,,,,,6.0,6.0,,,,,,,,,,,,
2014-03-06,,,,,,9.0,,,,,,,,,,,,,
2014-03-07,,,,,,15.0,3.0,,,,,,,,,,,,
2014-03-08,,,,,,30.0,,,,,,,,,,,,,
2014-03-09,,,,,,,6.0,,,,,,,,,,,,
2014-03-10,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-11,,,,,,6.0,,,,,,,,,,,,,
2014-03-12,,,,,,6.0,,,,,,,,,,,,,
2014-03-13,,,,,,6.0,,,,,,,,,,,,,
2014-03-14,,,,,,,,,,,,,,,,,,,
2014-03-15,,,,,,6.0,9.0,,,,,,,,,,,,
2014-03-16,,,,,,,3.0,,,,,,,,,,,,
2014-03-17,,,,,,6.0,,,,,,,,,,,,,
2014-03-18,,,,,,6.0,,,,,,,,,,,,,
2014-03-19,,,,,,6.0,,,,,,,,,,,,,
2014-03-20,,,,,,,,,,,,,,,,,,,
2014-03-21,,,,,,12.0,,,,,,,,,,,,,
2014-03-22,,,,,,,6.0,,,,,,,,,,,,
2014-03-23,7.5,0.5,1.0,,,,9.0,,,,,,,,,,,,
2014-03-24,7.0,-0.25,,,,6.0,6.0,,,,,,,,,,,,
2014-03-25,6.6,-0.2,0.2,,,,,,,,,,,,,,,,
2014-03-26,6.4,0.6,,,,6.0,,,,,,,,,,,,,
2014-03-27,6.2,-0.2,0.2,,,,,,,,,,,,,,,,
2014-03-28,8.0,0.2,1.0,,,12.0,,,,,,,,,,,,,
2014-03-29,8.2,-0.2,1.0,,,3.0,,,,,,,,,,,,,
2014-03-30,7.2,,0.4,,,,,,,,,,,,,,,,
2014-03-31,7.0,0.6,0.4,,,,,,,,,,,,,,,,
2014-04-01,6.6,0.4,-0.2,,,12.0,6.0,,,,,,,,,,,,
2014-04-02,6.4,,,,,,6.0,,,,,,,,,,,,
2014-04-03,6.8,-0.2,0.6,,,,,,,,,,,,,,,,
2014-04-04,6.75,0.75,0.25,,,3.0,,,,,,,,,,,,,
2014-04-05,8.0,1.0,1.0,,,12.0,6.0,,,,,,,,,,,,
2014-04-06,6.75,,,,,,,,,,,,,,,,,,
2014-04-07,6.75,0.25,,,,,9.0,,,,,,,,,,,,
2014-04-08,6.4,,,,,,,,,,,,,,,,,,
2014-04-09,6.4,,,,,,,,,,,,,,,,,,
2014-04-10,6.6,-0.2,0.2,,,,,,,,,,,,,,,,
2014-04-11,6.6,0.8,0.2,,,27.0,3.0,,,,,,,,,,,,
2014-04-12,7.75,1.0,1.0,,,,,,,,,,,,,,,,
2014-04-13,7.0,-0.2,,0.06821617232883433,18449.343001127258,,,1883.8619999999994,2204.4060000000004,568.557,,,,275.862,14275.962000000001,,,,9.072
2014-04-14,7.4,0.4,0.4,0.06502444995092051,18375.329999685287,6.0,,3431.3819999999955,3254.3910000000055,522.8879999999999,,,,139.089,10869.282000000001,,,,151.155
2014-04-15,6.8,0.2,0.4,0.10020306145056894,25872.455996274948,,12.0,7959.687000000007,1836.2909999999995,,,,398.937,172.20600000000002,16204.09800000001,,,,
2014-04-16,6.8,0.2,0.2,0.08589519140989732,10581.35100245477,3.0,3.0,63175.422000000006,1342.8360000000002,,,,,196.212,7311.512999999997,,449.646,,
2014-04-17,6.0,,-0.2,0.0815159185142984,18306.834001779538,,,4738.202999999996,6884.049000000006,,,,,126.795,7906.0229999999965,323.625,,,
2014-04-18,7.2,0.6,0.8,0.07688394772517214,31387.701001167312,,21.0,13635.612000000001,9546.966,,,,,161.17200000000003,18609.73800000001,,,,
2014-04-19,8.0,1.0,1.0,0.21578447641476223,9569.32800221444,,,34646.45999999995,3175.058999999997,,,,,127.38,4960.191000000004,,,,
2014-04-20,8.0,0.6,1.0,0.032867156570258786,21389.444998741143,,,1102.935000000001,2615.069999999999,192.837,,,,190.36199999999994,17211.807,,,69.246,
2014-04-21,6.4,-0.2,,0.09398120123755721,23151.71700167656,,,2522.1600000000017,6336.425999999999,571.629,,,,127.28099999999996,13642.443,,,66.336,
2014-04-22,7.25,0.5,1.0,0.10722584231432682,22752.462005853653,,,19706.58300000004,7900.097999999995,,,,,138.75300000000001,7020.333000000007,,6.026999999999999,,18.657
2014-04-23,6.2,0.2,0.2,0.09609128962319392,19716.450001716625,3.0,3.0,4554.071999999997,4363.737,33.321000000000005,,,,185.45699999999997,10528.839000000002,,,,36.669
