time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,,12.0,,,,,,,,,,,,
2014-02-18,,,,,,,6.0,,,,,,,,,,,,
2014-02-19,,,,,,,,,,,,,,,,,,,
2014-02-20,,,,,,,,,,,,,,,,,,,
2014-02-21,,,,,,,,,,,,,,,,,,,
2014-02-22,,,,,,,,,,,,,,,,,,,
2014-02-23,,,,,,,,,,,,,,,,,,,
2014-02-24,,,,,,,,,,,,,,,,,,,
2014-02-25,,,,,,3.0,,,,,,,,,,,,,
2014-02-26,,,,,,,,,,,,,,,,,,,
2014-02-27,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,12.0,,,,,,,,,,,,
2014-03-01,,,,,,,,,,,,,,,,,,,
2014-03-02,,,,,,,,,,,,,,,,,,,
2014-03-03,,,,,,,21.0,,,,,,,,,,,,
2014-03-04,,,,,,,,,,,,,,,,,,,
2014-03-05,6.333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,
2014-03-06,7.2,-0.6,0.6,,,,39.0,,,,,,,,,,,,
2014-03-07,7.4,0.6,1.2,,,,9.0,,,,,,,,,,,,
2014-03-08,7.0,,1.0,,,,,,,,,,,,,,,,
2014-03-09,7.2,-1.0,1.2,,,,,,,,,,,,,,,,
2014-03-10,6.8,-1.0,0.6,,,,12.0,,,,,,,,,,,,
2014-03-11,6.6,0.4,0.4,,,,9.0,,,,,,,,,,,,
2014-03-12,7.0,0.6,1.0,,,,,,,,,,,,,,,,
2014-03-13,6.6,,0.6,,2477.9940011501285,,33.0,507.6360000000001,861.5639999999999,,,,,626.5649999999998,602.853,,,39.18600000000001,
2014-03-14,7.4,-0.2,1.2,,10132.146002054214,,33.0,1778.198999999999,1148.307,,,,,126.77399999999999,2584.5209999999993,3832.0350000000003,540.741,60.32700000000001,
2014-03-15,6.4,-0.6,0.6,,3602.4360008239782,,9.0,205.36800000000002,1146.6119999999994,232.77000000000004,,,51.257999999999996,215.175,1745.0640000000008,,,,
2014-03-16,7.0,-1.25,1.25,,7320.308999776841,,,447.68999999999994,5260.3859999999995,,,,,168.825,1408.2149999999995,,,33.357000000000006,
2014-03-17,5.4,,0.2,0.00555555555555555,4256.067000389097,,,169.75199999999995,17289.048000000003,,,,,205.18499999999995,20921.802,,,,
