"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
2014-03-04,7,0.5,2,0.207373650242366,20144.0189988613,15,9,442.905,6923.988,3494.616,63.24,16093.002,2715.054,108.582,3459.666,2476.746,NA,9.03,NA,0,1,0,0,0,0,0
2014-03-05,8,0.666666666666667,1.33333333333333,0.12463316853669,17507.0250041485,3,3,17707.956,7144.647,6068.691,181.656,7688.721,108.729,563.97,3593.814,423.327,NA,84.291,NA,0,0,1,0,0,0,0
2014-03-06,7.25,0.5,0.75,0.1891397978683,14969.3339989185,3,3,45367.527,10662.282,4999.674,181.656,7688.721,165.771,68.124,4475.928,5127.282,NA,48.147,NA,0,0,0,1,0,0,0
2014-03-07,7.5,0.75,1,0.0823465250619926,10494.3509988785,3,3,1711.815,6234.33299999999,5512.371,63.24,16093.002,446.55,144.951,2812.611,867.702,NA,104.649,NA,0,0,0,0,1,0,0
2014-03-08,7.6,0.4,0.8,0.0489995128486177,6785.31900072098,3,3,2055.69,19634.463,60.234,181.656,16093.002,147.618,431.055,2277.096,57.438,NA,126.417,NA,0,0,0,0,0,1,0
2014-03-09,7.2,0.8,1,0.0979860517653389,13644.8130054474,15,3,501.486,6234.33299999999,2796.252,181.656,16093.002,2369.19,117.444,3692.382,1175.832,NA,104.649,NA,0,0,0,0,0,0,1
2014-03-10,7.33333333333333,0.666666666666667,0.666666666666667,0.165953201886933,6281.25299835205,24,3,17707.956,7271.277,484.953,181.656,7688.721,777.456,2557.395,2301.18,1175.832,NA,126.417,NA,1,0,0,0,0,0,0
2014-03-12,6.4,0.2,0.2,0.102236284708848,23807.5469992161,3,3,7199.796,3599.475,5154.234,63.24,16093.002,93.384,338.757,4378.794,194.172,NA,315.252,NA,0,0,1,0,0,0,0
2014-03-13,7.25,0.75,0.75,0.0881963953222814,14074.7519981861,6,6,1377.09,6234.33299999999,6083.628,181.656,7688.721,201.177,66.672,7113.936,405.726,NA,13.947,NA,0,0,0,1,0,0,0
2014-03-14,8,1,1,0.0148827263568022,10731.3959991932,3,3,811.842,6923.988,5374.953,181.656,7688.721,153.756,68.124,2144.199,5127.282,NA,84.291,NA,0,0,0,0,1,0,0
2014-03-20,7.25,0.25,1,0.0423028837784571,4892.18399906159,3,6,397.872,1368.693,749.712,63.24,16093.002,201.177,334.455,2812.611,216.156,NA,9.237,NA,0,0,0,1,0,0,0
2014-03-21,7.4,0.8,1,0.167974428454457,15685.5419983864,6,3,57876.066,20916.468,4187.502,181.656,7688.721,147.618,135.486,4883.778,814.278,NA,104.649,NA,0,0,0,0,1,0,0
2014-03-22,7.4,0.4,0.8,0.192769587553984,17936.1600022316,6,3,5975.577,29925.423,4999.674,181.656,16093.002,147.618,431.055,4067.664,194.172,NA,51.378,NA,0,0,0,0,0,1,0
2014-03-23,7.4,0.8,0.8,0.0700927019004038,16421.777998209,3,3,7199.796,8429.574,6436.827,63.24,16093.002,153.756,105.558,4662.726,405.726,NA,104.649,NA,0,0,0,0,0,0,1
2014-03-24,7,0.666666666666667,0.666666666666667,0.169408738292795,35863.0230002403,12,3,2668.92,7271.277,2165.916,181.656,7688.721,1056.951,108.582,3825.204,2070.357,NA,126.417,NA,1,0,0,0,0,0,0
2014-03-25,7.5,0.5,1,0.0620226686501575,10494.3509988785,12,6,387.96,3867.171,5374.953,63.24,7688.721,807.966,81.3,4121.838,5127.282,NA,29.598,NA,0,1,0,0,0,0,0
2014-03-26,7.2,0.2,0.8,0.0685370970422067,21238.863004446,6,3,1813.737,5120.976,9210.126,63.24,7688.721,165.771,338.757,4407.546,247.716,NA,256.353,NA,0,0,1,0,0,0,0
2014-03-27,7.2,0.4,0.6,0.0906331678707439,17475.3960042,6,3,1991.943,14670.453,6109.182,181.656,7688.721,90.363,135.636,4501.53,789.501,NA,48.147,NA,0,0,0,1,0,0,0
2014-03-28,7.2,0.6,1,0.251036829986232,28290.6480023861,3,3,1129.68,11830.347,2373.042,181.656,7688.721,90.363,612.483,3484.23,989.85,NA,12.093,NA,0,0,0,0,1,0,0
