time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,12.0,,,,,,,,,,,,,
2014-02-18,,,,,,6.0,,,,,,,,,,,,,
2014-02-19,,,,,,18.0,,,,,,,,,,,,,
2014-02-20,,,,,,,,,,,,,,,,,,,
2014-02-21,,,,,,9.0,,,,,,,,,,,,,
2014-02-22,,,,,,,,,,,,,,,,,,,
2014-02-23,,,,,,,,,,,,,,,,,,,
2014-02-24,,,,,,51.0,,,,,,,,,,,,,
2014-02-25,,,,,,18.0,,,,,,,,,,,,,
2014-02-26,,,,,,3.0,,,,,,,,,,,,,
2014-02-27,,,,,,3.0,,,,,,,,,,,,,
2014-02-28,,,,,,15.0,,,,,,,,,,,,,
2014-03-01,,,,,,6.0,,,,,,,,,,,,,
2014-03-02,,,,,,3.0,,,,,,,,,,,,,
2014-03-03,,,,,,42.0,,,,,,,,,,,,,
2014-03-04,,,,,,15.0,,,,,,,,,,,,,
2014-03-05,,,,,,6.0,,,,,,,,,,,,,
2014-03-06,,,,,,18.0,,,,,,,,,,,,,
2014-03-07,,,,,,33.0,,,,,,,,,,,,,
2014-03-08,,,,,,15.0,,,,,,,,,,,,,
2014-03-09,,,,,,9.0,,,,,,,,,,,,,
2014-03-10,,,,,,9.0,,,,,,,,,,,,,
2014-03-11,,,,,,24.0,,,,,,,,,,,,,
2014-03-12,,,,,,24.0,,,,,,,,,,,,,
2014-03-13,,,,,,48.0,,,,,,,,,,,,,
2014-03-14,,,,,,21.0,,,,,,,,,,,,,
2014-03-15,,,,,,27.0,,,,,,,,,,,,,
2014-03-16,,,,,,,,,,,,,,,,,,,
2014-03-17,,,,,,6.0,,,,,,,,,,,,,
2014-03-18,,,,,,12.0,,,,,,,,,,,,,
2014-03-19,,,,,,9.0,,,,,,,,,,,,,
2014-03-20,,,,,,15.0,,,,,,,,,,,,,
2014-03-21,,,,,,27.0,,,,,,,,,,,,,
2014-03-22,,,,,,,,,,,,,,,,,,,
2014-03-23,,,,,,12.0,,,,,,,,,,,,,
2014-03-24,,,,,,3.0,,,,,,,,,,,,,
2014-03-25,,,,,,,,,,,,,,,,,,,
2014-03-26,,,,,,21.0,,,,,,,,,,,,,
2014-03-27,,,,,,18.0,,,,,,,,,,,,,
2014-03-28,,,,,,54.0,,,,,,,,,,,,,
2014-03-29,,,,,,,15.0,,,,,,,,,,,,
2014-03-30,,,,,,,12.0,,,,,,,,,,,,
