time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,,3.0,,,,,,,,,,,,
2014-02-18,,,,,,6.0,,,,,,,,,,,,,
2014-02-19,,,,,,6.0,3.0,,,,,,,,,,,,
2014-02-20,,,,,,3.0,,,,,,,,,,,,,
2014-02-21,,,,,,48.0,6.0,,,,,,,,,,,,
2014-02-22,,,,,,30.0,15.0,,,,,,,,,,,,
2014-02-23,,,,,,6.0,,,,,,,,,,,,,
2014-02-24,,,,,,3.0,,,,,,,,,,,,,
2014-02-25,,,,,,,,,,,,,,,,,,,
2014-02-26,,,,,,,3.0,,,,,,,,,,,,
2014-02-27,,,,,,3.0,3.0,,,,,,,,,,,,
2014-02-28,,,,,,6.0,,,,,,,,,,,,,
2014-03-01,,,,,,21.0,9.0,,,,,,,,,,,,
2014-03-02,,,,,,6.0,,,,,,,,,,,,,
2014-03-03,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-04,,,,,,,,,,,,,,,,,,,
2014-03-05,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-06,,,,,,,,,,,,,,,,,,,
2014-03-07,,,,,,6.0,,,,,,,,,,,,,
2014-03-08,,,,,,6.0,9.0,,,,,,,,,,,,
2014-03-09,,,,,,,9.0,,,,,,,,,,,,
2014-03-10,,,,,,12.0,,,,,,,,,,,,,
2014-03-11,,,,,,9.0,,,,,,,,,,,,,
2014-03-12,,,,,,,,,,,,,,,,,,,
2014-03-13,,,,,,9.0,,,,,,,,,,,,,
2014-03-14,,,,,,66.0,3.0,,,,,,,,,,,,
2014-03-15,,,,,,15.0,3.0,,,,,,,,,,,,
2014-03-16,,,,,,6.0,,,,,,,,,,,,,
2014-03-17,,,,,,15.0,6.0,,,,,,,,,,,,
2014-03-18,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-19,,,,,,6.0,6.0,,,,,,,,,,,,
2014-03-20,,,,,,33.0,3.0,,,,,,,,,,,,
2014-03-21,9.0,1.0,2.0,,4994.862002849578,15.0,6.0,504.1649999999999,5174.217000000001,2838.0509999999995,,,30.137999999999998,1630.7640000000004,,,,,
2014-03-22,7.8,0.8,1.0,0.19138830864508607,7930.611001253128,24.0,3.0,1446.2639999999997,1375.4850000000001,11746.572000000006,,,,267.648,,505.635,,13.049999999999999,
2014-03-23,8.2,-0.2,1.2,0.10024669839421171,15145.011001825333,3.0,3.0,1477.7279999999996,4509.365999999997,5224.173000000003,109.09200000000001,,485.9939999999999,754.587,,826.2150000000003,,,134.562
2014-03-24,7.8,-0.6,1.4,0.09074022242156701,18744.137998580933,9.0,,276.7379999999999,6847.008000000005,11724.129000000014,315.651,,375.97499999999997,2553.0510000000013,,,33.192,15.408000000000001,
