time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,,3.0,,,,,,,,,,,,
2014-02-18,,,,,,3.0,,,,,,,,,,,,,
2014-02-19,,,,,,,,,,,,,,,,,,,
2014-02-20,,,,,,3.0,,,,,,,,,,,,,
2014-02-21,,,,,,,,,,,,,,,,,,,
2014-02-22,,,,,,3.0,9.0,,,,,,,,,,,,
2014-02-23,,,,,,,,,,,,,,,,,,,
2014-02-24,,,,,,15.0,6.0,,,,,,,,,,,,
2014-02-25,,,,,,,9.0,,,,,,,,,,,,
2014-02-26,,,,,,6.0,9.0,,,,,,,,,,,,
2014-02-27,,,,,,3.0,,,,,,,,,,,,,
2014-02-28,,,,,,18.0,,,,,,,,,,,,,
2014-03-01,,,,,,12.0,6.0,,,,,,,,,,,,
2014-03-02,,,,,,,,,,,,,,,,,,,
2014-03-03,,,,,,,9.0,,,,,,,,,,,,
2014-03-04,,,,,,24.0,3.0,,,,,,,,,,,,
2014-03-05,,,,,,,,,,,,,,,,,,,
2014-03-06,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-07,,,,,,6.0,3.0,,,,,,,,,,,,
2014-03-08,,,,,,24.0,21.0,,,,,,,,,,,,
2014-03-09,,,,,,,,,,,,,,,,,,,
2014-03-10,,,,,,24.0,6.0,,,,,,,,,,,,
2014-03-11,,,,,,6.0,3.0,,,,,,,,,,,,
2014-03-12,,,,,,,,,,,,,,,,,,,
2014-03-13,,,,,,9.0,3.0,,,,,,,,,,,,
2014-03-14,,,,,,21.0,15.0,,,,,,,,,,,,
2014-03-15,,,,,,3.0,,,,,,,,,,,,,
2014-03-16,,,,,,,3.0,,,,,,,,,,,,
2014-03-17,,,,,,3.0,,,,,,,,,,,,,
2014-03-18,,,,,,3.0,,,,,,,,,,,,,
2014-03-19,,,,,,,3.0,,,,,,,,,,,,
2014-03-20,,,,,,3.0,6.0,,,,,,,,,,,,
2014-03-21,,,,,,3.0,,,,,,,,,,,,,
2014-03-22,,,,,,,,,,,,,,,,,,,
2014-03-23,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-24,,,,,,9.0,3.0,,,,,,,,,,,,
2014-03-25,,,,,,3.0,,,,,,,,,,,,,
2014-03-26,,,,,,,,,,,,,,,,,,,
2014-03-27,,,,,,18.0,9.0,,,,,,,,,,,,
2014-03-28,,,,,,15.0,,,,,,,,,,,,,
2014-03-29,,,,,,6.0,,,,,,,,,,,,,
2014-03-30,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,3.0,6.0,,,,,,,,,,,,
2014-04-01,,,,0.16327075702075725,7486.406998872759,6.0,9.0,1844.0070000000023,4656.452999999998,,,,,342.075,146.77800000000005,,,72.279,
2014-04-02,6.666666666666667,,0.6666666666666666,0.23481701750490616,39966.0779979229,3.0,,4449.851999999996,3253.128000000001,498.6599999999998,174.50700000000003,,,262.49399999999997,867.0089999999996,,,426.111,
2014-04-03,6.6,0.6,1.0,0.19950165661345787,40121.37899923324,9.0,,1514.1899999999998,2658.9,379.6410000000001,57.22200000000001,,,485.4,228.819,,,180.69000000000003,
2014-04-04,6.8,0.4,0.4,0.1338040504684527,7680.174000978463,6.0,,1786.2449999999997,401.63699999999994,530.4300000000002,,,,27.153,641.4689999999999,,,625.347,
2014-04-05,7.4,0.8,0.6,0.2432023587309072,17325.69000077246,15.0,,4424.126999999995,2136.470999999999,635.0339999999999,6.102,,993.0539999999999,407.3489999999999,,153.76199999999997,,373.56000000000006,
2014-04-06,6.6,,0.2,0.16746382304680313,22942.439998626698,3.0,3.0,5773.251000000005,2527.5809999999988,437.27700000000004,162.13499999999996,,,139.149,51.123000000000005,,,120.759,
2014-04-07,6.6,0.2,0.2,0.14697043087965847,16615.27200150491,3.0,6.0,2640.5520000000006,2502.5789999999997,132.56699999999998,108.47099999999999,,,33.105000000000004,180.68999999999997,,,,
2014-04-08,7.0,0.6,0.6,0.1430965546015584,9698.120996475222,3.0,,4258.487999999998,2810.9099999999994,861.6480000000003,193.056,,73.40399999999998,760.683,926.478,,,353.60999999999996,
2014-04-09,7.0,0.2,0.6,0.21966037814426126,11999.258997917177,3.0,,3666.963000000001,7006.145999999999,712.986,81.285,,36.918000000000006,213.37200000000004,689.1030000000001,,,189.98699999999997,
