time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,3.0,,,,,,,,,,,,,
2014-02-18,,,,,,6.0,,,,,,,,,,,,,
2014-02-19,,,,,,,,,,,,,,,,,,,
2014-02-20,,,,,,3.0,,,,,,,,,,,,,
2014-02-21,,,,,,15.0,,,,,,,,,,,,,
2014-02-22,,,,,,39.0,18.0,,,,,,,,,,,,
2014-02-23,,,,,,,3.0,,,,,,,,,,,,
2014-02-24,,,,,,3.0,,,,,,,,,,,,,
2014-02-25,,,,,,3.0,,,,,,,,,,,,,
2014-02-26,,,,,,6.0,,,,,,,,,,,,,
2014-02-27,,,,,,3.0,,,,,,,,,,,,,
2014-02-28,,,,,,3.0,,,,,,,,,,,,,
2014-03-01,,,,,,,,,,,,,,,,,,,
2014-03-02,,,,,,9.0,,,,,,,,,,,,,
2014-03-03,,,,,,3.0,,,,,,,,,,,,,
2014-03-04,,,,,,3.0,,,,,,,,,,,,,
2014-03-05,,,,,,,,,,,,,,,,,,,
2014-03-06,,,,,,6.0,,,,,,,,,,,,,
2014-03-07,,,,,,3.0,,,,,,,,,,,,,
2014-03-08,,,,,,,,,,,,,,,,,,,
2014-03-09,,,,,,,,,,,,,,,,,,,
2014-03-10,,,,,,6.0,,,,,,,,,,,,,
2014-03-11,,,,,,15.0,,,,,,,,,,,,,
2014-03-12,,,,,,6.0,15.0,,,,,,,,,,,,
2014-03-13,,,,,,,,,,,,,,,,,,,
2014-03-14,,,,,,3.0,,,,,,,,,,,,,
2014-03-15,,,,,,,,,,,,,,,,,,,
2014-03-16,,,,,,,,,,,,,,,,,,,
2014-03-17,,,,,,3.0,,,,,,,,,,,,,
2014-03-18,,,,,,15.0,,,,,,,,,,,,,
2014-03-19,,,,,,9.0,,,,,,,,,,,,,
2014-03-20,7.0,0.3333333333333333,1.0,0.0822704081632655,19921.929001092896,6.0,,1994.5979999999995,6033.909000000003,5790.182999999999,115.65299999999995,,684.414,1066.3440000000005,2334.227999999999,,88.11899999999999,93.465,
2014-03-21,7.8,-0.4,1.2,0.21225946811473123,29476.99199795721,9.0,6.0,2835.438000000001,9326.423999999997,12846.258000000005,,,,1406.319,5056.302,,185.4,261.645,
2014-03-22,7.6,-0.8,1.0,0.22079067100843272,43573.80599927902,,,3887.534999999995,25790.889000000043,6154.589999999999,,,,3279.0539999999996,5711.841,,216.98400000000004,223.3020000000001,
2014-03-23,7.8,-0.6,1.0,0.1212586113947738,48091.64099764822,,,2795.271000000001,14801.151000000009,17025.198000000015,,,,2386.131,9524.606999999995,,154.227,229.24800000000002,1100.8110000000004
