"time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","day_0","day_1","day_2","day_3","day_4","day_5","day_6"
2014-03-14,8,-1,2,0.20016636094206,11245.0199980736,6,2,514.142,8724.858,538.818,NA,NA,NA,716.83,937.298,NA,14.088,57.314,NA,0,0,0,0,1,0,0
2014-03-15,6.2,-1.4,0.4,0.0501977228988562,17807.5640001297,6,2,1595.618,12729.976,4101.652,NA,NA,NA,349.862,1367.146,NA,373.754,82.634,NA,0,0,0,0,0,1,0
2014-03-16,6.33333333333333,-0.666666666666667,0.6,0.15361895279047,11096.0979976654,6,2,779.546,8379.92800000001,1560.66,NA,NA,NA,177.37,2282.06,NA,110.688,56.746,NA,0,0,0,0,0,0,1
2014-03-17,6,-0.4,0.4,0.083370520962047,11227.6480026245,2,4,1679.194,3548.058,2041.644,NA,NA,NA,296.544,1763.11,NA,14.136,38.656,NA,1,0,0,0,0,0,0
2014-03-18,7.5,0.25,1,0.113195906157921,14354.0520014763,18,2,845.548,8823.042,1810.74,NA,NA,NA,134.668,1667.416,NA,56.578,115.832,NA,0,1,0,0,0,0,0
2014-03-19,6.75,1,0.75,0.133691264926536,12191.6200022697,2,4,471.614,8641.482,2062.354,NA,NA,NA,244.794,617.598,NA,46.786,30.18,NA,0,0,1,0,0,0,0
2014-03-20,7.2,1,0.8,0.118456799386123,9725.7319984436,2,2,244.416,8973.726,1024.836,NA,NA,NA,314.392,14.322,NA,14.088,24.36,NA,0,0,0,1,0,0,0
2014-03-21,7.25,-0.8,1,0.0501977228988562,6064.63799905777,4,6,787.588,4534.758,751.584,NA,NA,NA,107.696,1533.946,NA,439.072,145.996,NA,0,0,0,0,1,0,0
2014-03-22,3.75,-2,-1,0.0185609923352062,3612.35999917984,2,2,26.082,2197.138,1283.842,NA,NA,NA,236.102,1367.146,NA,360.736,14.072,NA,0,0,0,0,0,1,0
2014-03-23,4.4,-1.4,-1,0.0852428972480861,7983.63200044632,2,18,538.928,5760.896,1498.678,NA,NA,NA,182.554,925.01,NA,110.666,38.656,NA,0,0,0,0,0,0,1
2014-03-24,3.75,-2,-1,0.00653587207270855,8333.89000177383,8,2,2235.77,7305.342,1108.52,NA,NA,NA,248.14,690.296,NA,199.876,307.254,NA,1,0,0,0,0,0,0
2014-03-25,5.33333333333333,-1,0.333333333333333,0.0409668880042286,19046.2860021591,8,2,231.172,11863.018,5375.914,NA,NA,NA,507.414,690.014,NA,314.396,990.076,NA,0,1,0,0,0,0,0
2014-03-26,5.5,-0.5,0.25,0.0392365091937256,17046.0579991341,2,2,353.832,15101.8,1431.056,NA,NA,NA,187.406,475.182,NA,248.574,30.18,NA,0,0,1,0,0,0,0
2014-03-27,5.8,-0.6,0.2,0.0771758602536093,22527.0520033836,2,2,1241.716,17486.306,2274.408,NA,NA,NA,214.712,1419.098,NA,275.286,52.57,NA,0,0,0,1,0,0,0
2014-03-28,6.2,-0.8,0.6,0.0453245831682896,9612.56000041962,2,2,617.66,7535.35,8258.826,NA,NA,NA,223.444,690.014,NA,439.072,34.142,NA,0,0,0,0,1,0,0
2014-03-29,6.4,-0.4,1,0.10442318185053,5013.43800067902,6,2,947.02,3169.56,690.484,NA,NA,NA,182.782,14.322,NA,65.066,94.28,NA,0,0,0,0,0,1,0
2014-03-30,6.2,-0.8,0.8,0.0749195096161263,8264.56999874115,8,2,388.464,6471.242,720.884,NA,NA,NA,252.834,937.298,NA,45.842,191.79,NA,0,0,0,0,0,0,1
2014-03-31,6.8,-0.4,1,0.0553413217689974,2556.4819984436,4,2,220.754,1163.508,2539.428,NA,NA,NA,244.08,1786.15,NA,511.42,133.052,NA,1,0,0,0,0,0,0
2014-04-01,7,-0.666666666666667,1,0.07812598561495,9284.54999876023,2,2,919.21,5598.194,1838.094,NA,NA,NA,137.358,713.014,NA,104.976,38.262,NA,0,1,0,0,0,0,0
2014-04-02,7,-0.2,1,0.0731261412742347,6725.08599805832,2,6,777.06,3495.176,1303.012,NA,NA,NA,225.438,617.598,NA,351.248,20.212,NA,0,0,1,0,0,0,0
2014-04-03,7.2,-1,0.8,0.0527514853351881,9184.90199804305,2,18,1415.13,6053.754,503.824,NA,NA,NA,173.178,1289.524,NA,406.592,8.066,NA,0,0,0,1,0,0,0
2014-04-04,7,-0.8,1,0.0414565235748598,18280.390001297,6,6,3163.618,13055.024,545.462,NA,NA,NA,491.512,475.182,NA,481.04,45.022,NA,0,0,0,0,1,0,0
2014-04-05,7.5,0.4,1,0.069288464144074,4978.10600185394,2,6,558.288,2645.446,435.142,NA,NA,NA,916.94,1667.416,NA,235.052,10.08,NA,0,0,0,0,0,1,0
2014-04-06,6.8,-0.4,1,0.0773626381532749,8534.77000045777,4,2,458.794,7208.83800000001,1775.332,NA,NA,NA,131.786,12.072,NA,351.248,145.996,NA,0,0,0,0,0,0,1
2014-04-07,6.75,-0.25,0.75,0.066858694418972,10004.7579994202,2,2,942.166,8040.06799999999,697.026,NA,NA,NA,155.842,1045.982,NA,92.502,64.406,NA,1,0,0,0,0,0,0
2014-04-08,6.75,0.25,0.8,0.0851247802588243,4985.63800287247,2,4,543.674,2945.334,4001.68400000001,NA,NA,NA,1305.54,1763.11,NA,14.088,8.032,NA,0,1,0,0,0,0,0
2014-04-09,7,0.25,0.75,0.15361895279047,15815.1319971085,2,2,997.252,12457.184,1862.908,NA,NA,NA,288.672,14.322,NA,174.294,8.032,NA,0,0,1,0,0,0,0
2014-04-10,7.2,0.8,1,0.0133471201432326,6738.5560002327,2,2,979.442,4209.496,1759.77,NA,NA,NA,3792.316,515.328,NA,314.396,8.066,NA,0,0,0,1,0,0,0
2014-04-11,7,0.2,0.6,0.0946152502759936,11750.1960020065,2,2,2026.092,9562.80000000001,1103.382,NA,NA,42.254,201.976,145.086,NA,56.578,10.08,NA,0,0,0,0,1,0,0
2014-04-12,7,-1.4,1,0.0492988572542673,18569.5699973106,2,6,748.984,14116.618,1063.304,NA,NA,NA,205.076,1533.946,NA,297.386,76.882,NA,0,0,0,0,0,1,0
2014-04-13,7.5,0.333333333333333,1,0.114127383443937,4701.21600103378,26,2,1236.308,3337.282,403.922,NA,NA,NA,283.26,397.272,NA,32.148,990.076,NA,0,0,0,0,0,0,1
2014-04-14,6.4,-1.2,0.4,0.101723445115777,8094.94599962235,26,6,1248.552,2997.316,779.156,NA,NA,NA,297.256,2282.06,NA,492.786,148.198,NA,1,0,0,0,0,0,0
2014-04-15,7,0.2,0.8,0.0572965488566126,15080.5740017891,2,10,779.378,8593.38,1204.594,NA,NA,NA,1190.334,3123.774,NA,439.072,22.448,NA,0,1,0,0,0,0,0
2014-04-16,7.2,-0.6,0.8,0.105649431146176,3558.07199907303,6,10,448.948,2130.004,470.182,NA,NA,NA,252.942,925.01,NA,65.066,46.388,NA,0,0,1,0,0,0,0
2014-04-17,6.6,0.4,0.6,0.115038455622527,10927.0019993782,2,2,1164.872,8163.534,874.766,NA,NA,NA,173.652,1667.416,NA,80.106,80.728,NA,0,0,0,1,0,0,0
2014-04-18,7.5,0.25,1,0.115167407224606,11909.9140019417,2,2,2247.98,8339.88,1652.936,NA,NA,NA,539.212,1763.11,NA,385.038,6.056,NA,0,0,0,0,1,0,0
2014-04-19,7.2,-0.8,0.8,0.0608869898356053,4882.94200325012,4,18,232.934,2281.1,87.58,NA,NA,NA,225.104,1808.79,NA,211.576,28.57,NA,0,0,0,0,0,1,0
2014-04-20,7.2,-1.2,1,0.0353829927419272,15227.4599995613,4,2,745.718,9980.498,1239.094,NA,NA,NA,92.726,2942.504,NA,360.736,219.84,NA,0,0,0,0,0,0,1
2014-04-21,7.2,-0.6,1,0.101777458061116,15653.7159996033,4,2,867.096,11878.392,733.498,NA,NA,NA,125.264,1295.09,10.058,110.666,430.058,NA,1,0,0,0,0,0,0
2014-04-22,7.2,0.4,1,0.062847979755621,9500.3940038681,2,2,1051.6,4448.012,558.882,NA,NA,NA,304.232,2904.226,NA,195.134,24.36,NA,0,1,0,0,0,0,0
2014-04-23,7.2,-1,1,0.0809468968896285,9475.63799715042,4,2,489.712,6879.626,1932.006,NA,NA,NA,146.52,1776.306,NA,232.368,70.53,NA,0,0,1,0,0,0,0
2014-04-24,7.2,-0.75,1,0.0393710661860602,10127.3280010223,2,2,880.472,7848.442,198.352,NA,NA,NA,116.486,1087.73,NA,98.388,20.074,NA,0,0,0,1,0,0,0
2014-04-25,7.2,-1.2,1,0.0490527215183881,11500.288005352,6,4,3182.036,7012.454,1676.85,NA,NA,NA,131.564,2523.568,NA,436.792,70.53,NA,0,0,0,0,1,0,0
2014-04-26,7.8,-0.8,1,0.20016636094206,10963.0100007057,4,2,1377.948,6728.00599999999,2340.97,NA,NA,NA,293.308,1419.098,NA,32.148,144.918,NA,0,0,0,0,0,1,0
2014-04-27,7.4,-0.6,1,0.018822482895968,6093.68000173569,26,14,260.144,6339.20400000001,460.234,NA,NA,NA,435.15,1045.982,NA,360.736,157.516,NA,0,0,0,0,0,0,1
