time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,6.0,,,,,,,,,,,,,
2014-02-18,,,,,,,,,,,,,,,,,,,
2014-02-19,,,,,,,,,,,,,,,,,,,
2014-02-20,,,,,,18.0,,,,,,,,,,,,,
2014-02-21,,,,,,3.0,3.0,,,,,,,,,,,,
2014-02-22,,,,,,3.0,3.0,,,,,,,,,,,,
2014-02-23,,,,,,,,,,,,,,,,,,,
2014-02-24,,,,,,12.0,,,,,,,,,,,,,
2014-02-25,,,,,,9.0,3.0,,,,,,,,,,,,
2014-02-26,,,,,,9.0,,,,,,,,,,,,,
2014-02-27,,,,,,9.0,,,,,,,,,,,,,
2014-02-28,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-01,,,,,,18.0,,,,,,,,,,,,,
2014-03-02,,,,,,3.0,9.0,,,,,,,,,,,,
2014-03-03,,,,,,15.0,,,,,,,,,,,,,
2014-03-04,,,,,,3.0,,,,,,,,,,,,,
2014-03-05,,,,,,,,,,,,,,,,,,,
2014-03-06,,,,,,12.0,,,,,,,,,,,,,
2014-03-07,,,,,,6.0,9.0,,,,,,,,,,,,
2014-03-08,,,,,,,3.0,,,,,,,,,,,,
2014-03-09,,,,,,9.0,,,,,,,,,,,,,
2014-03-10,,,,,,27.0,,,,,,,,,,,,,
2014-03-11,,,,,,6.0,3.0,,,,,,,,,,,,
2014-03-12,,,,,,3.0,6.0,,,,,,,,,,,,
2014-03-13,8.0,-0.5,1.5,,618.92699933052,15.0,,147.417,553.2149999999999,,,,,,,,,,
2014-03-14,7.4,-0.4,0.75,,138.1229996681214,3.0,9.0,29.891999999999996,20.631,,,,,87.19200000000001,,,,,
2014-03-15,6.4,0.4,0.8,,1457.913000583648,,6.0,396.34200000000016,399.9,197.43900000000002,120.576,,,30.075000000000003,310.194,,,,
2014-03-16,6.6,-0.8,0.5,,1094.075999736786,,9.0,556.6739999999999,361.33499999999987,,57.246,,,114.456,,,,,
2014-03-17,7.2,-0.6,0.6,0.06071428571428575,2142.9089984893794,,,141.849,1304.0309999999995,,,,,45.219,648.909,,,,
2014-03-18,6.6,0.4,0.6,0.053911909926399944,2358.933002471925,12.0,3.0,570.5849999999995,1393.5120000000004,289.653,66.30000000000001,,,33.162,,,,,
2014-03-19,6.4,,0.6,0.005627705627705628,79.07100033760078,,,97.04700000000003,,51.996,,,,66.528,,,,,
2014-03-20,5.666666666666667,0.6666666666666666,0.3333333333333333,0.04383822653596664,1238.4689991474158,6.0,12.0,971.1510000000003,293.181,46.044,,,,30.087,209.70600000000002,,,,
