time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-17,,,,,,3.0,,,,,,,,,,,,,
2014-02-18,,,,,,9.0,12.0,,,,,,,,,,,,
2014-02-19,,,,,,12.0,,,,,,,,,,,,,
2014-02-20,,,,,,15.0,24.0,,,,,,,,,,,,
2014-02-21,,,,,,33.0,3.0,,,,,,,,,,,,
2014-02-22,,,,,,,21.0,,,,,,,,,,,,
2014-02-23,,,,,,3.0,9.0,,,,,,,,,,,,
2014-02-24,,,,,,12.0,6.0,,,,,,,,,,,,
2014-02-25,,,,,,,,,,,,,,,,,,,
2014-02-26,,,,,,,3.0,,,,,,,,,,,,
2014-02-27,,,,,,12.0,,,,,,,,,,,,,
2014-02-28,,,,,,3.0,,,,,,,,,,,,,
2014-03-01,,,,,,,,,,,,,,,,,,,
2014-03-02,,,,,,3.0,,,,,,,,,,,,,
2014-03-03,,,,,,6.0,,,,,,,,,,,,,
2014-03-04,,,,,,3.0,,,,,,,,,,,,,
2014-03-05,,,,,,3.0,9.0,,,,,,,,,,,,
2014-03-06,,,,,,6.0,,,,,,,,,,,,,
2014-03-07,,,,,,6.0,12.0,,,,,,,,,,,,
2014-03-08,,,,,,3.0,12.0,,,,,,,,,,,,
2014-03-09,,,,,,6.0,,,,,,,,,,,,,
2014-03-10,,,,,,24.0,12.0,,,,,,,,,,,,
2014-03-11,,,,,,6.0,,,,,,,,,,,,,
2014-03-12,,,,,,6.0,,,,,,,,,,,,,
2014-03-13,,,,,,,3.0,,,,,,,,,,,,
2014-03-14,,,,,,9.0,,,,,,,,,,,,,
2014-03-15,,,,,,,,,,,,,,,,,,,
2014-03-16,,,,,,,,,,,,,,,,,,,
2014-03-17,,,,,,6.0,6.0,,,,,,,,,,,,
2014-03-18,,,,,,6.0,,,,,,,,,,,,,
2014-03-19,,,,,,9.0,12.0,,,,,,,,,,,,
2014-03-20,,,,,,,,,,,,,,,,,,,
2014-03-21,,,,,,6.0,3.0,,,,,,,,,,,,
2014-03-22,,,,,,,,,,,,,,,,,,,
2014-03-23,,,,,,,,,,,,,,,,,,,
2014-03-24,,,,,,15.0,,,,,,,,,,,,,
2014-03-25,,,,,,,9.0,,,,,,,,,,,,
2014-03-26,,,,,,3.0,,,,,,,,,,,,,
2014-03-27,,,,,,,,,,,,,,,,,,,
2014-03-28,,,,,,12.0,,,,,,,,,,,,,
2014-03-29,,,,,,3.0,3.0,,,,,,,,,,,,
2014-03-30,,,,,,15.0,9.0,,,,,,,,,,,,
2014-03-31,,,,,,3.0,,,,,,,,,,,,,
2014-04-01,,,,,,,3.0,,,,,,,,,,,,
2014-04-02,,,,0.153125,877.9170012474074,18.0,12.0,371.628,273.69899999999996,,,,,54.792,385.617,,,,
2014-04-03,7.4,-0.4,0.6,0.07881944444444446,9806.018998861315,3.0,3.0,2307.9240000000036,2763.0090000000023,,,999.072,,480.7199999999999,3252.3480000000004,,,,
2014-04-04,7.0,1.0,0.2,0.13924288801542115,8007.20100045204,9.0,15.0,5277.464999999996,2196.369000000001,,,1265.1779999999999,,361.224,2485.0080000000003,319.40099999999995,,,
2014-04-05,7.4,-0.2,0.6,0.05138888888888889,17663.834993362427,3.0,3.0,5383.544999999997,6974.915999999999,,,630.768,,232.38900000000004,6970.055999999999,,,57.375,
2014-04-06,7.0,-1.0,0.2,0.08090277777777773,12182.489998340603,9.0,6.0,2905.2779999999975,6225.575999999999,,,409.212,146.57100000000003,190.27800000000002,3012.9000000000005,348.21000000000004,,,76.42200000000001
2014-04-07,7.6,1.0,0.8,0.08437499999999998,12806.363996028918,,,2072.8110000000006,8011.338000000002,,,363.69000000000005,,209.89200000000002,1970.991,175.07999999999998,,,
2014-04-08,7.6,-0.6,0.8,0.07118055555555564,8989.28099870682,,,3250.4430000000016,3579.146999999999,,,767.7360000000001,,472.104,2268.533999999999,542.028,,,
2014-04-09,7.0,0.4,0.8,0.11215277777777777,15188.841002225878,,,2320.8150000000023,8484.19800000001,,,289.29300000000006,,763.3530000000001,2765.9670000000006,562.233,,,
2014-04-10,7.4,-0.2,0.4,0.12499999999999994,11743.652998924255,,12.0,3292.059000000002,5789.277000000004,,,659.3189999999997,,220.90200000000002,2310.3059999999996,361.14300000000003,,3.012,
2014-04-11,5.8,0.4,-0.6,0.08576388888888892,8234.856003284453,3.0,,2050.971000000003,2137.5750000000007,,,344.58299999999997,,139.122,3560.159999999998,,,,
2014-04-12,7.0,0.25,0.5,0.07713122605363985,11173.323002099994,9.0,3.0,7645.479000000008,4842.903000000002,,,446.74799999999993,,141.27,3767.991,,,,
2014-04-13,8.75,0.5,1.5,0.1371767241379311,6766.197001218796,6.0,3.0,1908.2099999999982,2254.172999999999,,,90.12599999999999,,224.55299999999997,2287.434000000001,,,,
2014-04-14,7.6,-0.8,0.8,0.0809027777777778,3517.3109958171844,,,1417.5540000000012,1492.6110000000008,,,209.853,,189.67800000000005,117.83399999999999,,,,88.041
2014-04-15,7.2,-0.6,0.6,0.09026916896235083,13153.847999811169,,,2238.7800000000043,6322.4369999999935,,,425.1210000000001,,262.293,3269.2470000000003,882.6450000000001,,,
2014-04-16,7.8,-1.4,1.0,0.11818102240896361,20063.54700279236,,,2781.164999999995,7924.494000000005,,,339.228,,306.138,2548.5990000000006,6161.259000000001,,,
2014-04-17,7.6,0.2,0.8,0.10105333800186748,16677.23399734497,6.0,,6054.435000000002,3979.743,,,336.73799999999994,,321.26699999999994,2843.459999999998,7931.373,,,
2014-04-18,8.6,,1.4,0.11597222222222221,7887.447000503543,18.0,,2296.433999999998,3018.1500000000005,,,108.78299999999999,,163.57200000000003,1674.4919999999995,622.491,,,
2014-04-19,7.5,-0.25,0.5,0.05498949579831933,11519.165995359419,,,1508.345999999998,9137.889000000008,,,827.0249999999999,,247.5689999999999,4575.054000000004,,,,
2014-04-20,7.2,-0.4,0.6,0.18090277777777786,15845.787003278732,9.0,,99301.659,7508.151,,,629.25,,221.496,3371.495999999999,,,,
2014-04-21,6.8,,0.2,0.07812500000000006,10677.630000829695,3.0,3.0,1853.3849999999973,4916.597999999999,,,313.779,,169.87800000000001,2533.4340000000007,605.097,,,290.9189999999999
2014-04-22,7.8,-1.0,0.8,0.09700046685340806,13946.031000852581,18.0,15.0,2527.7790000000005,4384.3139999999985,,,1275.3150000000003,,189.64499999999995,2249.532,3316.481999999999,,,
2014-04-23,8.0,,0.8,0.07138142791551876,8784.570000171658,3.0,,1425.7859999999991,3685.323,,,807.408,,189.954,2434.1189999999992,240.375,,,
2014-04-24,7.6,0.6,0.6,0.0872432306255836,11890.463996887209,18.0,,3988.9470000000033,5275.422000000001,,,360.288,,257.244,1926.5879999999995,972.8160000000001,,,
2014-04-25,7.6,1.2,0.6,0.1399714052287581,11023.523998975754,12.0,,2732.4299999999994,4652.145000000001,,,495.213,,1293.8220000000001,1750.9739999999997,,,3.0089999999999995,92.283
2014-04-26,9.333333333333334,0.6666666666666666,1.6666666666666667,0.3618055555555557,15035.862000703812,54.0,,6045.135000000006,4836.240000000002,,,,,765.6210000000001,1443.7950000000003,2051.421,,,181.11299999999997
2014-04-27,8.0,0.4,0.8,0.1251922635445362,21954.573002815243,15.0,,3589.4730000000054,11113.032,,,127.13700000000001,,193.19699999999995,7250.31,239.11199999999997,,,
2014-04-28,7.8,0.2,0.8,0.13159722222222217,14853.635995388035,12.0,,2460.036000000002,3779.0220000000018,,,352.51200000000006,,660.5219999999999,5314.071000000001,2284.956,,,
2014-04-29,7.2,-1.2,0.4,0.08749999999999998,11360.922003507614,9.0,,2457.1650000000027,2822.1839999999993,,,531.141,,302.8590000000001,5245.028999999999,,,,
2014-04-30,6.6,1.2,0.4,0.08891283524904214,21524.856003284458,3.0,,3674.1689999999962,9225.968999999986,754.356,,471.95699999999994,,218.31,7262.642999999996,,,,
2014-05-01,7.6,0.4,0.8,0.11239224137931036,14466.132001876833,3.0,,2782.611000000001,6702.708000000002,487.716,,1156.9109999999998,,160.63199999999998,2231.2469999999994,941.112,,,
2014-05-02,7.2,-1.0,0.6,0.11944444444444444,10618.736995697029,3.0,,2453.2830000000013,5516.039999999997,,,769.3589999999999,,273.01199999999994,1603.7249999999992,,,,
2014-05-03,6.4,1.2,,0.090625,14929.262996435169,6.0,,2437.406999999997,10223.655000000006,,,,,153.83700000000005,1454.7209999999995,641.9279999999999,,,
2014-05-04,7.4,-0.2,0.6,0.08654003267973864,17685.34500002861,,,7154.837999999998,8150.288999999996,,,156.79799999999997,,213.79199999999997,6667.548000000005,,,,
2014-05-05,7.666666666666667,,0.6666666666666666,0.164324757264225,18203.684995651245,,,3596.4209999999935,7715.7599999999975,,,403.545,,88.51500000000001,3486.903,,,,
2014-05-06,,,,0.09791666666666664,14595.38100385666,3.0,,2426.4839999999967,10866.935999999994,,,146.637,,18.192,1133.238,,,,
2014-05-07,7.8,0.6,0.8,0.10194033299050512,9630.07499957084,9.0,12.0,4120.922999999992,5915.007000000004,,,66.27600000000001,,149.05799999999996,384.918,,,,
2014-05-08,7.0,0.6,0.2,0.07134818007662838,12215.909999370575,3.0,,1950.2549999999997,8093.198999999993,,,442.07699999999994,,135.99900000000002,1598.487,,,,
2014-05-09,6.4,1.2,-0.2,0.09930555555555548,15817.757994174957,15.0,12.0,4650.200999999989,7226.016000000001,,,250.63499999999996,,152.103,3466.3710000000015,,,,69.432
2014-05-10,6.6,0.6,,0.10075431034482756,14871.882000446323,6.0,,3565.259999999999,7748.526000000007,,,235.20299999999997,,160.893,2509.7519999999995,86.937,,,233.99699999999999
2014-05-11,7.0,1.4,0.4,0.07620818810004286,27576.362997293458,12.0,,3708.888000000008,11592.52500000001,,,,,126.76799999999997,2838.554999999999,,,,910.0709999999998
2014-05-12,7.8,,1.0,0.10003591954022988,10329.546006917953,6.0,,2169.1980000000035,5398.581,,,281.286,,166.76699999999994,2223.1920000000005,,,,93.201
2014-05-13,6.8,0.8,0.4,0.07083333333333339,12190.704000234602,9.0,9.0,3218.84099999999,6250.215000000006,,,42.236999999999995,,142.032,2534.4240000000004,,,,
2014-05-14,7.5,1.0,0.75,0.08833333333333333,6338.262000560759,,,1099.464,3771.629999999998,,,,,72.417,1393.7519999999995,,,,
2014-05-15,7.0,1.5,0.5,,,,,,,,,,,,,,,,
